;species;Genus;Family;Order;body_mass;gen_length;dispersal
779;Arctocephalus_galapagoensis;Arctocephalus;Otariidae;Carnivora;10.58273964;8.202482447;NA
780;Arctocephalus_gazella;Arctocephalus;Otariidae;Carnivora;11.47833392;8.114197532;NA
781;Arctocephalus_philippii;Arctocephalus;Otariidae;Carnivora;11.46163207;8.202482447;NA
782;Arctocephalus_pusillus;Arctocephalus;Otariidae;Carnivora;12.09234388;8.185285422;NA
783;Arctocephalus_townsendi;Arctocephalus;Otariidae;Carnivora;11.52350629;8.202482447;NA
784;Arctocephalus_tropicalis;Arctocephalus;Otariidae;Carnivora;11.43195996;8.272102517;NA
785;Arctogalidia_trivirgata;Arctogalidia;Viverridae;Carnivora;7.750954752;7.509335266;NA
786;Arctonyx_collaris;Arctonyx;Mustelidae;Carnivora;9.007798149;7.494808033;NA
787;Ardops_nichollsi;Ardops;Phyllostomidae;Chiroptera;2.95647156;7.632535008;NA
788;Arielulus_aureocollaris;Arielulus;Vespertilionidae;Chiroptera;2.341805806;7.626407526;NA
789;Arielulus_circumdatus;Arielulus;Vespertilionidae;Chiroptera;2.341805806;7.626407526;NA
790;Arielulus_cuprosus;Arielulus;Vespertilionidae;Chiroptera;2.341805806;7.626407526;NA
791;Arielulus_societatis;Arielulus;Vespertilionidae;Chiroptera;2.341805806;7.626407526;NA
792;Arielulus_torquatus;Arielulus;Vespertilionidae;Chiroptera;2.341805806;7.626407526;NA
793;Ariteus_flavescens;Ariteus;Phyllostomidae;Chiroptera;3.134085077;7.632535008;NA
794;Artibeus_amplus;Artibeus;Phyllostomidae;Chiroptera;4.111529387;7.560329236;NA
795;Artibeus_anderseni;Artibeus;Phyllostomidae;Chiroptera;3.396615472;7.560329236;NA
796;Artibeus_aztecus;Artibeus;Phyllostomidae;Chiroptera;3.03543364;7.560329236;NA
797;Artibeus_cinereus;Artibeus;Phyllostomidae;Chiroptera;2.541601993;7.560329236;NA
798;Artibeus_concolor;Artibeus;Phyllostomidae;Chiroptera;2.978077338;7.560329236;NA
799;Artibeus_fimbriatus;Artibeus;Phyllostomidae;Chiroptera;4.157162855;7.560329236;NA
800;Artibeus_fraterculus;Artibeus;Phyllostomidae;Chiroptera;3.396615472;7.560329236;NA
801;Artibeus_glaucus;Artibeus;Phyllostomidae;Chiroptera;2.51041194;7.560329236;NA
802;Artibeus_gnomus;Artibeus;Phyllostomidae;Chiroptera;2.308567165;7.560329236;NA
803;Artibeus_hirsutus;Artibeus;Phyllostomidae;Chiroptera;3.699324712;7.560329236;NA
804;Artibeus_incomitatus;Artibeus;Phyllostomidae;Chiroptera;3.396615472;7.560329236;NA
805;Artibeus_inopinatus;Artibeus;Phyllostomidae;Chiroptera;3.396615472;7.560329236;NA
806;Artibeus_jamaicensis;Artibeus;Phyllostomidae;Chiroptera;3.775744987;7.560329236;NA
807;Artibeus_lituratus;Artibeus;Phyllostomidae;Chiroptera;4.082609306;7.560329236;NA
808;Artibeus_obscurus;Artibeus;Phyllostomidae;Chiroptera;3.581015808;7.560329236;NA
809;Artibeus_phaeotis;Artibeus;Phyllostomidae;Chiroptera;2.458733775;7.560329236;NA
810;Artibeus_planirostris;Artibeus;Phyllostomidae;Chiroptera;3.396615472;7.560329236;NA
811;Artibeus_rosenbergii;Artibeus;Phyllostomidae;Chiroptera;3.396615472;7.560329236;NA
812;Artibeus_toltecus;Artibeus;Phyllostomidae;Chiroptera;2.738902665;7.560329236;NA
813;Artibeus_watsoni;Artibeus;Phyllostomidae;Chiroptera;2.415913778;7.560329236;NA
814;Arvicanthis_abyssinicus;Arvicanthis;Muridae;Rodentia;4.295106163;6.62246368;NA
815;Arvicanthis_ansorgei;Arvicanthis;Muridae;Rodentia;4.700480366;6.62246368;NA
816;Arvicanthis_blicki;Arvicanthis;Muridae;Rodentia;4.852030264;6.62246368;NA
817;Arvicanthis_nairobae;Arvicanthis;Muridae;Rodentia;4.644390899;6.62246368;NA
818;Arvicanthis_neumanni;Arvicanthis;Muridae;Rodentia;4.442651256;6.62246368;NA
819;Arvicanthis_niloticus;Arvicanthis;Muridae;Rodentia;4.562262685;6.62246368;NA
820;Arvicanthis_rufinus;Arvicanthis;Muridae;Rodentia;4.156597474;6.62246368;NA
821;Arvicola_amphibius;Arvicola;Cricetidae;Rodentia;4.787491743;6.486294164;NA
822;Arvicola_sapidus;Arvicola;Cricetidae;Rodentia;5.393582091;6.486294164;NA
823;Arvicola_scherman;Arvicola;Cricetidae;Rodentia;3.834247653;6.486294164;NA
824;Asellia_patrizii;Asellia;Hipposideridae;Chiroptera;2.560323289;7.514377655;NA
825;Asellia_tridens;Asellia;Hipposideridae;Chiroptera;2.560323289;7.514377655;NA
826;Aselliscus_stoliczkanus;Aselliscus;Hipposideridae;Chiroptera;1.806648082;7.514377655;NA
827;Aselliscus_tricuspidatus;Aselliscus;Hipposideridae;Chiroptera;1.406096988;7.514377655;NA
828;Atelerix_albiventris;Atelerix;Erinaceidae;Eulipotyphla;5.681673189;7.196804953;NA
829;Atelerix_algirus;Atelerix;Erinaceidae;Eulipotyphla;6.806807236;7.196804953;NA
830;Atelerix_frontalis;Atelerix;Erinaceidae;Eulipotyphla;5.796422426;7.196804953;NA
831;Atelerix_sclateri;Atelerix;Erinaceidae;Eulipotyphla;6.396926322;7.196804953;NA
832;Ateles_belzebuth;Ateles;Atelidae;Primates;8.808730822;8.607947555;NA
833;Ateles_chamek;Ateles;Atelidae;Primates;8.86133877;8.607947555;NA
834;Ateles_fusciceps;Ateles;Atelidae;Primates;9.112500395;8.607947555;NA
835;Ateles_geoffroyi;Ateles;Atelidae;Primates;8.933585051;8.607947555;NA
836;Ateles_hybridus;Ateles;Atelidae;Primates;9.047821442;8.607947555;NA
837;Ateles_marginatus;Ateles;Atelidae;Primates;8.737016035;8.607947555;NA
838;Ateles_paniscus;Ateles;Atelidae;Primates;9.070762163;8.607947555;NA
839;Atelocynus_microtis;Atelocynus;Canidae;Carnivora;9.031598799;7.282936422;NA
840;Atherurus_africanus;Atherurus;Hystricidae;Rodentia;7.964034015;7.905920167;NA
841;Atherurus_macrourus;Atherurus;Hystricidae;Rodentia;7.60090246;7.905920167;NA
842;Atilax_paludinosus;Atilax;Herpestidae;Carnivora;8.188733568;7.709092022;NA
843;Atlantoxerus_getulus;Atlantoxerus;Sciuridae;Rodentia;5.523738323;7.23282075;NA
844;Auliscomys_boliviensis;Auliscomys;Cricetidae;Rodentia;4.261411467;6.379085218;NA
845;Auliscomys_pictus;Auliscomys;Cricetidae;Rodentia;3.891207866;6.379085218;NA
846;Auliscomys_sublimis;Auliscomys;Cricetidae;Rodentia;3.63758616;6.379085218;NA
847;Avahi_betsileo;Avahi;Indriidae;Primates;6.907755279;8.202419945;NA
848;Avahi_cleesei;Avahi;Indriidae;Primates;8.612503371;8.202419945;NA
849;Avahi_laniger;Avahi;Indriidae;Primates;6.996022534;8.202419945;NA
850;Avahi_meridionalis;Avahi;Indriidae;Primates;7.047517221;8.202419945;NA
851;Avahi_occidentalis;Avahi;Indriidae;Primates;6.720196029;8.202419945;NA
852;Avahi_peyrierasi;Avahi;Indriidae;Primates;6.907755279;8.202419945;NA
853;Avahi_ramanantsoavanai;Avahi;Indriidae;Primates;7.395569006;8.202419945;NA
854;Avahi_unicolor;Avahi;Indriidae;Primates;6.721425701;8.202419945;NA
855;Axis_axis;Axis;Cervidae;Cetartiodactyla;11.14908189;8.202482447;NA
856;Axis_calamianensis;Axis;Cervidae;Cetartiodactyla;10.59193872;7.790604319;NA
857;Axis_kuhlii;Axis;Cervidae;Cetartiodactyla;10.91508828;7.593613459;NA
858;Axis_porcinus;Axis;Cervidae;Cetartiodactyla;10.53071633;7.845807503;NA
859;Babyrousa_babyrussa;Babyrousa;Suidae;Cetartiodactyla;11.43981796;7.992468364;NA
860;Babyrousa_celebensis;Babyrousa;Suidae;Cetartiodactyla;11.28978191;7.691656823;NA
861;Babyrousa_togeanensis;Babyrousa;Suidae;Cetartiodactyla;11.35040654;7.628623409;NA
862;Baiomys_musculus;Baiomys;Cricetidae;Rodentia;2.196112848;6.004017923;NA
863;Baiomys_taylori;Baiomys;Cricetidae;Rodentia;2.005525859;6.004017923;NA
864;Baiyankamys_habbema;Baiyankamys;Muridae;Rodentia;4.949188929;6.460892748;NA
865;Baiyankamys_shawmayeri;Baiyankamys;Muridae;Rodentia;4.949188929;6.460892748;NA
866;Balaena_mysticetus;Balaena;Balaenidae;Cetartiodactyla;18.19366946;9.851141072;NA
867;Balaenoptera_acutorostrata;Balaenoptera;Balaenopteridae;Cetartiodactyla;15.53596978;8.990939807;NA
868;Balaenoptera_bonaerensis;Balaenoptera;Balaenopteridae;Cetartiodactyla;17.72561436;8.990939807;NA
869;Balaenoptera_borealis;Balaenoptera;Balaenopteridae;Cetartiodactyla;16.91137102;9.048350714;NA
870;Balaenoptera_edeni;Balaenoptera;Balaenopteridae;Cetartiodactyla;16.81124283;9.214576218;NA
871;Balaenoptera_musculus;Balaenoptera;Balaenopteridae;Cetartiodactyla;18.85454738;9.333884558;NA
872;Balaenoptera_omurai;Balaenoptera;Balaenopteridae;Cetartiodactyla;17.72561436;9.106837804;NA
873;Balaenoptera_physalus;Balaenoptera;Balaenopteridae;Cetartiodactyla;17.67636675;9.157993892;NA
874;Balantiopteryx_infusca;Balantiopteryx;Emballonuridae;Chiroptera;1.662030363;6.795985378;NA
875;Balantiopteryx_io;Balantiopteryx;Emballonuridae;Chiroptera;1.378766095;6.795985378;NA
876;Balantiopteryx_plicata;Balantiopteryx;Emballonuridae;Chiroptera;1.882513832;6.795985378;NA
877;Balionycteris_maculata;Balionycteris;Pteropodidae;Chiroptera;2.669309373;7.348452949;NA
878;Bandicota_bengalensis;Bandicota;Muridae;Rodentia;5.424905964;6.460892748;NA
879;Bandicota_indica;Bandicota;Muridae;Rodentia;6.368341548;6.460892748;NA
880;Bandicota_savilei;Bandicota;Muridae;Rodentia;5.563101777;6.460892748;NA
881;Barbastella_barbastellus;Barbastella;Vespertilionidae;Chiroptera;2.117459609;7.509335266;NA
882;Barbastella_leucomelas;Barbastella;Vespertilionidae;Chiroptera;2.711377991;7.509335266;NA
883;Bassaricyon_alleni;Bassaricyon;Procyonidae;Carnivora;7.118826249;8.003423237;NA
884;Bassaricyon_beddardi;Bassaricyon;Procyonidae;Carnivora;7.118834346;7.551050232;NA
885;Bassaricyon_gabbii;Bassaricyon;Procyonidae;Carnivora;7.13089883;8.026490269;NA
886;Bassaricyon_lasius;Bassaricyon;Procyonidae;Carnivora;7.090076836;7.82704152;NA
887;Bassaricyon_pauli;Bassaricyon;Procyonidae;Carnivora;7.090076836;7.800064745;NA
888;Bassariscus_astutus;Bassariscus;Procyonidae;Carnivora;6.918071879;7.646775675;NA
889;Bassariscus_sumichrasti;Bassariscus;Procyonidae;Carnivora;6.809039306;8.055184885;NA
890;Bathyergus_janetta;Bathyergus;Bathyergidae;Rodentia;5.962782111;6.874586218;NA
891;Bathyergus_suillus;Bathyergus;Bathyergidae;Rodentia;6.655929291;6.874586218;NA
892;Batomys_dentatus;Batomys;Muridae;Rodentia;5.179787177;6.460892748;NA
893;Batomys_granti;Batomys;Muridae;Rodentia;5.133029902;6.460892748;NA
894;Batomys_russatus;Batomys;Muridae;Rodentia;5.179787177;6.460892748;NA
895;Batomys_salomonseni;Batomys;Muridae;Rodentia;5.224455518;6.460892748;NA
896;Bauerus_dubiaquercus;Bauerus;Vespertilionidae;Chiroptera;3.100992784;7.626407526;NA
897;Bdeogale_crassicauda;Bdeogale;Herpestidae;Carnivora;7.451317176;7.521263837;NA
898;Bdeogale_jacksoni;Bdeogale;Herpestidae;Carnivora;7.824046011;7.509335266;NA
899;Bdeogale_nigripes;Bdeogale;Herpestidae;Carnivora;7.872077792;7.56731063;NA
900;Bdeogale_omnivora;Bdeogale;Herpestidae;Carnivora;7.732681902;7.509335266;NA
901;Beamys_hindei;Beamys;Nesomyidae;Rodentia;4.328098293;6.404525732;NA
902;Beatragus_hunteri;Beatragus;Bovidae;Cetartiodactyla;11.27887477;7.720450381;NA
903;Belomys_pearsonii;Belomys;Sciuridae;Rodentia;6.380241803;7.23282075;NA
904;Berardius_arnuxii;Berardius;Ziphiidae;Cetartiodactyla;15.76142071;9.19573422;NA
905;Berardius_bairdii;Berardius;Ziphiidae;Cetartiodactyla;16.24736799;9.19573422;NA
906;Berylmys_berdmorei;Berylmys;Muridae;Rodentia;5.459585514;6.460892748;NA
907;Berylmys_bowersi;Berylmys;Muridae;Rodentia;5.882430626;6.460892748;NA
908;Berylmys_mackenziei;Berylmys;Muridae;Rodentia;5.693193273;6.460892748;NA
909;Berylmys_manipulus;Berylmys;Muridae;Rodentia;5.693193273;6.460892748;NA
910;Bettongia_gaimardi;Bettongia;Potoroidae;Diprotodontia;7.419110762;7.273890335;NA
36;Bettongia_lesueur;Bettongia;Potoroidae;Diprotodontia;7.277434302;7.094300819;7.549609165
37;Bettongia_lesueur;Bettongia;Potoroidae;Diprotodontia;7.277434302;7.094300819;8.556413905
911;Bettongia_penicillata;Bettongia;Potoroidae;Diprotodontia;7.07694938;7.324947686;NA
38;Bettongia_tropica;Bettongia;Potoroidae;Diprotodontia;7.136149024;6.916415273;7.170119543
912;Bibimys_chacoensis;Bibimys;Cricetidae;Rodentia;3.33220451;6.379085218;NA
913;Bibimys_labiosus;Bibimys;Cricetidae;Rodentia;3.36729583;6.379085218;NA
914;Bibimys_torresi;Bibimys;Cricetidae;Rodentia;3.33220451;6.379085218;NA
915;Bison_bison;Bison;Bovidae;Cetartiodactyla;13.34483006;8.36360874;NA
916;Bison_bonasus;Bison;Bovidae;Cetartiodactyla;13.42376594;8.187391004;NA
917;Biswamoyopterus_biswasi;Biswamoyopterus;Sciuridae;Rodentia;7.38603643;7.608749145;NA
918;Blanfordimys_afghanus;Blanfordimys;Cricetidae;Rodentia;4.105060453;2.676236217;NA
919;Blanfordimys_bucharensis;Blanfordimys;Cricetidae;Rodentia;4.105060453;2.676236217;NA
920;Blarina_brevicauda;Blarina;Soricidae;Eulipotyphla;2.921008727;5.728210825;NA
921;Blarina_carolinensis;Blarina;Soricidae;Eulipotyphla;2.477378383;5.828605486;NA
922;Blarina_hylophaga;Blarina;Soricidae;Eulipotyphla;2.673458756;5.919834272;NA
923;Blarinella_griselda;Blarinella;Soricidae;Eulipotyphla;2.079441542;6.056573498;NA
924;Blarinella_quadraticauda;Blarinella;Soricidae;Eulipotyphla;2.525728644;5.938308878;NA
925;Blarinella_wardi;Blarinella;Soricidae;Eulipotyphla;2.654903735;5.938308878;NA
926;Blarinomys_breviceps;Blarinomys;Cricetidae;Rodentia;3.605226069;6.379085218;NA
927;Blastocerus_dichotomus;Blastocerus;Cervidae;Cetartiodactyla;11.63087293;7.509335266;NA
928;Bos_gaurus;Bos;Bovidae;Cetartiodactyla;13.48839442;8.097121931;NA
929;Bos_javanicus;Bos;Bovidae;Cetartiodactyla;13.36291343;8.097121931;NA
930;Bos_mutus;Bos;Bovidae;Cetartiodactyla;13.38472764;8.202482447;NA
931;Bos_sauveli;Bos;Bovidae;Cetartiodactyla;13.58145999;8.097121931;NA
932;Boselaphus_tragocamelus;Boselaphus;Bovidae;Cetartiodactyla;12.11315111;7.987802974;NA
933;Brachiones_przewalskii;Brachiones;Muridae;Rodentia;3.295836866;6.436790614;NA
39;Brachylagus_idahoensis;Brachylagus;Leporidae;Lagomorpha;6.066548828;6.8771518;9.384293679
40;Brachylagus_idahoensis;Brachylagus;Leporidae;Lagomorpha;6.066548828;6.8771518;8.779557456
41;Brachylagus_idahoensis;Brachylagus;Leporidae;Lagomorpha;6.066548828;6.8771518;7.972466016
42;Brachylagus_idahoensis;Brachylagus;Leporidae;Lagomorpha;6.066548828;6.8771518;6.907755279
934;Brachyphylla_cavernarum;Brachyphylla;Phyllostomidae;Chiroptera;3.817712326;7.632535008;NA
935;Brachyphylla_nana;Brachyphylla;Phyllostomidae;Chiroptera;3.617651945;7.632535008;NA
936;Brachytarsomys_albicauda;Brachytarsomys;Nesomyidae;Rodentia;5.298317367;6.969851523;NA
937;Brachytarsomys_villosa;Brachytarsomys;Nesomyidae;Rodentia;5.393582091;6.969851523;NA
938;Brachyteles_arachnoides;Brachyteles;Atelidae;Primates;9.262677571;8.895629627;NA
939;Brachyteles_hypoxanthus;Brachyteles;Atelidae;Primates;9.510444964;8.895629627;NA
940;Brachyuromys_betsileoensis;Brachyuromys;Nesomyidae;Rodentia;4.538816685;6.404525732;NA
941;Brachyuromys_ramirohitra;Brachyuromys;Nesomyidae;Rodentia;4.525152478;6.404525732;NA
942;Bradypus_pygmaeus;Bradypus;Bradypodidae;Pilosa;7.972466016;8.26183757;NA
943;Bradypus_torquatus;Bradypus;Bradypodidae;Pilosa;8.404790158;8.26183757;NA
944;Bradypus_tridactylus;Bradypus;Bradypodidae;Pilosa;8.383844639;8.26183757;NA
945;Bradypus_variegatus;Bradypus;Bradypodidae;Pilosa;8.327571453;8.26183757;NA
1307;Brassomys_albidens;Brassomys;Muridae;Rodentia;3.391147046;6.436790614;NA
946;Brucepattersonius_albinasus;Brucepattersonius;Cricetidae;Rodentia;3.761200116;6.379085218;NA
947;Brucepattersonius_griserufescens;Brucepattersonius;Cricetidae;Rodentia;3.761200116;6.379085218;NA
948;Brucepattersonius_guarani;Brucepattersonius;Cricetidae;Rodentia;3.761200116;6.379085218;NA
949;Brucepattersonius_igniventris;Brucepattersonius;Cricetidae;Rodentia;3.761200116;6.379085218;NA
950;Brucepattersonius_iheringi;Brucepattersonius;Cricetidae;Rodentia;3.761200116;6.379085218;NA
951;Brucepattersonius_misionensis;Brucepattersonius;Cricetidae;Rodentia;3.761200116;6.379085218;NA
952;Brucepattersonius_paradisus;Brucepattersonius;Cricetidae;Rodentia;3.761200116;6.379085218;NA
953;Brucepattersonius_soricinus;Brucepattersonius;Cricetidae;Rodentia;3.761200116;6.379085218;NA
954;Bubalus_arnee;Bubalus;Bovidae;Cetartiodactyla;13.0888076;8.097121931;NA
955;Bubalus_depressicornis;Bubalus;Bovidae;Cetartiodactyla;12.45678973;7.979338895;NA
956;Bubalus_mindorensis;Bubalus;Bovidae;Cetartiodactyla;12.44662262;8.202482447;NA
957;Bubalus_quarlesi;Bubalus;Bovidae;Cetartiodactyla;12.11021627;7.979338895;NA
958;Budorcas_taxicolor;Budorcas;Bovidae;Cetartiodactyla;12.59308623;7.979338895;NA
959;Bullimus_bagobus;Bullimus;Muridae;Rodentia;5.979847328;6.460892748;NA
960;Bullimus_gamay;Bullimus;Muridae;Rodentia;6.04070699;6.460892748;NA
961;Bullimus_luzonicus;Bullimus;Muridae;Rodentia;6.098074282;6.460892748;NA
962;Bunolagus_monticularis;Bunolagus;Leporidae;Lagomorpha;7.467376781;7.006984949;NA
963;Bunomys_andrewsi;Bunomys;Muridae;Rodentia;4.828313737;6.460892748;NA
964;Bunomys_chrysocomus;Bunomys;Muridae;Rodentia;4.712139407;6.460892748;NA
965;Bunomys_coelestis;Bunomys;Muridae;Rodentia;4.787491743;6.460892748;NA
966;Bunomys_fratrorum;Bunomys;Muridae;Rodentia;4.869916227;6.460892748;NA
967;Bunomys_penitus;Bunomys;Muridae;Rodentia;5.135798437;6.460892748;NA
968;Bunomys_prolatus;Bunomys;Muridae;Rodentia;4.875197323;6.460892748;NA
969;Burramys_parvus;Burramys;Burramyidae;Diprotodontia;3.790307247;7.332598088;NA
970;Cabassous_centralis;Cabassous;Dasypodidae;Cingulata;8.207862469;7.527858402;NA
971;Cabassous_chacoensis;Cabassous;Dasypodidae;Cingulata;7.30653811;7.527858402;NA
972;Cabassous_tatouay;Cabassous;Dasypodidae;Cingulata;8.584842494;7.527858402;NA
973;Cabassous_unicinctus;Cabassous;Dasypodidae;Cingulata;8.291037608;7.527858402;NA
974;Cacajao_ayresi;Cacajao;Pitheciidae;Primates;8.092945795;8.202482447;NA
975;Cacajao_calvus;Cacajao;Pitheciidae;Primates;8.137699877;8.202482447;NA
976;Cacajao_hosomi;Cacajao;Pitheciidae;Primates;8.092945795;8.202482447;NA
977;Cacajao_melanocephalus;Cacajao;Pitheciidae;Primates;8.046094563;8.202482447;NA
978;Caenolestes_caniventer;Caenolestes;Caenolestidae;Paucituberculata;3.688879454;6.906430966;NA
979;Caenolestes_condorensis;Caenolestes;Caenolestidae;Paucituberculata;3.867234823;6.906430966;NA
980;Caenolestes_convelatus;Caenolestes;Caenolestidae;Paucituberculata;3.451890496;6.906430966;NA
981;Caenolestes_fuliginosus;Caenolestes;Caenolestidae;Paucituberculata;3.354804342;6.906430966;NA
983;Calcochloris_obtusirostris;Calcochloris;Chrysochloridae;Afrosoricida;3.180134997;6.943660486;NA
984;Calcochloris_tytonis;Calcochloris;Chrysochloridae;Afrosoricida;3.341801172;6.943660486;NA
985;Callibella_humilis;Callibella;Callitrichidae;Primates;5.120983351;7.79184243;NA
986;Callicebus_aureipalatii;Callicebus;Pitheciidae;Primates;6.949583852;7.979338895;NA
987;Callicebus_baptista;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
988;Callicebus_barbarabrownae;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
989;Callicebus_bernhardi;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
990;Callicebus_brunneus;Callicebus;Pitheciidae;Primates;6.746224097;8.07450702;NA
991;Callicebus_caligatus;Callicebus;Pitheciidae;Primates;6.900126252;8.07450702;NA
992;Callicebus_caquetensis;Callicebus;Pitheciidae;Primates;6.949583852;7.979338895;NA
993;Callicebus_cinerascens;Callicebus;Pitheciidae;Primates;6.900126252;8.07450702;NA
994;Callicebus_coimbrai;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
995;Callicebus_cupreus;Callicebus;Pitheciidae;Primates;7.018419704;7.979338895;NA
996;Callicebus_discolor;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
997;Callicebus_donacophilus;Callicebus;Pitheciidae;Primates;6.799802517;8.07450702;NA
998;Callicebus_dubius;Callicebus;Pitheciidae;Primates;6.900126252;8.07450702;NA
999;Callicebus_hoffmannsi;Callicebus;Pitheciidae;Primates;6.973177784;7.979338895;NA
1000;Callicebus_lucifer;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1001;Callicebus_lugens;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1002;Callicebus_medemi;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1003;Callicebus_melanochir;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1004;Callicebus_modestus;Callicebus;Pitheciidae;Primates;6.900126252;8.07450702;NA
1005;Callicebus_moloch;Callicebus;Pitheciidae;Primates;6.864983468;8.161400001;NA
1006;Callicebus_nigrifrons;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1007;Callicebus_oenanthe;Callicebus;Pitheciidae;Primates;6.900126252;7.979338895;NA
1008;Callicebus_olallae;Callicebus;Pitheciidae;Primates;6.900126252;8.07450702;NA
1009;Callicebus_ornatus;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1010;Callicebus_pallescens;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1011;Callicebus_personatus;Callicebus;Pitheciidae;Primates;7.2376344;7.979338895;NA
1012;Callicebus_purinus;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1013;Callicebus_regulus;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1014;Callicebus_stephennashi;Callicebus;Pitheciidae;Primates;6.956545443;7.979338895;NA
1015;Callicebus_torquatus;Callicebus;Pitheciidae;Primates;7.098020204;7.979338895;NA
1016;Callimico_goeldii;Callimico;Callitrichidae;Primates;6.324358962;7.691656823;NA
1017;Callistomys_pictus;Callistomys;Echimyidae;Rodentia;6.251884615;6.605310896;NA
1018;Callithrix_aurita;Callithrix;Callitrichidae;Primates;5.95635537;7.654722038;NA
1019;Callithrix_flaviceps;Callithrix;Callitrichidae;Primates;5.921497987;7.654722038;NA
1020;Callithrix_geoffroyi;Callithrix;Callitrichidae;Primates;5.834810737;7.654722038;NA
1021;Callithrix_jacchus;Callithrix;Callitrichidae;Primates;5.670604799;7.676252713;NA
1022;Callithrix_kuhlii;Callithrix;Callitrichidae;Primates;5.926899359;7.691656823;NA
1023;Callithrix_penicillata;Callithrix;Callitrichidae;Primates;5.828886792;7.654722038;NA
1024;Callorhinus_ursinus;Callorhinus;Otariidae;Carnivora;10.92350422;8.464846711;NA
1025;Callosciurus_adamsi;Callosciurus;Sciuridae;Rodentia;5.340993641;7.36846359;NA
1026;Callosciurus_albescens;Callosciurus;Sciuridae;Rodentia;5.626825429;7.36846359;NA
1027;Callosciurus_baluensis;Callosciurus;Sciuridae;Rodentia;5.780465699;7.36846359;NA
