ID_ch_wc_cru;ID_iucn;species
931;2049;Rhizomys sumatrensis
932;2050;Rhombomys opimus
933;2051;Saccostomus mearnsi
934;2053;Salpingotus kozlovi
935;2055;Sciurotamias davidianus
936;2056;Sciurus anomalus
937;2057;Sciurus deppei
938;2058;Sciurus granatensis
939;2059;Sciurus griseus
940;2060;Sciurus spadiceus
941;2062;Sciurus igniventris
942;2065;Sicista strandi
943;2066;Sigmodon alstoni
944;2067;Sigmodon hispidus
945;2069;Sigmodon ochrognathus
946;2070;Sigmodontomys alfari
947;2073;Spalax microphthalmus
948;2074;Spermophilopsis leptodactylus
949;2075;Spermophilus alashanicus
950;2076;Spermophilus dauricus
951;2079;Spermophilus erythrogenys
952;2081;Steatomys krebsii
953;2082;Steatomys pratensis
954;2093;Gerbilliscus boehmi
955;2094;Gerbilliscus brantsii
956;2095;Taterillus arenarius
957;2096;Taterillus emini
958;2099;Taterillus gracilis
959;2101;Thallomys nigricauda
960;2102;Thallomys paedulcus
961;2103;Thomomys bottae
962;2104;Thomomys umbrinus
963;2106;Thryonomys swinderianus
964;2107;Lophostoma brasiliense
965;2110;Crocidura luna
966;2111;Crocidura lusitania
967;2114;Xerus inauris
968;2116;Xerus rutilus
969;2119;Zelotomys woosnami
970;2120;Zelotomys hildegardeae
971;2121;Crocidura nanilla
972;2122;Crocidura silacea
973;2123;Glis glis
974;2124;Erinaceus amurensis
975;2125;Erinaceus concolor
976;2126;Hemiechinus auritus
977;2127;Crocidura crossei
978;2128;Crocidura cyanea
979;2131;Perameles nasuta
980;2132;Atelerix albiventris
981;2133;Paraechinus hypomelas
982;2134;Hylomys suillus
983;2135;Mesechinus dauuricus
984;2136;Chimarrogale himalayica
985;2137;Chimarrogale styani
986;2139;Crocidura dolichura
987;2140;Crocidura fuliginosa
988;2141;Crocidura fulvastra
989;2142;Crocidura fuscomurina
990;2144;Crocidura cinderella
991;2146;Crocidura poensis
992;2147;Crocidura goliath
993;2148;Crocidura hildegardeae
994;2149;Crocidura hirta
995;2150;Crocidura jacksoni
996;2151;Crocidura lasiura
997;2152;Crocidura littoralis
998;2153;Crocidura roosevelti
999;2154;Crocidura macarthuri
1000;2155;Crocidura mariquensis
1001;2156;Crocidura sibirica
1002;2157;Crocidura maurisca
1003;2159;Crocidura muricauda
1004;2161;Crocidura nigrofusca
1005;2162;Crocidura parvipes
1006;2163;Crocidura olivieri
1007;2165;Crocidura yankariensis
1008;2168;Crocidura zarudnyi
1009;2169;Cryptotis parva
1010;2172;Myosorex varius
1011;2173;Sorex preblei
1012;2174;Sorex roboratus
1013;2175;Sorex trowbridgii
1014;2176;Sorex ugyunak
1015;2177;Sorex unguiculatus
1016;2178;Sorex vagrans
1017;2179;Paracrocidura schoutedeni
1018;2180;Sorex arcticus
1019;2182;Sorex cinereus
1020;2184;Episoriculus macrurus
1021;2185;Peromyscus attwateri
1022;2186;Peromyscus gossypinus
1023;2187;Anourosorex squamipes
1024;2188;Blarina brevicauda
1025;2189;Blarina carolinensis
1026;2190;Blarina hylophaga
1027;2191;Notiosorex crawfordi
1028;2192;Crocidura obscurior
1029;2193;Condylura cristata
1030;2194;Peromyscus polionotus
1031;2195;Meriones shawi
1032;2197;Mylomys dybowskii
1033;2198;Neotoma cinerea
1034;2199;Euroscaptor klossi
1035;2202;Ammospermophilus leucurus
1036;2203;Cynomys gunnisoni
1037;2204;Ochrotomys nuttalli
1038;2205;Oryzomys palustris
1039;2206;Neotamias amoenus
1040;2207;Spermophilus brevicauda
1041;2210;Tamias striatus
1042;2213;Neotamias umbrinus
1043;2214;Tamiasciurus douglasii
1044;2215;Tamiasciurus hudsonicus
1045;2216;Geomys bursarius
1046;2219;Thomomys talpoides
1047;2223;Perognathus fasciatus
1048;2224;Perognathus parvus
1049;2225;Napaeozapus insignis
1050;2226;Zapus hudsonius
1051;2227;Zapus princeps
1052;2229;Myodes gapperi
1053;2230;Dicrostonyx groenlandicus
1054;2231;Dicrostonyx hudsonius
1055;2232;Dicrostonyx richardsoni
1056;2233;Lemmiscus curtatus
1057;2234;Microtus chrotorrhinus
1058;2235;Microtus longicaudus
1059;2236;Microtus miurus
1060;2237;Microtus ochrogaster
1061;2239;Microtus pinetorum
1062;2240;Reithrodontomys humulis
1063;2242;Microtus richardsoni
1064;2243;Phenacomys intermedius
1065;2244;Phenacomys ungava
1066;2245;Synaptomys cooperi
1067;2247;Allocricetulus curtatus
1068;2249;Apodemus argenteus
1069;2250;Pseudomys bolami
1070;2252;Acomys johannis
1071;2255;Neotoma floridana
1072;2257;Pithecia pithecia
1073;2259;Graphiurus nagtglasii
1074;2262;Praomys daltoni
1075;2268;Erinaceus roumanicus
1076;2269;Oecomys catherinae
1077;2270;Myomyscus brockmani
1078;2271;Sooretamys angouya
1079;2273;Apodemus witherbyi
1080;2274;Akodon montensis
1081;2276;Eothenomys miletus
1082;2279;Allactaga williamsi
1083;2285;Meriones grandis
1084;2290;Acomys dimidiatus
1085;2292;Necromys lenguarum
1086;2299;Chaetodipus eremicus
1087;2300;Oxymycterus quaestor
1088;2302;Pedetes surdaster
1089;2305;Oecomys auyantepui
1090;2306;Oligoryzomys fornesi
1091;2307;Nectomys apicalis
1092;2309;Arvicola scherman
1093;2310;Neotoma leucodon
1094;2313;Oecomys concolor
1095;2314;Rhipidomys nitela
1096;2315;Allactaga elater
1097;2316;Heteromys desmarestianus
1098;2317;Praomys tullbergi
1099;2320;Aotus nancymaae
1100;2321;Lycalopex griseus
1101;2322;Diplomesodon pulchellum
1102;2323;Alouatta juara
1103;2325;Crocidura pasha
1104;2326;Ursus thibetanus
1105;2327;Ursus americanus
1106;2330;Chionomys nivalis
1107;2331;Crocidura viaria
1108;2332;Phacochoerus africanus
1109;2333;Sorex satunini
1110;2334;Myodes glareolus
1111;2337;Sorex tundrensis
1112;2340;Alouatta puruensis
1113;2342;Myotis bechsteinii
1114;2347;Mustela africana
1115;2356;Myospalax myospalax
1116;2357;Myotis blythii
1117;2358;Myotis brandtii
1118;2359;Myotis capaccinii
1119;2360;Myotis dasycneme
1120;2361;Pteropus giganteus
1121;2362;Myotis daubentonii
1122;2363;Myotis emarginatus
1123;2364;Myotis grisescens
1124;2365;Myotis myotis
1125;2366;Myotis mystacinus
1126;2367;Myotis nattereri
1127;2368;Myotis sodalis
1128;2369;Myotis albescens
1129;2370;Myotis altarium
1130;2376;Myotis auriculus
1131;2377;Myotis austroriparius
1132;2378;Myotis bocagii
1133;2379;Myotis bombinus
1134;2380;Myotis chinensis
1135;2382;Myotis ciliolabrum
1136;2384;Myotis californicus
1137;2385;Myotis chiloensis
1138;2387;Myotis evotis
1139;2388;Myotis formosus
1140;2389;Myotis fortidens
1141;2390;Myotis frater
1142;2393;Myotis goudoti
1143;2394;Myotis hasseltii
1144;2396;Myotis horsfieldii
1145;2398;Myotis macrodactylus
1146;2399;Myotis ikonnikovi
1147;2401;Myotis keaysi
1148;2403;Myotis leibii
1149;2405;Myotis lucifugus
1150;2407;Myotis muricola
1151;2409;Myotis montivagus
1152;2411;Myotis nigricans
1153;2413;Myotis oxyotus
1154;2415;Myotis pequinius
1155;2418;Myotis pilosus
1156;2420;Myotis riparius
1157;2421;Myotis rosseti
1158;2422;Myotis ruber
1159;2423;Myotis simus
1160;2426;Myotis velifer
1161;2429;Myotis septentrionalis
1162;2431;Myotis siligorensis
1163;2432;Myotis thysanodes
1164;2433;Myotis tricolor
1165;2434;Myotis volans
1166;2435;Myotis welwitschii
1167;2436;Myotis yumanensis
1168;2438;Myrmecophaga tridactyla
1169;2444;Mystromys albicaudatus
1170;2448;Naemorhedus griseus
1171;2449;Nannospalax xanthodon
1172;2450;Nanonycteris veldkampii
1173;2451;Nasalis larvatus
1174;2455;Neofelis nebulosa
1175;2463;Natalus tumidirostris
1176;2466;Neotoma magister
1177;2477;Neotomys ebriosus
1178;2478;Neotragus pygmaeus
1179;2479;Neotragus batesi
1180;2480;Nesotragus moschatus
1181;2489;Niviventer cremoriventer
1182;2501;Noctilio albiventris
1183;2502;Noctilio leporinus
1184;2503;Notoryctes typhlops
1185;2506;Notomys alexis
1186;2507;Notoryctes caurinus
1187;2508;Nycteris tragata
1188;2509;Nyctalus leisleri
1189;2510;Nycteris woodi
1190;2511;Nycticebus pygmaeus
1191;2513;Nyctereutes procyonoides
1192;2514;Nycteris arge
1193;2515;Nyctalus lasiopterus
1194;2516;Nyctalus noctula
1195;2517;Nycteris aurita
1196;2518;Nycteris gambiensis
1197;2519;Nyctalus aviator
1198;2521;Nycteris grandis
1199;2523;Nycteris hispida
1200;2524;Nycteris intermedia
1201;2525;Nycteris macrotis
1202;2526;Nycteris major
1203;2527;Nycteris nana
1204;2528;Nycteris thebaica
1205;2529;Scotorepens balstoni
1206;2530;Scotorepens sanborni
1207;2532;Nyctimene aello
1208;2533;Proechimys quadruplicatus
1209;2537;Nyctimene albiventer
1210;2543;Trinomys setosus
1211;2548;Nyctimene robinsoni
1212;2550;Nyctinomops laticaudatus
1213;2551;Nyctinomops macrotis
1214;2552;Nyctophilus bifax
1215;2554;Nyctinomops aurispinosus
1216;2555;Nyctinomops femorosaccus
1217;2556;Nyctophilus arnhemensis
1218;2557;Nyctophilus geoffroyi
1219;2558;Ochotona nubrica
1220;2559;Nyctophilus gouldi
1221;2560;Ochotona pusilla
1222;2561;Ochotona thomasi
1223;2566;Nyctophilus walkeri
1224;2573;Octodontomys gliroides
1225;2578;Oecomys mamorae
1226;2579;Oecomys trinitatis
1227;2587;Oligoryzomys delticola
1228;2588;Ommatophoca rossii
1229;2589;Leopardus colocolo
1230;2590;Leopardus geoffroyi
1231;2591;Leopardus guigna
1232;2592;Ondatra zibethicus
1233;2593;Pteropus vampyrus
1234;2595;Orcinus orca
1235;2596;Leopardus jacobita
1236;2598;Ozotoceros bezoarticus
1237;2600;Oreotragus oreotragus
1238;2604;Oryx beisa
1239;2606;Pachyuromys duprasi
1240;2608;Oryx gazella
1241;2624;Capra sibirica
1242;2629;Transandinomys talamancae
1243;2633;Otomys irroratus
1244;2634;Rhinolophus borneensis
1245;2635;Otocolobus manul
1246;2636;Otocyon megalotis
1247;2637;Otolemur crassicaudatus
1248;2638;Otolemur garnettii
1249;2641;Ovis ammon
1250;2643;Otomops martiensseni
1251;2644;Petaurus breviceps
1252;2651;Ovis orientalis
1253;2653;Otomys typus
1254;2654;Otonycteris hemprichii
1255;2656;Ourebia ourebi
1256;2662;Ovis nivicola
1257;2663;Oxymycterus inca
1258;2667;Pan paniscus
1259;2668;Pan troglodytes
1260;2670;Peromyscus maniculatus
1261;2671;Papio papio
1262;2672;Papio hamadryas
1263;2673;Papio ursinus
1264;2675;Pantholops hodgsonii
1265;2685;Pardofelis marmorata
1266;2688;Peropteryx kappleri
1267;2689;Peropteryx leucoptera
1268;2690;Peropteryx macrotis
1269;2691;Marmota broweri
1270;2692;Marmota caligata
1271;2693;Pelea capreolus
1272;2696;Penthetor lucasi
1273;2708;Petaurista elegans
1274;2730;Petaurus norfolcensis
1275;2735;Petinomys setosus
1276;2741;Petromus typicus
1277;2759;Phascolarctos cinereus
1278;2764;Philetor brachypterus
1279;2772;Phyllotis xanthopygus
1280;2773;Phylloderma stenops
1281;2774;Pipistrellus kuhlii
1282;2776;Phyllostomus discolor
1283;2777;Phyllostomus elongatus
1284;2778;Phyllostomus hastatus
1285;2779;Phyllostomus latifolius
1286;2785;Pipistrellus javanicus
1287;2793;Pipistrellus nathusii
1288;2794;Pipistrellus pipistrellus
1289;2797;Falsistrellus affinis
1290;2799;Pipistrellus cadornae
1291;2800;Pipistrellus ceylonicus
1292;2803;Pipistrellus coromandra
1293;2804;Scotozous dormeri
1294;2806;Pipistrellus inexspectatus
1295;2808;Rhinolophus macrotis
1296;2813;Pipistrellus nanulus
1297;2814;Pipistrellus papuanus
1298;2815;Proechimys simonsi
1299;2818;Pipistrellus paterculus
1300;2819;Pipistrellus pulveratus
1301;2820;Pipistrellus rueppellii
1302;2821;Pipistrellus stenopterus
1303;2822;Pipistrellus subflavus
1304;2823;Falsistrellus tasmaniensis
1305;2824;Pipistrellus tenuis
1306;2825;Pipistrellus rusticus
1307;2827;Proechimys steerei
1308;2833;Platyrrhinus lineatus
1309;2834;Plecotus austriacus
1310;2835;Platyrrhinus brachycephalus
1311;2837;Platyrrhinus infuscus
1312;2838;Platyrrhinus recifinus
1313;2839;Platyrrhinus vittatus
1314;2840;Plecotus auritus
1315;2842;Corynorhinus townsendii
1316;2843;Corynorhinus mexicanus
1317;2844;Corynorhinus rafinesquii
1318;2855;Potamogale velox
1319;2862;Praomys rostratus
1320;2871;Promops centralis
1321;2873;Presbytis rubicunda
1322;2877;Prionailurus bengalensis
1323;2878;Priodontes maximus
1324;2880;Prionailurus rubiginosus
1325;2884;Procolobus verus
1326;2887;Piliocolobus oustaleti
1327;2890;Trinomys iheringi
1328;2891;Piliocolobus tholloni
1329;2895;Proechimys brevicauda
1330;2897;Proechimys guyannensis
1331;2900;Proechimys cuvieri
1332;2901;Proechimys longicaudatus
1333;2904;Proechimys roberti
1334;2907;Proechimys goeldii
1335;2915;Caracal aurata
1336;2916;Promops nasutus
1337;2925;Proteles cristata
1338;2948;Pteropus alecto
1339;2949;Pteronotus davyi
1340;2950;Pteronotus gymnonotus
1341;2957;Pteromyscus pulverulentus
1342;2959;Pteronura brasiliensis
1343;2960;Rhinolophus pusillus
1344;2962;Rhinolophus coelophyllus
1345;2971;Pteropus macrotis
1346;2976;Pteropus neohibernicus
1347;2985;Pteropus scapulatus
1348;2999;Puma concolor
1349;3001;Pygoderma bilabiatum
1350;3003;Rhinolophus ferrumequinum
1351;3004;Rhinolophus hipposideros
1352;3008;Raphicerus sharpei
1353;3009;Raphicerus campestris
1354;3012;Rattus norvegicus
1355;3029;Ratufa bicolor
1356;3032;Redunca arundinum
1357;3033;Redunca fulvorufula
1358;3034;Redunca redunca
1359;3049;Rhabdomys pumilio
1360;3051;Rheithrosciurus macrotis
1361;3055;Rhinolophus blasii
1362;3057;Rhinolophus euryale
1363;3058;Speothos venaticus
1364;3060;Spermophilus citellus
1365;3061;Rhinolophus mehelyi
1366;3062;Rhinolophus acuminatus
1367;3064;Rhinolophus affinis
1368;3066;Rhinolophus alcyone
1369;3068;Rhinolophus bocharicus
1370;3072;Rhinolophus clivosus
1371;3073;Rhinolophus darlingi
1372;3075;Rhinolophus euryotis
1373;3076;Rhinolophus denti
1374;3077;Rhinolophus eloquens
1375;3079;Rhinolophus hildebrandtii
1376;3080;Rhinolophus malayanus
1377;3082;Rhinolophus fumigatus
1378;3083;Rhinolophus luctus
1379;3084;Rhinolophus marshalli
1380;3085;Rhinolophus megaphyllus
1381;3086;Rhinolophus landeri
1382;3087;Rhinolophus lepidus
1383;3091;Rhinolophus paradoxolophus
1384;3092;Rhinolophus pearsonii
1385;3095;Rhinolophus rouxii
1386;3097;Rhinolophus shameli
1387;3100;Rhinolophus sedulus
1388;3101;Rhinolophus simulator
1389;3102;Rhinolophus trifoliatus
1390;3103;Rhinolophus stheno
1391;3107;Rhinolophus swinnyi
1392;3108;Rhinolophus thomasi
1393;3112;Rhinopoma hardwickii
1394;3114;Rhinolophus yunanensis
1395;3116;Rhinonicteris aurantia
1396;3118;Rhinophylla fischerae
1397;3119;Rhinophylla pumilio
1398;3123;Rhinopoma microphyllum
1399;3124;Rhinopoma muscatellum
1400;3133;Rhogeessa minutilla
1401;3135;Rhogeessa parvula
1402;3136;Rhogeessa tumida
1403;3139;Rhynchocyon cirnei
1404;3143;Rhynchonycteris naso
1405;3153;Saccolaimus saccolaimus
1406;3154;Saccopteryx canescens
1407;3155;Rousettus leschenaultii
1408;3159;Saccolaimus flaviventris
1409;3161;Saccolaimus peli
1410;3162;Saccopteryx bilineata
1411;3163;Saccopteryx gymnura
1412;3164;Saccopteryx leptura
1413;3168;Saiga tatarica
1414;3170;Salpingotus crassicauda
1415;3174;Spermophilus major
1416;3175;Sphaeronycteris toxophyllum
1417;3176;Sciurus variegatoides
1418;3178;Scleronycteris ega
1419;3179;Sciurillus pusillus
1420;3181;Sciurus aestuans
1421;3184;Sciurus aureogaster
1422;3187;Sciurus gilvigularis
1423;3189;Sciurus ignitus
1424;3196;Scotoecus albofuscus
1425;3197;Scotoecus hirundo
1426;3199;Scotomanes ornatus
1427;3201;Scotonycteris zenkeri
1428;3203;Scotophilus dinganii
1429;3204;Scotophilus heathii
1430;3205;Scotophilus kuhlii
1431;3206;Sigmodon fulviventer
1432;3207;Scotophilus nux
1433;3210;Scotophilus leucogaster
1434;3211;Scotophilus nigrita
1435;3212;Scotophilus robustus
1436;3213;Scotophilus viridis
1437;3222;Sicista subtilis
1438;3223;Sicista tianshanica
1439;3226;Sigmodon arizonae
1440;3263;Spilocuscus maculatus
1441;3267;Otospermophilus beecheyi
1442;3268;Spermophilus fulvus
1443;3270;Ictidomys mexicanus
1444;3271;Urocitellus parryii
1445;3273;Spermophilus pygmaeus
1446;3275;Spermophilus suslicus
1447;3276;Xerospermophilus tereticaudus
1448;3277;Urocitellus undulatus
1449;3279;Otospermophilus variegatus
1450;3280;Spermophilus xanthoprymnus
1451;3281;Sundasciurus lowii
1452;3282;Sphaerias blanfordi
1453;3283;Coendou mexicanus
1454;3284;Coendou spinosus
1455;3291;Steatomys caurinus
1456;3293;Steatomys parvus
1457;3303;Tupaia glis
1458;3306;Sturnira lilium
1459;3307;Stochomys longicaudatus
1460;3311;Sturnira luisi
1461;3312;Sturnira magna
1462;3314;Sturnira bidens
1463;3315;Sturnira bogotensis
1464;3316;Sturnira erythromos
1465;3318;Sturnira tildae
1466;3319;Stylodipus andrewsi
1467;3321;Stylodipus telum
1468;3334;Sundasciurus tenuis
1469;3342;Syconycteris australis
1470;3343;Sylvicapra grimmia
1471;3344;Sylvisorex ollula
1472;3347;Syncerus caffer
1473;3349;Tachyoryctes splendens
1474;3351;Tadarida aegyptiaca
1475;3356;Tadarida ventralis
1476;3359;Tamandua mexicana
1477;3361;Tamiops macclellandii
1478;3363;Tamandua tetradactyla
1479;3365;Tamiops maritimus
1480;3373;Taphozous georgianus
1481;3374;Tamiops rodolphii
1482;3375;Tamiops swinhoei
1483;3377;Taphozous hilli
1484;3379;Taphozous longimanus
1485;3382;Taphozous mauritianus
1486;3383;Taphozous melanopogon
1487;3384;Taphozous theobaldi
1488;3385;Taphozous nudiventris
1489;3386;Taphozous perforatus
1490;3387;Taphozous troughtoni
1491;3393;Tapirus terrestris
1492;3394;Gerbilliscus kempi
1493;3395;Gerbilliscus nigricaudus
1494;3396;Tarsius bancanus
1495;3400;Gerbilliscus validus
1496;3408;Gerbilliscus guineae
1497;3411;Tatera indica
1498;3412;Taterillus congicus
1499;3417;Taterillus pygargus
1500;3418;Tetracerus quadricornis
1501;3420;Thalpomys cerradensis
1502;3421;Thalpomys lasiotis
1503;3443;Thrichomys apereoides
1504;3444;Thryonomys gregorianus
1505;3449;Tolypeutes matacus
1506;3450;Thyroptera discifera
1507;3451;Tolypeutes tricinctus
1508;3453;Thyroptera tricolor
1509;3454;Tonatia bidens
1510;3456;Trachops cirrhosus
1511;3459;Lophostoma schulzi
1512;3461;Trachypithecus phayrei
1513;3462;Trachypithecus cristatus
1514;3466;Tragelaphus strepsiceros
1515;3470;Triaenops persicus
1516;3471;Trichechus inunguis
1517;3474;Typhlomys cinereus
1518;3475;Trichys fasciculata
1519;3477;Trogopterus xanthipes
1520;3480;Tupaia longipes
1521;3481;Uroderma bilobatum
1522;3486;Tylomys nudicaudus
1523;3490;Tylonycteris pachypus
1524;3491;Tylonycteris robustula
1525;3492;Marmosa robinsoni
1526;3494;Panthera uncia
1527;3495;Uranomys ruddi
1528;3496;Urocyon cinereoargenteus
1529;3497;Uroderma magnirostrum
1530;3499;Uromys caudimaculatus
1531;3501;Marmosops noctivagus
1532;3503;Metachirus nudicaudatus
1533;3504;Marmosa demerarae
1534;3508;Vampyressa melissa
1535;3510;Ursus maritimus
1536;3511;Vampyressa pusilla
1537;3512;Vampyrum spectrum
1538;3515;Vernaya fulva
1539;3516;Vespertilio murinus
1540;3518;Vampyriscus bidens
1541;3519;Vampyriscus brocki
1542;3521;Vandeleuria oleracea
1543;3524;Vicugna vicugna
1544;3525;Vespertilio sinensis
1545;3530;Vulpes bengalensis
1546;3531;Vulpes cana
1547;3532;Vulpes corsac
1548;3533;Vulpes pallida
1549;3534;Vulpes velox
1550;3535;Vulpes chama
1551;3536;Vulpes ferrilata
1552;3537;Vulpes vulpes
1553;3538;Xenuromys barbatus
1554;3540;Miniopterus gleni
1555;3541;Mazama americana
1556;3542;Mazama gouazoubira
1557;3543;Wiedomys pyrrhorhinos
1558;3548;Zaedyus pichiy
1559;3553;Zygodontomys brevicauda
1560;3556;Zyzomys argurus
1561;3559;Atelerix algirus
1562;3563;Oligoryzomys stramineus
1563;3565;Proechimys gardneri
1564;3568;Crocidura suaveolens
1565;3573;Lasiurus atratus
1566;3577;Sorex alpinus
1567;3578;Sorex caecutiens
1568;3581;Sorex volnuchini
1569;3582;Suncus etruscus
1570;3584;Meles meles
1571;3587;Mustela erminea
1572;3588;Martes foina
1573;3589;Mustela eversmanii
1574;3590;Ovibos moschatus
1575;3591;Rousettus aegyptiacus
1576;3592;Damaliscus pygargus
1577;3593;Rangifer tarandus
1578;3595;Alouatta guariba
1579;3597;Lagothrix cana
1580;3598;Ornithorhynchus anatinus
1581;3599;Didelphis albiventris
1582;3600;Didelphis aurita
1583;3601;Didelphis marsupialis
1584;3602;Anathana ellioti
1585;3605;Sminthopsis hirtipes
1586;3606;Ovis dalli
1587;3607;Rupicapra rupicapra
1588;3608;Nycticebus coucang
1589;3609;Lonchorhina inusitata
1590;3611;Semnopithecus entellus
1591;3616;Myotis gomantongensis
1592;3617;Semnopithecus schistaceus
1593;3620;Glaucomys sabrinus
1594;3621;Nycticebus menagensis
1595;3622;Sminthopsis longicaudata
1596;3624;Sminthopsis macroura
1597;3626;Nycticebus bengalensis
1598;3627;Sminthopsis murina
1599;3632;Sminthopsis ooldea
1600;3636;Semnopithecus dussumieri
1601;3643;Isoodon macrourus
1602;3653;Lagothrix poeppigii
1603;3658;Callicebus nigrifrons
1604;3659;Alouatta palliata
1605;3661;Saguinus fuscicollis
1606;3665;Alouatta belzebul
1607;3667;Sapajus apella
1608;3678;Micronycteris brosseti
1609;3685;Miniopterus manavi
1610;3686;Didelphis virginiana
1611;3687;Lutreolina crassicaudata
1612;3688;Marmosa mexicana
1613;3689;Marmosa murina
1614;3690;Marmosa rubra
1615;3691;Marmosa regina
1616;3692;Monodelphis brevicaudata
1617;3693;Antechinus flavipes
1618;3694;Paraechinus aethiopicus
1619;3695;Monodelphis domestica
1620;3696;Philander andersoni
1621;3697;Philander opossum
1622;3699;Thylamys velutinus
1623;3702;Dasykaluta rosamondae
1624;3703;Ningaui ridei
1625;3706;Planigale gilesi
1626;3707;Planigale ingrami
1627;3708;Planigale maculata
1628;3709;Sminthopsis dolichura
1629;3710;Planigale tenuirostris
1630;3711;Pseudantechinus macdonnellensis
1631;3713;Pseudantechinus woolleyae
1632;3715;Sminthopsis crassicaudata
1633;3716;Sminthopsis youngsoni
1634;3717;Aepyprymnus rufescens
1635;3718;Abrocoma cinerea
1636;3720;Vombatus ursinus
1637;3722;Macropus agilis
1638;3723;Macropus antilopinus
1639;3724;Macropus dorsalis
1640;3725;Macropus fuliginosus
1641;3727;Galagoides thomasi
1642;3728;Macropus robustus
1643;3729;Macropus rufogriseus
1644;3730;Macropus parryi
1645;3731;Macropus rufus
1646;3732;Onychogalea unguifera
1647;3738;Cercartetus nanus
1648;3740;Petauroides volans
1649;3742;Pseudocheirus peregrinus
1650;3746;Acrobates pygmaeus
1651;3747;Trichosurus vulpecula
1652;3750;Elephantulus myurus
1653;3751;Elephantulus rozeti
1654;3753;Oreamnos americanus
1655;3760;Setifer setosus
1656;3761;Tenrec ecaudatus
1657;3763;Echinosorex gymnura
1658;3765;Paraechinus micropus
1659;3770;Crocidura attenuata
1660;3771;Crocidura batesi
1661;3774;Crocidura denti
1662;3778;Pseudochirulus canescens
1663;3783;Alouatta macconnelli
1664;3785;Papio anubis
1665;3786;Galagoides demidoff
1666;3787;Galagoides granti
1667;3789;Lepus capensis
1668;3796;Equus quagga
1669;3797;Lepus comus
1670;3802;Lepus europaeus
1671;3805;Ochotona alpina
1672;3806;Ochotona cansus
1673;3808;Ochotona collaris
1674;3809;Ochotona curzoniae
1675;3810;Ochotona dauurica
1676;3811;Ochotona erythrotis
1677;3812;Ochotona gloveri
1678;3813;Ochotona ladacensis
1679;3814;Ochotona macrotis
1680;3815;Ochotona princeps
1681;3816;Ochotona roylei
1682;3817;Ochotona rufescens
1683;3819;Ochotona thibetana
1684;3821;Lepus americanus
1685;3822;Lepus arcticus
1686;3824;Lepus californicus
1687;3825;Sylvilagus nuttallii
1688;3826;Lepus nigricollis
1689;3828;Lepus mandshuricus
1690;3829;Lepus oiostolus
1691;3830;Lepus peguensis
1692;3831;Lepus saxatilis
1693;3832;Lepus sinensis
1694;3835;Tachyglossus aculeatus
1695;3837;Pronolagus randensis
1696;3838;Lepus townsendii
1697;3839;Lepus habessinicus
1698;3840;Oryctolagus cuniculus
1699;3842;Pronolagus rupestris
1700;3843;Sylvilagus aquaticus
1701;3844;Sylvilagus audubonii
1702;3845;Sylvilagus brasiliensis
1703;3846;Sylvilagus floridanus
1704;3849;Sylvilagus bachmani
1705;3850;Sylvilagus palustris
1706;3852;Lepus granatensis
1707;3853;Lepus tibetanus
1708;3854;Lepus tolai
1709;3856;Crocidura gmelini
1710;3859;Crocidura monticola
1711;3863;Crocidura lamottei
1712;3873;Crocidura turba
1713;3876;Tupaia minor
1714;3884;Sorex asper
1715;3885;Tupaia tana
1716;3889;Sorex mirabilis
1717;3891;Sorex bedfordiae
1718;3893;Sorex camtschatica
1719;3896;Sorex fumeus
1720;3905;Episoriculus caudatus
1721;3909;Suncus lixus
1722;3910;Suncus madagascariensis
1723;3911;Suncus murinus
1724;3913;Scutisorex somereni
1725;3914;Suncus stoliczkanus
1726;3915;Suncus varilla
1727;3917;Sylvisorex johnstoni
1728;3919;Suncus megalura
1729;3921;Nectogale elegans
1730;3926;Mogera insularis
1731;3928;Mogera robusta
1732;3931;Parascaptor leucura
1733;3932;Scaptonyx fusicaudus
1734;3933;Talpa altaica
1735;3936;Talpa europaea
1736;3937;Talpa levantis
1737;3938;Talpa occidentalis
1738;3942;Uropsilus gracilis
1739;3944;Galeopterus variegatus
1740;3947;Tupaia belangeri
1741;3948;Tupaia dorsalis
1742;3952;Tupaia splendidula
1743;3953;Ochotona turuchanensis
1744;3954;Orycteropus afer
1745;3958;Antechinus swainsonii
1746;3960;Herpestes ichneumon
1747;3961;Herpestes naso
1748;3962;Herpestes semitorquatus
1749;3967;Callithrix jacchus
1750;3968;Melogale moschata
1751;3971;Macropus giganteus
1752;3972;Saimiri sciureus
1753;3974;Mellivora capensis
1754;3975;Conepatus chinga
1755;3976;Conepatus humboldtii
1756;3977;Conepatus leuconotus
1757;3978;Conepatus semistriatus
1758;3979;Mephitis macroura
1759;3980;Mephitis mephitis
1760;3981;Spilogale putorius
1761;3983;Galictis cuja
1762;3984;Galictis vittata
1763;3989;Callithrix penicillata
1764;3994;Aotus azarae
1765;3996;Saguinus mystax
1766;3997;Saguinus midas
1767;3998;Cormura brevirostris
1768;4002;Rhinolophus sinicus
1769;4003;Tonatia saurophila
1770;4004;Eptesicus gobiensis
1771;4005;Lasiurus xanthinus
1772;4006;Nycticeinops schlieffeni
1773;4009;Eira barbara
1774;4011;Pusa hispida
1775;4013;Martes flavigula
1776;4014;Cebuella pygmaea
1777;4015;Saimiri boliviensis
1778;4016;Bassariscus astutus
1779;4017;Saimiri ustus
