MSW3_ID,genus,species,binomial,MSWFamilyLatin,Diet_Inv,Diet_Vend,Diet_Vect,Diet_Vfish,Diet_Vunk,Diet_Scav,Diet_Fruit,Diet_Nect,Diet_Seed,Diet_PlantO,Diet_Source,Diet_Certainty,ForStrat_Value,ForStrat_Certainty,BodyMass_Value,Activity_Nocturnal,Activity_Crepuscular,Activity_Diurnal,Activity_Source,Activity_Certainty,,BodyMass_Source,BodyMass_SpecLevel
2351,Spalax,golani,Spalax_golani,Spalacidae,0,0,0,0,0,0,0,0,20,80,Ref_2,D1,G,A,295.05,1,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2352,Tachyoryctes,ibeanus,Tachyoryctes_ibeanus,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2353,Tachyoryctes,storeyi,Tachyoryctes_storeyi,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2354,Tachyoryctes,splendens,Tachyoryctes_splendens,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,212.25,1,0,0,Ref_1,ABC,,Ref_117,1
2355,Tachyoryctes,spalacinus,Tachyoryctes_spalacinus,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2356,Tachyoryctes,ruddi,Tachyoryctes_ruddi,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2357,Tachyoryctes,ruandae,Tachyoryctes_ruandae,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2358,Tachyoryctes,rex,Tachyoryctes_rex,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2359,Tachyoryctes,macrocephalus,Tachyoryctes_macrocephalus,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,596.99,1,0,0,Ref_1,ABC,,Ref_117,1
2360,Tachyoryctes,daemon,Tachyoryctes_daemon,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2361,Tachyoryctes,audax,Tachyoryctes_audax,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,235,1,0,0,Ref_1,ABC,,Ref_117,1
2362,Tachyoryctes,annectens,Tachyoryctes_annectens,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2363,Tachyoryctes,ankoliae,Tachyoryctes_ankoliae,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2364,Tachyoryctes,naivashae,Tachyoryctes_naivashae,Spalacidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,309.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2365,Calomyscus,grandis,Calomyscus_grandis,Calomyscidae,20,0,0,0,0,0,0,0,60,20,Ref_2,D1,G,A,18.62,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
2366,Calomyscus,tsolovi,Calomyscus_tsolovi,Calomyscidae,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,21.43,1,0,0,Ref_1,ABC,,Ref_178,2
2367,Calomyscus,urartensis,Calomyscus_urartensis,Calomyscidae,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,21.22,1,0,0,Ref_1,ABC,,Ref_178,2
2368,Calomyscus,hotsoni,Calomyscus_hotsoni,Calomyscidae,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,21.42,1,0,0,Ref_1,ABC,,Ref_178,2
2369,Calomyscus,baluchi,Calomyscus_baluchi,Calomyscidae,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,21.39,1,0,0,Ref_1,ABC,,Ref_178,2
2370,Calomyscus,bailwardi,Calomyscus_bailwardi,Calomyscidae,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,20.4,1,0,0,Ref_1,ABC,,Ref_117,1
2371,Calomyscus,mystax,Calomyscus_mystax,Calomyscidae,10,0,0,0,0,0,0,0,70,20,Ref_1,ABC,G,A,17,1,0,0,Ref_1,ABC,,Ref_117,1
2372,Calomyscus,elburzensis,Calomyscus_elburzensis,Calomyscidae,20,0,0,0,0,0,0,0,60,20,Ref_2,D1,G,A,18.62,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
2373,Anomalurus,beecrofti,Anomalurus_beecrofti,Anomaluridae,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,389,1,0,0,Ref_1,ABC,,Ref_117,1
2374,Anomalurus,derbianus,Anomalurus_derbianus,Anomaluridae,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,649.99,1,0,0,Ref_1,ABC,,Ref_117,1
2375,Anomalurus,pelii,Anomalurus_pelii,Anomaluridae,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,1769.99,1,0,0,Ref_1,ABC,,Ref_117,1
2376,Anomalurus,pusillus,Anomalurus_pusillus,Anomaluridae,10,0,0,0,0,0,40,10,0,40,Ref_1,ABC,Ar,A,250,1,0,0,Ref_1,ABC,,Ref_117,1
2377,Idiurus,macrotis,Idiurus_macrotis,Anomaluridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,30,1,0,0,Ref_1,ABC,,Ref_117,1
2378,Idiurus,zenkeri,Idiurus_zenkeri,Anomaluridae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,100,1,0,0,Ref_1,ABC,,Ref_117,1
2379,Zenkerella,insignis,Zenkerella_insignis,Anomaluridae,0,0,0,0,100,0,0,0,0,0,Ref_1,ABC,Ar,A,200,0,0,1,Ref_1,ABC,,Ref_117,1
2380,Pedetes,capensis,Pedetes_capensis,Pedetidae,0,0,0,0,0,0,0,0,10,90,Ref_1,ABC,G,A,3155,1,0,0,Ref_1,ABC,,Ref_117,1
2381,Pedetes,surdaster,Pedetes_surdaster,Pedetidae,0,0,0,0,0,0,0,0,10,90,Ref_2,D1,G,A,3155,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
2382,Ctenodactylus,vali,Ctenodactylus_vali,Ctenodactylidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,175,0,0,1,Ref_1,ABC,,Ref_117,1
2383,Ctenodactylus,gundi,Ctenodactylus_gundi,Ctenodactylidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,289,0,0,1,Ref_1,ABC,,Ref_117,1
2384,Felovia,vae,Felovia_vae,Ctenodactylidae,0,0,0,0,0,0,0,0,0,100,Ref_3,D2,G,A,205,0,0,1,Ref_1,ABC,,Ref_117,1
2385,Massoutiera,mzabi,Massoutiera_mzabi,Ctenodactylidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,194,0,0,1,Ref_1,ABC,,Ref_117,1
2386,Pectinator,spekei,Pectinator_spekei,Ctenodactylidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,160,0,0,1,Ref_1,ABC,,Ref_117,1
2387,Bathyergus,janetta,Bathyergus_janetta,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,332,1,1,0,Ref_3,D2,,Ref_117,1
2388,Bathyergus,suillus,Bathyergus_suillus,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,625,1,1,0,Ref_3,D2,,Ref_117,1
2389,Cryptomys,hottentotus,Cryptomys_hottentotus,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,101.95,1,1,1,Ref_1,ABC,,Ref_117,1
2390,Cryptomys,zechi,Cryptomys_zechi,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,223.06,1,1,1,Ref_1,ABC,,Ref_117,1
2391,Cryptomys,ochraceocinereus,Cryptomys_ochraceocinereus,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,200,1,1,1,Ref_1,ABC,,Ref_117,1
2392,Cryptomys,mechowi,Cryptomys_mechowi,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,272,1,1,1,Ref_1,ABC,,Ref_117,1
2393,Cryptomys,kafuensis,Cryptomys_kafuensis,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,125.41,1,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2394,Cryptomys,darlingi,Cryptomys_darlingi,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,65.58,1,1,1,Ref_1,ABC,,Ref_58,1
2395,Cryptomys,damarensis,Cryptomys_damarensis,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,153.25,1,1,1,Ref_1,ABC,,Ref_117,1
2396,Cryptomys,bocagei,Cryptomys_bocagei,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,94,1,1,1,Ref_1,ABC,,Ref_117,1
2397,Cryptomys,foxi,Cryptomys_foxi,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,183.14,1,1,1,Ref_1,ABC,,Ref_178,2
2398,Cryptomys,amatus,Cryptomys_amatus,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,76.74,1,1,1,Ref_2,D1,,Ref_58,1
2399,Cryptomys,anselli,Cryptomys_anselli,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,85.59,1,1,1,Ref_2,D1,,Ref_58,1
2400,Georychus,capensis,Georychus_capensis,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,232.67,0,0,1,Ref_1,ABC,,Ref_117,1
2401,Heliophobius,argenteocinereus,Heliophobius_argenteocinereus,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,181,0,0,1,Ref_1,ABC,,Ref_117,1
2402,Heterocephalus,glaber,Heterocephalus_glaber,Bathyergidae,0,0,0,0,0,0,0,0,0,100,Ref_1,ABC,G,A,55,1,1,1,Ref_1,ABC,,Ref_117,1
2403,Atherurus,macrourus,Atherurus_macrourus,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,2000,1,0,0,Ref_1,ABC,,Ref_117,1
2404,Atherurus,africanus,Atherurus_africanus,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,1934,1,0,0,Ref_1,ABC,,Ref_117,1
2405,Hystrix,africaeaustralis,Hystrix_africaeaustralis,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,14936.02,1,0,0,Ref_1,ABC,,Ref_117,1
2406,Hystrix,cristata,Hystrix_cristata,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,16250,1,0,0,Ref_1,ABC,,Ref_117,1
2407,Hystrix,indica,Hystrix_indica,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,12435.83,1,0,0,Ref_1,ABC,,Ref_117,1
2408,Hystrix,brachyura,Hystrix_brachyura,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,8450,1,0,0,Ref_1,ABC,,Ref_117,1
2409,Hystrix,javanica,Hystrix_javanica,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,23014.42,1,0,0,Ref_1,ABC,,Ref_117,1
2410,Hystrix,pumila,Hystrix_pumila,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,2740,1,0,0,Ref_1,ABC,,Ref_117,1
2411,Hystrix,crassispinis,Hystrix_crassispinis,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,5445.03,1,0,0,Ref_1,ABC,,Ref_117,1
2412,Hystrix,sumatrae,Hystrix_sumatrae,Hystricidae,0,0,0,0,0,0,20,0,0,80,Ref_1,ABC,G,A,3260,1,0,0,Ref_1,ABC,,Ref_117,1
2413,Trichys,fasciculata,Trichys_fasciculata,Hystricidae,0,0,0,0,0,0,30,0,0,70,Ref_1,ABC,S,A,1655,1,0,0,Ref_1,ABC,,Ref_117,1
2414,Petromus,typicus,Petromus_typicus,Petromuridae,0,0,0,0,0,0,30,0,30,40,Ref_1,ABC,G,A,224,0,1,1,Ref_1,ABC,,Ref_117,1
2415,Ctenomys,juris,Ctenomys_juris,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2416,Ctenomys,fodax,Ctenomys_fodax,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2417,Ctenomys,frater,Ctenomys_frater,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,172.9,0,1,1,Ref_1,ABC,,Ref_117,1
2418,Ctenomys,fulvus,Ctenomys_fulvus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,262,0,1,1,Ref_1,ABC,,Ref_117,1
2419,Ctenomys,leucodon,Ctenomys_leucodon,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,243.6,0,1,1,Ref_1,ABC,,Ref_117,1
2420,Ctenomys,goodfellowi,Ctenomys_goodfellowi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2421,Ctenomys,johannis,Ctenomys_johannis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2422,Ctenomys,boliviensis,Ctenomys_boliviensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,535,0,1,1,Ref_1,ABC,,Ref_117,1
2423,Ctenomys,knighti,Ctenomys_knighti,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,316,0,1,1,Ref_1,ABC,,Ref_117,1
2424,Ctenomys,lami,Ctenomys_lami,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2425,Ctenomys,latro,Ctenomys_latro,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,192,0,1,1,Ref_1,ABC,,Ref_117,1
2426,Ctenomys,fochi,Ctenomys_fochi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2427,Ctenomys,haigi,Ctenomys_haigi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,164,0,1,1,Ref_1,ABC,,Ref_117,1
2428,Ctenomys,flamarioni,Ctenomys_flamarioni,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2429,Ctenomys,famosus,Ctenomys_famosus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2430,Ctenomys,emilianus,Ctenomys_emilianus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,285.3,0,1,1,Ref_1,ABC,,Ref_117,1
2431,Ctenomys,dorsalis,Ctenomys_dorsalis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,165.6,0,1,1,Ref_1,ABC,,Ref_117,1
2432,Ctenomys,dorbignyi,Ctenomys_dorbignyi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2433,Ctenomys,coyhaiquensis,Ctenomys_coyhaiquensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2434,Ctenomys,conoveri,Ctenomys_conoveri,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,860,0,1,1,Ref_2,D1,,Ref_117,1
2435,Ctenomys,coludo,Ctenomys_coludo,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2436,Ctenomys,lewisi,Ctenomys_lewisi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,117.2,0,1,1,Ref_1,ABC,,Ref_117,1
2437,Ctenomys,bonettoi,Ctenomys_bonettoi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,202.3,0,1,1,Ref_1,ABC,,Ref_117,1
2438,Ctenomys,pundti,Ctenomys_pundti,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2439,Ctenomys,bergi,Ctenomys_bergi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2440,Ctenomys,azarae,Ctenomys_azarae,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,400,0,1,1,Ref_1,ABC,,Ref_117,1
2441,Ctenomys,australis,Ctenomys_australis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,361.5,0,1,1,Ref_1,ABC,,Ref_117,1
2442,Ctenomys,budini,Ctenomys_budini,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2443,Ctenomys,scagliai,Ctenomys_scagliai,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2444,Ctenomys,argentinus,Ctenomys_argentinus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,221.3,0,1,1,Ref_1,ABC,,Ref_117,1
2445,Ctenomys,brasiliensis,Ctenomys_brasiliensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,400,0,1,1,Ref_1,ABC,,Ref_117,1
2446,Ctenomys,yolandae,Ctenomys_yolandae,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2447,Ctenomys,viperinus,Ctenomys_viperinus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2448,Ctenomys,validus,Ctenomys_validus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,232.6,0,1,1,Ref_1,ABC,,Ref_117,1
2449,Ctenomys,tulduco,Ctenomys_tulduco,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2450,Ctenomys,tucumanus,Ctenomys_tucumanus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,217,0,1,1,Ref_1,ABC,,Ref_117,1
2451,Ctenomys,tuconax,Ctenomys_tuconax,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,249,0,1,1,Ref_1,ABC,,Ref_117,1
2452,Ctenomys,torquatus,Ctenomys_torquatus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,209.5,0,1,1,Ref_1,ABC,,Ref_117,1
2453,Ctenomys,talarum,Ctenomys_talarum,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,132.33,0,1,1,Ref_1,ABC,,Ref_117,1
2454,Ctenomys,sylvanus,Ctenomys_sylvanus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2455,Ctenomys,steinbachi,Ctenomys_steinbachi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,385,0,1,1,Ref_1,ABC,,Ref_117,1
2456,Ctenomys,pontifex,Ctenomys_pontifex,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,400,0,1,1,Ref_1,ABC,,Ref_117,1
2457,Ctenomys,sericeus,Ctenomys_sericeus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,400,0,1,1,Ref_1,ABC,,Ref_117,1
2458,Ctenomys,mendocinus,Ctenomys_mendocinus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,163.05,0,1,1,Ref_1,ABC,,Ref_117,1
2459,Ctenomys,saltarius,Ctenomys_saltarius,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,230,0,1,1,Ref_1,ABC,,Ref_117,1
2460,Ctenomys,roigi,Ctenomys_roigi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2461,Ctenomys,rionegrensis,Ctenomys_rionegrensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_1,ABC,,"Ref_2, Ref_3",0
2462,Ctenomys,porteousi,Ctenomys_porteousi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,192.4,0,1,1,Ref_1,ABC,,Ref_117,1
2463,Ctenomys,pilarensis,Ctenomys_pilarensis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2464,Ctenomys,peruanus,Ctenomys_peruanus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,490,0,1,1,Ref_1,ABC,,Ref_117,1
2465,Ctenomys,perrensi,Ctenomys_perrensi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,400,0,1,1,Ref_1,ABC,,Ref_58,1
2466,Ctenomys,pearsoni,Ctenomys_pearsoni,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,212,0,1,1,Ref_1,ABC,,Ref_117,1
2467,Ctenomys,osvaldoreigi,Ctenomys_osvaldoreigi,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,259.74,0,1,1,Ref_2,D1,,"Ref_2, Ref_3",0
2468,Ctenomys,opimus,Ctenomys_opimus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,361.5,0,1,1,Ref_1,ABC,,Ref_117,1
2469,Ctenomys,occultus,Ctenomys_occultus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,150,0,1,1,Ref_1,ABC,,Ref_117,1
2470,Ctenomys,minutus,Ctenomys_minutus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,92,0,1,1,Ref_1,ABC,,Ref_117,1
2471,Ctenomys,sociabilis,Ctenomys_sociabilis,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,400,0,1,1,Ref_1,ABC,,Ref_117,1
2472,Ctenomys,colburni,Ctenomys_colburni,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,400,0,1,1,Ref_1,ABC,,Ref_117,1
2473,Ctenomys,magellanicus,Ctenomys_magellanicus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,272,0,1,1,Ref_1,ABC,,Ref_117,1
2474,Ctenomys,maulinus,Ctenomys_maulinus,Ctenomyidae,0,0,0,0,0,0,0,0,0,100,Ref_2,D1,G,A,215,0,1,1,Ref_1,ABC,,Ref_117,1
2475,Phyllomys,medius,Phyllomys_medius,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,298.33,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
2476,Phyllomys,mantiqueirensis,Phyllomys_mantiqueirensis,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,298.33,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
2477,Phyllomys,lundi,Phyllomys_lundi,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,298.33,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
2478,Phyllomys,unicolor,Phyllomys_unicolor,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,439,1,0,0,Ref_1,ABC,,Ref_58,1
2479,Phyllomys,nigrispinus,Phyllomys_nigrispinus,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,224.3,1,0,0,Ref_1,ABC,,Ref_58,1
2480,Phyllomys,thomasi,Phyllomys_thomasi,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,502.14,1,0,0,Ref_1,ABC,,Ref_58,1
2481,Phyllomys,blainvillii,Phyllomys_blainvillii,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,243.3,1,0,0,Ref_1,ABC,,Ref_58,1
2482,Phyllomys,brasiliensis,Phyllomys_brasiliensis,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,312.49,1,0,0,Ref_1,ABC,,Ref_58,1
2483,Phyllomys,dasythrix,Phyllomys_dasythrix,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,260,1,0,0,Ref_1,ABC,,Ref_58,1
2484,Phyllomys,kerri,Phyllomys_kerri,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,298.33,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
2485,Phyllomys,lamarum,Phyllomys_lamarum,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,215.19,1,0,0,Ref_1,ABC,,Ref_58,1
2486,Phyllomys,pattoni,Phyllomys_pattoni,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,298.33,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
2487,Phyllomys,sulinus,Phyllomys_sulinus,Echimyidae,0,0,0,0,0,0,60,0,0,40,Ref_2,D1,G,A,298.33,1,0,0,Ref_2,D1,,,
2488,Callistomys,pictus,Callistomys_pictus,Echimyidae,0,0,0,0,0,0,80,0,0,20,Ref_1,ABC,G,A,518.99,1,0,0,Ref_1,ABC,,Ref_58,1
2489,Diplomys,rufodorsalis,Diplomys_rufodorsalis,Echimyidae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,S,A,144.8,1,0,0,Ref_1,ABC,,Ref_117,1
