MSW3_ID,genus,species,binomial,MSWFamilyLatin,Diet_Inv,Diet_Vend,Diet_Vect,Diet_Vfish,Diet_Vunk,Diet_Scav,Diet_Fruit,Diet_Nect,Diet_Seed,Diet_PlantO,Diet_Source,Diet_Certainty,ForStrat_Value,ForStrat_Certainty,BodyMass_Value,Activity_Nocturnal,Activity_Crepuscular,Activity_Diurnal,Activity_Source,Activity_Certainty,,BodyMass_Source,BodyMass_SpecLevel
758,Dipodomys,venustus,Dipodomys_venustus,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,72,1,0,0,Ref_1,ABC,,Ref_117,1
759,Dipodomys,spectabilis,Dipodomys_spectabilis,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,135.88,1,0,0,Ref_1,ABC,,Ref_117,1
760,Dipodomys,microps,Dipodomys_microps,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,54.6,1,0,0,Ref_1,ABC,,Ref_117,1
761,Dipodomys,merriami,Dipodomys_merriami,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,42,1,0,0,Ref_1,ABC,,Ref_117,1
762,Dipodomys,heermanni,Dipodomys_heermanni,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,72,1,0,0,Ref_1,ABC,,Ref_117,1
763,Dipodomys,elator,Dipodomys_elator,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,77.5,1,0,0,Ref_1,ABC,,Ref_117,1
764,Dipodomys,deserti,Dipodomys_deserti,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,104.5,1,0,0,Ref_1,ABC,,Ref_117,1
765,Dipodomys,compactus,Dipodomys_compactus,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,49.25,1,0,0,Ref_1,ABC,,Ref_117,1
766,Dipodomys,californicus,Dipodomys_californicus,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,84.96,1,0,0,Ref_1,ABC,,Ref_117,1
767,Dipodomys,agilis,Dipodomys_agilis,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,57.85,1,0,0,Ref_1,ABC,,Ref_117,1
768,Dipodomys,ingens,Dipodomys_ingens,Heteromyidae,20,0,0,0,0,0,20,0,30,30,Ref_1,ABC,G,A,133.85,1,0,0,Ref_1,ABC,,Ref_117,1
769,Microdipodops,megacephalus,Microdipodops_megacephalus,Heteromyidae,20,0,0,0,0,0,0,0,80,0,Ref_1,ABC,G,A,10.45,1,0,0,Ref_1,ABC,,Ref_117,1
770,Microdipodops,pallidus,Microdipodops_pallidus,Heteromyidae,20,0,0,0,0,0,0,0,80,0,Ref_1,ABC,G,A,12.5,1,0,0,Ref_1,ABC,,Ref_117,1
771,Perognathus,flavus,Perognathus_flavus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,7.73,1,0,0,Ref_1,ABC,,Ref_117,1
772,Perognathus,alticolus,Perognathus_alticolus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,23.99,1,0,0,Ref_1,ABC,,Ref_58,1
773,Perognathus,amplus,Perognathus_amplus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,11.7,1,0,0,Ref_1,ABC,,Ref_117,1
774,Perognathus,fasciatus,Perognathus_fasciatus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,11.55,1,0,0,Ref_1,ABC,,Ref_117,1
775,Perognathus,inornatus,Perognathus_inornatus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,10.88,1,0,0,Ref_1,ABC,,Ref_117,1
776,Perognathus,longimembris,Perognathus_longimembris,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,7.6,1,0,0,Ref_1,ABC,,Ref_117,1
777,Perognathus,merriami,Perognathus_merriami,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,6.85,1,0,0,Ref_1,ABC,,Ref_117,1
778,Perognathus,parvus,Perognathus_parvus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,21.78,1,0,0,Ref_1,ABC,,Ref_117,1
779,Perognathus,flavescens,Perognathus_flavescens,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,8.8,1,0,0,Ref_1,ABC,,Ref_117,1
780,Chaetodipus,goldmani,Chaetodipus_goldmani,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,23,1,0,0,Ref_1,ABC,,Ref_117,1
781,Chaetodipus,pernix,Chaetodipus_pernix,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,17,1,0,0,Ref_1,ABC,,Ref_117,1
782,Chaetodipus,formosus,Chaetodipus_formosus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,19.45,1,0,0,Ref_1,ABC,,Ref_117,1
783,Chaetodipus,penicillatus,Chaetodipus_penicillatus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,16.89,1,0,0,Ref_1,ABC,,Ref_117,1
784,Chaetodipus,fallax,Chaetodipus_fallax,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,18.7,1,0,0,Ref_1,ABC,,Ref_117,1
785,Chaetodipus,eremicus,Chaetodipus_eremicus,Heteromyidae,20,0,0,0,0,0,0,0,70,10,Ref_2,D1,G,A,20.31,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
786,Chaetodipus,dalquesti,Chaetodipus_dalquesti,Heteromyidae,20,0,0,0,0,0,0,0,70,10,Ref_2,D1,G,A,20.31,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
787,Chaetodipus,californicus,Chaetodipus_californicus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,22,1,0,0,Ref_1,ABC,,Ref_117,1
788,Chaetodipus,baileyi,Chaetodipus_baileyi,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,26.35,1,0,0,Ref_1,ABC,,Ref_117,1
789,Chaetodipus,artus,Chaetodipus_artus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,21.74,1,0,0,Ref_1,ABC,,Ref_178,2
790,Chaetodipus,arenarius,Chaetodipus_arenarius,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,23,1,0,0,Ref_1,ABC,,Ref_117,1
791,Chaetodipus,intermedius,Chaetodipus_intermedius,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,16.5,1,0,0,Ref_1,ABC,,Ref_117,1
792,Chaetodipus,lineatus,Chaetodipus_lineatus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,23,1,0,0,Ref_1,ABC,,Ref_117,1
793,Chaetodipus,hispidus,Chaetodipus_hispidus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,32,1,0,0,Ref_1,ABC,,Ref_117,1
794,Chaetodipus,rudinoris,Chaetodipus_rudinoris,Heteromyidae,20,0,0,0,0,0,0,0,70,10,Ref_2,D1,G,A,20.31,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
795,Chaetodipus,spinatus,Chaetodipus_spinatus,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,16.35,1,0,0,Ref_1,ABC,,Ref_117,1
796,Chaetodipus,nelsoni,Chaetodipus_nelsoni,Heteromyidae,10,0,0,0,0,0,0,0,80,10,Ref_1,ABC,G,A,15.75,1,0,0,Ref_1,ABC,,Ref_117,1
797,Heteromys,oresterus,Heteromys_oresterus,Heteromyidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,74.8,1,0,0,Ref_1,ABC,,Ref_117,1
798,Heteromys,teleus,Heteromys_teleus,Heteromyidae,0,0,0,0,0,0,0,0,30,70,Ref_2,D1,G,A,83.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
799,Heteromys,oasicus,Heteromys_oasicus,Heteromyidae,0,0,0,0,0,0,0,0,30,70,Ref_2,D1,G,A,83.95,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
800,Heteromys,gaumeri,Heteromys_gaumeri,Heteromyidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,63.6,1,0,0,Ref_1,ABC,,Ref_117,1
801,Heteromys,desmarestianus,Heteromys_desmarestianus,Heteromyidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,72.5,1,0,0,Ref_1,ABC,,Ref_117,1
802,Heteromys,australis,Heteromys_australis,Heteromyidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,267.5,1,0,0,Ref_1,ABC,,Ref_117,1
803,Heteromys,anomalus,Heteromys_anomalus,Heteromyidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,70,1,0,0,Ref_1,ABC,,Ref_117,1
804,Heteromys,nelsoni,Heteromys_nelsoni,Heteromyidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,54.2,1,0,0,Ref_1,ABC,,Ref_117,1
805,Heteromys,adspersus,Heteromys_adspersus,Heteromyidae,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,65,1,0,0,Ref_1,ABC,,Ref_117,1
806,Heteromys,irroratus,Heteromys_irroratus,Heteromyidae,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,50,1,0,0,Ref_1,ABC,,Ref_117,1
807,Heteromys,spectabilis,Heteromys_spectabilis,Heteromyidae,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,65,1,0,0,Ref_1,ABC,,Ref_117,1
808,Heteromys,salvini,Heteromys_salvini,Heteromyidae,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,42,1,0,0,Ref_1,ABC,,Ref_117,1
809,Heteromys,pictus,Heteromys_pictus,Heteromyidae,0,0,0,0,0,0,0,0,50,50,Ref_1,ABC,G,A,40,1,0,0,Ref_1,ABC,,Ref_117,1
810,Allactaga,elater,Allactaga_elater,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,59,1,0,0,Ref_1,ABC,,Ref_117,1
811,Allactaga,major,Allactaga_major,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,350,1,0,0,Ref_1,ABC,,Ref_117,1
812,Allactaga,vinogradovi,Allactaga_vinogradovi,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,90.51,1,0,0,Ref_1,ABC,,Ref_178,2
813,Allactaga,severtzovi,Allactaga_severtzovi,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,159,1,0,0,Ref_1,ABC,,Ref_117,1
814,Allactaga,firouzi,Allactaga_firouzi,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,92.39,1,0,0,Ref_1,ABC,,Ref_178,2
815,Allactaga,hotsoni,Allactaga_hotsoni,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,76.5,1,0,0,Ref_1,ABC,,Ref_117,1
816,Allactaga,sibirica,Allactaga_sibirica,Dipodidae,70,0,0,0,0,0,0,0,0,30,Ref_1,ABC,G,A,97.5,1,0,0,Ref_1,ABC,,Ref_117,1
817,Allactaga,balikunica,Allactaga_balikunica,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,93.08,1,0,0,Ref_1,ABC,,Ref_178,2
818,Allactaga,bullata,Allactaga_bullata,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,89.35,1,0,0,Ref_1,ABC,,Ref_178,2
819,Allactaga,euphratica,Allactaga_euphratica,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,232,1,0,0,Ref_1,ABC,,Ref_117,1
820,Allactaga,williamsi,Allactaga_williamsi,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_2,D1,G,A,116.74,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
821,Allactaga,tetradactyla,Allactaga_tetradactyla,Dipodidae,20,0,0,0,0,0,0,0,50,30,Ref_1,ABC,G,A,52,1,0,0,Ref_1,ABC,,Ref_117,1
822,Allactodipus,bobrinskii,Allactodipus_bobrinskii,Dipodidae,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,65.3,1,0,0,Ref_1,ABC,,Ref_146,1
823,Pygeretmus,shitkovi,Pygeretmus_shitkovi,Dipodidae,40,0,0,0,0,0,0,0,0,60,Ref_1,ABC,G,A,58.3,1,0,0,Ref_1,ABC,,Ref_146,1
824,Pygeretmus,platyurus,Pygeretmus_platyurus,Dipodidae,40,0,0,0,0,0,0,0,0,60,Ref_1,ABC,G,A,40.14,1,0,0,Ref_1,ABC,,Ref_146,1
825,Pygeretmus,pumilio,Pygeretmus_pumilio,Dipodidae,40,0,0,0,0,0,0,0,0,60,Ref_1,ABC,G,A,52,1,0,0,Ref_1,ABC,,Ref_117,1
826,Cardiocranius,paradoxus,Cardiocranius_paradoxus,Dipodidae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,8.6,1,0,0,Ref_1,ABC,,Ref_117,1
827,Salpingotulus,michaelis,Salpingotulus_michaelis,Dipodidae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,29.05,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
828,Salpingotus,kozlovi,Salpingotus_kozlovi,Dipodidae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,10.73,1,0,0,Ref_1,ABC,,Ref_178,2
829,Salpingotus,crassicauda,Salpingotus_crassicauda,Dipodidae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,13.1,1,0,0,Ref_1,ABC,,Ref_146,1
830,Salpingotus,thomasi,Salpingotus_thomasi,Dipodidae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,10.45,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
831,Salpingotus,heptneri,Salpingotus_heptneri,Dipodidae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,8.9,1,0,0,Ref_1,ABC,,Ref_146,1
832,Salpingotus,pallidus,Salpingotus_pallidus,Dipodidae,50,0,0,0,0,0,0,0,0,50,Ref_1,ABC,G,A,9.8,1,0,0,Ref_1,ABC,,Ref_146,1
833,Dipus,sagitta,Dipus_sagitta,Dipodidae,0,0,0,0,0,0,20,20,0,60,Ref_1,ABC,Ar,A,85.65,1,0,0,Ref_1,ABC,,Ref_117,1
834,Eremodipus,lichtensteini,Eremodipus_lichtensteini,Dipodidae,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,51,1,0,0,Ref_1,ABC,,Ref_117,1
835,Jaculus,blanfordi,Jaculus_blanfordi,Dipodidae,0,0,0,0,0,0,0,0,40,60,Ref_1,ABC,G,A,54.7,1,0,0,Ref_1,ABC,,Ref_117,1
836,Jaculus,jaculus,Jaculus_jaculus,Dipodidae,0,0,0,0,0,0,0,0,40,60,Ref_1,ABC,G,A,56.55,1,0,0,Ref_1,ABC,,Ref_117,1
837,Jaculus,orientalis,Jaculus_orientalis,Dipodidae,0,0,0,0,0,0,0,0,40,60,Ref_1,ABC,G,A,138,1,0,0,Ref_1,ABC,,Ref_117,1
838,Paradipus,ctenodactylus,Paradipus_ctenodactylus,Dipodidae,0,0,0,0,0,0,20,0,20,60,Ref_1,ABC,G,A,109.01,1,0,0,Ref_1,ABC,,Ref_117,1
839,Stylodipus,sungorus,Stylodipus_sungorus,Dipodidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,61.96,1,0,0,Ref_1,ABC,,Ref_178,2
840,Stylodipus,telum,Stylodipus_telum,Dipodidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,55,1,0,0,Ref_1,ABC,,Ref_117,1
841,Stylodipus,andrewsi,Stylodipus_andrewsi,Dipodidae,0,0,0,0,0,0,0,0,30,70,Ref_1,ABC,G,A,61.97,1,0,0,Ref_1,ABC,,Ref_178,2
842,Euchoreutes,naso,Euchoreutes_naso,Dipodidae,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,24.14,1,0,0,Ref_1,ABC,,Ref_117,1
843,Sicista,concolor,Sicista_concolor,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,13.1,1,0,0,Ref_1,ABC,,Ref_134,1
844,Sicista,subtilis,Sicista_subtilis,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,11.75,1,0,0,Ref_1,ABC,,Ref_117,1
845,Sicista,strandi,Sicista_strandi,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,10.3,1,0,0,Ref_1,ABC,,Ref_117,1
846,Sicista,severtzovi,Sicista_severtzovi,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,11.77,1,0,0,Ref_1,ABC,,Ref_178,2
847,Sicista,pseudonapaea,Sicista_pseudonapaea,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,12.2,1,0,0,Ref_1,ABC,,Ref_146,1
848,Sicista,tianshanica,Sicista_tianshanica,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,10.3,1,0,0,Ref_1,ABC,,Ref_146,1
849,Sicista,napaea,Sicista_napaea,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,10,1,0,0,Ref_1,ABC,,Ref_117,1
850,Sicista,caudata,Sicista_caudata,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,11.2,1,0,0,Ref_1,ABC,,Ref_146,1
851,Sicista,caucasica,Sicista_caucasica,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,10,1,0,0,Ref_1,ABC,,Ref_117,1
852,Sicista,betulina,Sicista_betulina,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,8,1,0,0,Ref_1,ABC,,Ref_117,1
853,Sicista,armenica,Sicista_armenica,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,6.53,1,0,0,Ref_1,ABC,,Ref_146,1
854,Sicista,kluchorica,Sicista_kluchorica,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,7.2,1,0,0,Ref_1,ABC,,Ref_146,1
855,Sicista,kazbegica,Sicista_kazbegica,Dipodidae,30,0,0,0,0,0,30,0,40,0,Ref_1,ABC,G,A,6.43,1,0,0,Ref_1,ABC,,Ref_146,1
856,Eozapus,setchuanus,Eozapus_setchuanus,Dipodidae,20,0,0,0,0,0,10,0,40,30,Ref_3,D2,G,A,32.58,1,0,0,Ref_1,ABC,,Ref_117,1
857,Napaeozapus,insignis,Napaeozapus_insignis,Dipodidae,20,0,0,0,0,0,10,0,40,30,Ref_1,ABC,G,A,22.3,1,0,0,Ref_1,ABC,,Ref_117,1
858,Zapus,hudsonius,Zapus_hudsonius,Dipodidae,20,0,0,0,0,0,10,0,70,0,Ref_1,ABC,G,A,17.12,1,0,0,Ref_1,ABC,,Ref_117,1
859,Zapus,princeps,Zapus_princeps,Dipodidae,20,0,0,0,0,0,10,0,70,0,Ref_1,ABC,G,A,29,1,0,0,Ref_1,ABC,,Ref_117,1
860,Zapus,trinotatus,Zapus_trinotatus,Dipodidae,20,0,0,0,0,0,10,0,70,0,Ref_1,ABC,G,A,27.5,1,0,0,Ref_1,ABC,,Ref_117,1
861,Monticolomys,koopmani,Monticolomys_koopmani,Nesomyidae,10,0,0,0,0,0,20,0,50,20,Ref_1,ABC,S,A,25,1,0,0,Ref_3,D2,,Ref_117,1
862,Nesomys,lambertoni,Nesomys_lambertoni,Nesomyidae,0,0,0,0,0,0,50,0,50,0,Ref_2,D1,G,A,155,0,1,1,Ref_1,ABC,,Ref_117,1
863,Nesomys,rufus,Nesomys_rufus,Nesomyidae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,162.5,0,1,1,Ref_1,ABC,,Ref_117,1
864,Nesomys,audeberti,Nesomys_audeberti,Nesomyidae,0,0,0,0,0,0,50,0,50,0,Ref_2,D1,G,A,212.5,0,1,1,Ref_1,ABC,,Ref_117,1
865,Voalavo,gymnocaudus,Voalavo_gymnocaudus,Nesomyidae,20,0,0,0,0,0,30,0,40,10,Ref_3,D2,G,A,50.88,1,0,0,Ref_3,D2,,"Ref_2, Ref_3",0
866,Eliurus,antsingy,Eliurus_antsingy,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_2,D1,G,A,77.7,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
867,Eliurus,petteri,Eliurus_petteri,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_2,D1,G,A,75,1,0,0,Ref_2,D1,,Ref_117,1
868,Eliurus,penicillatus,Eliurus_penicillatus,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_1,ABC,S,A,100,1,0,0,Ref_1,ABC,,Ref_117,1
869,Eliurus,myoxinus,Eliurus_myoxinus,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_1,ABC,S,A,70,1,0,0,Ref_1,ABC,,Ref_117,1
870,Eliurus,minor,Eliurus_minor,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_1,ABC,S,A,37.5,1,0,0,Ref_1,ABC,,Ref_117,1
871,Eliurus,webbi,Eliurus_webbi,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_1,ABC,S,A,75,1,0,0,Ref_1,ABC,,Ref_117,1
872,Eliurus,majori,Eliurus_majori,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_40,ABC,S,A,100,1,0,0,Ref_1,ABC,,Ref_117,1
873,Eliurus,tanala,Eliurus_tanala,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_1,ABC,S,A,90,1,0,0,Ref_1,ABC,,Ref_117,1
874,Eliurus,grandidieri,Eliurus_grandidieri,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_2,D1,S,A,77.7,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
875,Eliurus,ellermani,Eliurus_ellermani,Nesomyidae,0,0,0,0,0,0,40,0,60,0,Ref_2,D1,S,A,100,1,0,0,Ref_3,D2,,Ref_117,1
876,Gymnuromys,roberti,Gymnuromys_roberti,Nesomyidae,20,0,0,0,0,0,30,0,40,10,Ref_3,D2,G,A,97.5,1,0,0,Ref_1,ABC,,Ref_117,1
877,Hypogeomys,antimena,Hypogeomys_antimena,Nesomyidae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,G,A,1250,1,0,0,Ref_1,ABC,,Ref_117,1
878,Macrotarsomys,bastardi,Macrotarsomys_bastardi,Nesomyidae,0,0,0,0,0,0,40,0,20,40,Ref_1,ABC,G,A,25,1,0,0,Ref_1,ABC,,Ref_117,1
879,Macrotarsomys,ingens,Macrotarsomys_ingens,Nesomyidae,0,0,0,0,0,0,40,0,20,40,Ref_1,ABC,G,A,55,1,0,0,Ref_1,ABC,,Ref_117,1
880,Brachytarsomys,albicauda,Brachytarsomys_albicauda,Nesomyidae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,G,A,200,1,0,0,Ref_3,D2,,Ref_117,1
881,Brachytarsomys,villosa,Brachytarsomys_villosa,Nesomyidae,0,0,0,0,0,0,100,0,0,0,Ref_1,ABC,Ar,A,220,1,0,0,Ref_3,D2,,Ref_117,1
882,Brachyuromys,betsileoensis,Brachyuromys_betsileoensis,Nesomyidae,10,0,0,0,0,0,30,0,50,10,Ref_1,ABC,Ar,A,92.5,1,1,1,Ref_1,ABC,,Ref_117,1
883,Brachyuromys,ramirohitra,Brachyuromys_ramirohitra,Nesomyidae,10,0,0,0,0,0,30,0,50,10,Ref_1,ABC,Ar,A,90,1,1,1,Ref_1,ABC,,Ref_117,1
884,Petromyscus,barbouri,Petromyscus_barbouri,Nesomyidae,50,0,0,0,0,0,0,0,30,20,Ref_1,ABC,G,A,21.49,1,0,0,Ref_1,ABC,,Ref_178,2
885,Petromyscus,collinus,Petromyscus_collinus,Nesomyidae,50,0,0,0,0,0,0,0,30,20,Ref_1,ABC,G,A,20,1,0,0,Ref_1,ABC,,Ref_117,1
886,Petromyscus,monticularis,Petromyscus_monticularis,Nesomyidae,50,0,0,0,0,0,0,0,30,20,Ref_1,ABC,G,A,20.73,1,0,0,Ref_1,ABC,,Ref_117,1
887,Petromyscus,shortridgei,Petromyscus_shortridgei,Nesomyidae,50,0,0,0,0,0,0,0,30,20,Ref_1,ABC,G,A,46.5,1,0,0,Ref_1,ABC,,Ref_117,1
888,Beamys,hindei,Beamys_hindei,Nesomyidae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,75.8,1,0,0,Ref_1,ABC,,Ref_117,1
889,Beamys,major,Beamys_major,Nesomyidae,0,0,0,0,0,0,50,0,50,0,Ref_1,ABC,G,A,75.8,1,0,0,Ref_1,ABC,,"Ref_2, Ref_3",0
890,Cricetomys,kivuensis,Cricetomys_kivuensis,Nesomyidae,40,0,0,0,0,0,30,0,20,10,Ref_2,D1,G,A,1285.41,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
891,Cricetomys,ansorgei,Cricetomys_ansorgei,Nesomyidae,40,0,0,0,0,0,30,0,20,10,Ref_2,D1,G,A,1285.41,1,0,0,Ref_2,D1,,"Ref_2, Ref_3",0
892,Cricetomys,emini,Cricetomys_emini,Nesomyidae,40,0,0,0,0,0,30,0,20,10,Ref_1,ABC,G,A,1299.99,1,0,0,Ref_1,ABC,,Ref_117,1
893,Cricetomys,gambianus,Cricetomys_gambianus,Nesomyidae,40,0,0,0,0,0,30,0,20,10,Ref_1,ABC,G,A,1271,1,0,0,Ref_1,ABC,,Ref_117,1
894,Saccostomus,campestris,Saccostomus_campestris,Nesomyidae,10,0,0,0,0,0,20,0,70,0,Ref_1,ABC,G,A,51.23,1,0,0,Ref_1,ABC,,Ref_117,1
895,Saccostomus,mearnsi,Saccostomus_mearnsi,Nesomyidae,10,0,0,0,0,0,20,0,70,0,Ref_1,ABC,G,A,45.5,1,0,0,Ref_1,ABC,,Ref_117,1
896,Delanymys,brooksi,Delanymys_brooksi,Nesomyidae,0,0,0,0,0,0,0,0,100,0,Ref_1,ABC,G,A,5,1,0,0,Ref_1,ABC,,Ref_117,1
897,Dendromus,nyikae,Dendromus_nyikae,Nesomyidae,20,10,20,0,10,0,20,0,20,0,Ref_1,ABC,G,A,15,1,0,0,Ref_1,ABC,,Ref_117,1
898,Dendromus,kahuziensis,Dendromus_kahuziensis,Nesomyidae,20,10,20,0,10,0,20,0,20,0,Ref_1,ABC,G,A,11,1,0,0,Ref_1,ABC,,Ref_145,1
899,Dendromus,oreas,Dendromus_oreas,Nesomyidae,20,10,20,0,10,0,20,0,20,0,Ref_1,ABC,G,A,12.76,1,0,0,Ref_1,ABC,,Ref_178,2
900,Dendromus,nyasae,Dendromus_nyasae,Nesomyidae,20,10,20,0,10,0,20,0,20,0,Ref_1,ABC,G,A,13.72,1,0,0,Ref_2,D1,,Ref_178,2
901,Dendromus,mystacalis,Dendromus_mystacalis,Nesomyidae,20,10,20,0,10,0,20,0,20,0,Ref_1,ABC,G,A,7.72,1,0,0,Ref_1,ABC,,Ref_117,1
