IUCN.binomial,AllGeogRange,Body.mass.g,LitSz,AdultHeadBodyLen.mm,GestLen.d,LitPerYear,SocGrpSz,WeanAge.d,SMA.d,NeonateBodyMass.g,MaxLifepsan.m,PopDen.n.km2,brain.mass.g,IBI.d
Mustela_frenata,13429603,190.03,6.5,229.31,24.5,1,1,34.23,200.69,3.09,85.23,0.76,4.01,365
Mustela_itatsi,283487,300,2.531379973,215.6037846,62.27155951,1.034596995,1.719585662,55.26794708,355.2709198,15.20189046,124.614489,116.0894555,4.824650496,329.3886096
Mustela_kathiah,152212,263.74,2.564805572,259.13,64.85193255,1.023292992,1.812085037,62.27605054,363.4160014,20.49693497,138.8643462,87.87147572,5.277591557,352.9985913
Mustela_lutreola,118048,566.44,4.5,360.77,43.74,1.138069404,1.422942416,58.71,351.71,7.4,120,0.07,8.5,365
Mustela_lutreolina,51467,466.25,2.321212521,308.08,58.41459737,1.017914687,1.647880045,70.3261078,442.6648695,19.76076877,124.9949458,97.39845246,6.083769194,349.8619355
Mustela_nigripes,8995.780023,907.1,3.36,395.94,43,1.057690987,1.342361622,59.66,371.23,7.39,144,2,8.15,365
Mustela_nivalis,44716046,78.45,5.07,188.18,36.49,1,1,36.74,169.99,2,120,12.89,1.91654,273.75
Mustela_nudipes,1306935,569.42,4,325.9,58.39856654,1.046025869,1.685933033,51.78562041,384.0774678,15.6064951,131.7302095,24.96005015,7.422306756,316.476367
Mustela_putorius,3536864,975.55,8.48,358.92,41.49,1,1.724946182,54.39,308.5,9.5,168,0.83,9.03599712,252.5
Mustela_sibirica,20551359,530.85,6.48,305.96,30.12,1.041121045,2.458521643,58.2,425.9754486,9.54997281,106,71.48853361,6.75,324.416796
Mustela_strigidorsa,2361591,1500,1.337458859,286.46,127.7998345,1.590154305,3.45879027,107.4901729,575.3122923,56.95573648,211.9165584,27.50239607,12.82256036,206.6469699
Mustela_subpalmata,218,78.70095943,2.393029788,139.8939358,28.37439375,3.484387065,1.16825011,19.39570213,84.49234618,5.120763162,34.33804012,1398.744717,1.206336917,50.70227495
Mydaus_javanensis,866643,2500,2.592071561,441.18,56.59601092,2.053476963,1.303291204,62.29440618,416.0666734,73.16374495,124.3191568,2.718545976,19.49,196.0480178
Mydaus_marchei,11608,2500,1.227393633,389.59,102.2890551,1.549403571,1.784745737,133.0819048,525.3425349,65.19999778,159.587382,46.99036195,15.54528865,229.0859196
Mylomys_dybowskii,3840660,110.96,4.04,147.3021276,28.77148432,1.814450548,1.029035555,55.52314088,262.9268694,3.247296221,66.29933103,167.41,1.785129354,176.7075403
Myocastor_coypus,4137151,6361.55,5.34,519.44,131.86,2.58,7.5,52.83,187.09,205.7,144,226.26,17.8725,131.5
Myodes_andersoni,246935,82.84496632,3.404403096,146.5945746,31.79659532,1.008553899,1.016224591,68.50716191,340.0311077,3.264287171,60.39148394,129.214933,1.648165431,337.3941315
Myodes_californicus,217068,18.3,3.1,98.67,18,3.85,1,20.13558092,44.07774894,1.590669896,30.24077379,434.02,0.500461696,28.60244391
Myodes_centralis,103828,32,4.83,105.0011563,22.58118427,10,1.706277865,17.98434784,40.94624469,2.350756127,47.95858765,2452.844678,0.642328016,26.78325618
Myodes_gapperi,8132868,19.83,5.37,101.13,18,2.4,1,30.87,94.39,1.49,20,1186.41,0.519217964,17
Myodes_glareolus,9059699,20.73,4.31,106.38,19.74,3.5,1,19.73,40.91,1.83,58.8,3704.05,0.566587628,21.75
Myodes_regulus,32678,85.11758915,3.127508854,143.3385176,34.05789089,1.008553899,1.032840717,70.45006078,341.4616414,3.547069692,66.59276805,144.0197709,1.651351887,331.0402415
Myodes_rex,78150,93.23401577,2.898969416,153.8451495,34.70499576,1.008949539,1.05313569,73.63598869,348.7908325,3.50221635,69.39405916,90.12687628,2.037023338,342.9560198
Myodes_rufocanus,13860796,36.43,5.01,103.3395645,22.99142219,3,1,25.03657845,62,2.25,41.62044799,297.1930226,0.708864006,32.6
Myodes_rutilus,21344231,19.94,5.6,109.07,23.98,4.2,1,18,60,1.8,24,4074.55,0.534780611,20.5
Myodes_shanseius,29627,59.3100208,3.605993586,127.0581931,31.86001414,1.040696125,1,69.6843271,368.4793783,1.486622043,56.79276393,66.72946845,1.369976333,351.6723242
Myodes_smithii,361637,34.94,4.1,106.062908,19,3.34111373,1.233286021,27.34,59.81275158,2.13,42,1426.09,0.725170552,22
Myoictis_leucura,361637,75.39239412,3.483471902,152.8570823,32.35742931,1,1.009205015,68.46488095,334.5733207,2.200882398,64.06132422,80.23379207,1.728855031,340.7676242
Myoictis_melas,22354,221.77,2.782931894,190.92,34.41354957,2.076631126,1,54.22246077,223.0893455,6.451758099,56.16787251,89.62808035,3.138911946,145.4815012
Myoictis_wallacei,5921,55.516996,2.480623971,120.2370064,30.02755592,2.320675933,1.054542896,21.69324847,115.7711627,4.541047818,34.11129939,1361.678619,1.090614155,59.52775776
Myoictis_wavicus,22354,221.77,2.782931894,190.92,34.41354957,2.076631126,1,54.22246077,223.0893455,6.451758099,56.16787251,89.62808035,3.138911946,145.4815012
Myomimus_personatus,90432,70.58795221,2.405756405,125.6342006,33.27003055,1.83946309,1.01395948,27.83560276,189.4951313,4.711154608,41.21887799,1673.606354,1.200785783,118.6773395
Myomimus_roachi,50143,44,2.199131849,114.1145811,36.07593731,2.048907952,1,29.81969495,182.7090353,4.532263159,42.90970877,1534.774028,1.070229722,98.57443962
Myomimus_setzeri,66213,62.52279515,2.997386944,129.5719564,31.85731719,1.011046692,1,59.70396616,350.8383872,3.170361389,62.13017967,154.3404812,1.299638581,350.0656214
Myomyscus_angolensis,985144,54.09297483,4.090394818,121.9517792,27.25099963,1.786101837,1.00695555,65.05082269,265.8920287,1.824984371,54.00543661,68.72144087,1.049536919,168.3401047
Myomyscus_brockmani,2025679,28,3.061467288,88.31521073,29.23283748,1.811116883,1.021012126,36.82671184,153.0389131,2.061994627,42.72576569,295.7143459,0.660125335,136.7557934
Myomyscus_verreauxii,167327,41,4.011317848,114.6092236,22.10644057,3.43763518,1.18238449,18.94298443,41.77579425,2.697600559,32.79206914,4016.24,0.730577733,23.44438717
Myomyscus_yemeni,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Myonycteris_brachycephala,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Myonycteris_relicta,2448590,53.32,4.254350317,119.2332111,26.89252984,1.915362282,1,53.46795996,179.0106065,2.243798215,53.12336302,72.49666231,1.033945555,136.1645548
Myonycteris_torquata,3004931,44.92,1,99.4,75.46565033,2,1,60.04676576,252.8014598,11,61.58577167,150.0003591,1.172,165.3644582
Myoprocta_acouchy,1123954,954.87,1.97,362.91,98.43,2.3004192,2,26.19,218.76,75.23,120,7.61,11.66396198,157.6079629
Myoprocta_pratti,3077984,966.73,1.77,415.9909272,99.65,2.125223788,2.198424733,48.63,137.42,79.3,159.3060604,4.69,15.58554164,148.6754567
Myopterus_daubentonii,1404270,76.89891612,2.8553615,130.5321368,30.58601355,1.911088635,1,59.85416071,278.6837643,3.828355576,70.1141169,149.361227,1.30829986,165.9834268
Myopterus_whitleyi,257210,11.55,1.278013302,56.59022495,69.38512923,1.599146696,4.464021622,46.86863223,191.5706163,1.203282009,73.78521845,405.1415896,0.258509077,135.2847819
Myopus_schisticolor,11725450,29.99,5.25,100.1967497,23.74,2,1,19.86,25.37,3.2,12,1453.303875,0.56,25
Myosciurus_pumilio,328469,16.44,1.97,69.5,41.52678787,1.677954499,1,53.51244685,215.9182595,0.772924441,37.03425931,220.7592448,0.367793759,152.6649956
Myosorex_babaulti,158654,12.45672393,2.99,74.00127731,30.90448374,1.640530619,1.057018041,37.91266978,201.8796738,0.988362196,30.31814812,678.3483983,0.36,142.8127132
Myosorex_blarina,9778,68.1052135,2.611587876,126.9373892,30.97453535,2.257658441,1,23.32330129,115.8728845,4.46552622,32.06635523,1304.915794,1.181151353,70.03246309
Myosorex_cafer,219754,12.3,2.99,85.37904801,25.3878225,1.934119267,1,59.2380753,232.5530714,0.555766433,53.57104273,124.0583272,0.521572523,144.4317967
Myosorex_kihaulei,12177,87.93227891,2.164181538,142.0728389,44.85242515,1.039401943,2.968440325,36.05241124,222.4245783,5.910336289,80.5452457,1529.527164,1.208518822,268.8590614
Myosorex_longicaudatus,21090,12.98,2.957301288,70.82762593,32.63740329,1.569376012,1.098739688,41.12188378,218.0091893,1.023694562,32.09856314,546.1222208,0.331139645,158.9717641
Myosorex_okuensis,18494,71.63106693,1.966533524,139.2066797,44.27867335,1.038714712,2.610006541,35.18333251,242.0065282,5.765203969,79.10252902,1569.875377,1.111734008,262.286557
Myosorex_schalleri,25991,77.94200282,3.211640066,132.6947843,34.58880981,1.385832845,1.070343264,29.93143131,175.4251951,4.139723022,42.62704377,1557.107363,1.228962151,164.341513
Myosorex_sclateri,75441,68.60384814,2.578556458,122.2515098,31.43178375,2.194567729,1,26.92344587,175.4128371,4.721716722,39.05625805,1295.821875,1.22220919,83.66479314
Myosorex_varius,434360,11.68,2.9,70.13610689,27.91066642,2,1,21,113.3263548,1,12,1693.63,0.280369944,58.18805207
Myosorex_zinki,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Myospalax_aspalax,338802,323.5,3.35158363,217.2793504,33.33933551,1.011046692,1.09112368,63.36711008,350.2371824,6.332876266,66.61092842,65.61103155,4.140727114,351.6419898
Myospalax_myospalax,569473,225,4.5,189.5249525,28.00606205,1,1,76.86024023,348.596064,2.942448583,57.34687035,69.59548465,2.945459731,348.9024067
Myospalax_psilurus,1101892,259.21,3.11,332.9255277,74.95707227,2.059016075,1.568678722,61.32277747,371.9905237,308.09,153.5585245,7.591411986,9.780052392,173.9594464
Myotis_adversus,1280504,10.41,1,58.83167238,82.93450351,2.5,2.953998949,56.28,231.09,1.152929891,71.10514144,301.3013427,0.2545,125.4568449
Myotis_albescens,14682579,5.69,0.98,47.09724059,93.18,2.5,85.52973185,30.2,152.76,1.60564529,98.13240632,420.8370347,0.1258335,95.63566307
Myotis_alcathoe,338050,95.12138242,4.194595036,173.5323121,30.76456966,1.004062882,1.00695555,75.51969478,373.0158775,2.504985411,63.10181804,46.11352421,2.156869995,365
Myotis_annamiticus,8417,76.97184421,2.081488178,134.4598216,36.78568753,2.100092905,1.049551384,25.80922059,137.4637679,6.404470039,39.43635115,1803.322541,1.216996209,91.31455761
Myotis_annectans,18260,9.75,1.001967755,46.39477786,98.48993921,1.008142272,400.7230438,59.41704426,392.2357944,1.987722405,188.9581557,286.7100055,0.221,313.3213208
Myotis_atacamensis,468286,70.26993285,3.56877606,141.3339476,32.39624525,1.002233927,1,66.21142014,327.7955286,2.348624702,61.17495961,96.92155458,1.541386569,350.9653673
Myotis_ater,2601816,14.67708645,1.008991325,60.82633087,113.3840385,1,486.9278289,58.38551889,466.1970252,3.468234069,185.8244682,199.7169039,0.423596452,317.7398694
Myotis_aurascens,15491326,4.99,1,45.02078317,110.6588947,1.012812928,413.4975743,60.30999438,365,1.771743528,215.9722621,217.6152557,0.16844312,315.2678797
Myotis_auriculus,811424,38.04,1,93.25619315,66.6268287,1.918810411,1.303939672,59.95987308,217.3349403,3.087911091,38,279.9041549,0.785962248,149.8447473
Myotis_austroriparius,899160,7.35,1.88,59.97247323,63.29396275,1,2.38887141,46.8,188.68,1.12,72,442.3859063,0.225422907,179.3983534
Myotis_bechsteinii,2243481,9.47,1,47.67005868,93.87076286,1,519.7182449,56.21455251,438.8432421,2.627093568,252,246.0840469,0.242848608,313.2962806
Myotis_blythii,5844899,23.82,0.98,68.16751625,86.40178411,1.006318758,8,55.5064019,420.91,2.947531386,237.99,277.0009305,0.437309328,283.1506355
Myotis_bocagii,4512276,7.93,0.99,48.79103045,105.726112,1,305.3796633,59.84982367,399.3510142,2.183986767,189.8001914,252.6498423,0.233166728,322.4840614
Myotis_bombinus,1889818,52.46128301,3.993303629,112.8631607,26.28401917,2.977567041,1.082245241,28.25041718,84.02159295,3.040093113,44.98694389,273.3083241,0.925644576,43.35775816
Myotis_brandtii,14028667,5.3,1.038787666,42.52626197,103.6491227,1.004062882,445.4684437,59.20169554,393.3930662,1.810570997,191.8032668,220.1790094,0.177053285,326.9586051
Myotis_bucharensis,144312,59.71242951,2.385518394,123.3229641,35.87233752,1.555630144,1.209448361,30.7193026,201.7161473,4.821653627,42.44252151,1727.092226,1.148933637,163.1123032
Myotis_californicus,3672386,4.39,0.99,46.23445796,97.01084349,1,273.2381018,89.79,432.9732203,1.072207945,180,214.1462562,0.197068555,322.9175009
Myotis_capaccinii,742653,8.15,0.99,49.13161656,54.99,1.033298737,104.1111694,36.46027312,377.57,1.606655534,201.5201082,421.5089482,0.204684188,249.9049032
Myotis_chiloensis,558561,6.75,0.98,50.71318602,105.5991076,1.779535416,9.948985624,47.69632604,167.4172894,1.427827413,91.35250733,333.2858323,0.215656419,124.7272731
Myotis_chinensis,1032988,41.99,3.747674192,107.9822365,24.51682279,3.032058266,1.023292992,25.13186282,77.33137147,2.5394332,45.33246308,201.4644341,0.77159022,33.05182871
Myotis_ciliolabrum,3872825,4.89,1.002961015,42.1651586,100.589432,1,669.4474088,65.29665733,415.7057085,1.811029187,188.1035267,185.9693883,0.193664366,326.4708605
Myotis_csorbai,54583,81.82383267,2.330868007,133.0970248,33.49502587,1.731327869,1.031089777,28.63646788,163.5445717,4.791541491,43.56922397,1884.395392,1.209622611,142.5176887
Myotis_dasycneme,7093955,15.16,1,55.45586646,108.7383644,1,516.9151012,59.04215324,485.8850851,3.054160535,234,201.8525441,0.31,317.7789724
Myotis_daubentonii,16911120,7.63,1.21,44.4,55.14,1,229.0044401,35.33,371.23,2,336,239.363964,0.194242116,273.0670786
Myotis_dieteri,5099,57.29408902,2.388643124,121.0050347,32.51437799,2.171291166,1.037706531,26.51507492,148.2081704,4.625602655,38.35223941,1553.129842,1.194051634,90.06049195
Myotis_dinellii,3046186,5.49,0.999316643,44.201596,110.5482202,1.012238235,242.3400502,64.57805744,410.7650114,1.633245582,185.4900009,188.7864172,0.185861921,325.0166915
Myotis_dominicensis,776,78.01828552,2.110393852,126.3464366,36.20998863,1.812761061,1.076834845,30.02384683,169.5302731,5.119518793,41.71362803,1348.492742,1.190354537,142.0704926
Myotis_elegans,665288,4.21,0.98,46.58953672,126.6259407,1.004552886,516.0515319,65.49612779,432.4645643,2.218625365,198.6270589,176.7004691,0.215742711,327.2193831
Myotis_emarginatus,4051579,7.56,0.99,46.664973,71.79828905,1,144.5554848,41.61,413.84,1.674054714,216,264.46398,0.193901363,295.0514126
Myotis_evotis,3079447,6.91,0.98,45.48661086,78.21601589,1,162.6114924,54.12441536,421.6109356,1.22,264,256.3210787,0.178352365,303.1902488
Myotis_formosus,968,7.07,1.630174184,62.6053223,52.10199176,1.57159445,1.9156548,38.26892761,179.617061,1.116003551,57.58858305,834.676261,0.270487267,140.3501936
Myotis_fortidens,468578,4.37,0.98,46.70274966,97.04574183,1.783510769,8.521218947,47.27241546,144.6726776,1.265419104,91.32372138,389.4615808,0.13,119.0051879
Myotis_frater,1030834,7.54,1,45.14540785,93.3752631,1,160.0493073,57.38615327,416.7502615,1.750978584,228.9525109,238.6397481,0.199806144,308.8807512
Myotis_goudoti,334981,5.56,3.689870856,95,29.19612607,1.741154513,1.046701177,40.1113951,204.6284094,0.843547448,29.93101461,579.1954801,0.328637496,174.475188
Myotis_grisescens,743283,10.84,0.99,58.09974123,94.81413679,1,455.4663474,42.35,530.44,2.94,471.24,293.9612678,0.320985592,291.7675886
Myotis_hajastanicus,9157,81.84995634,2.502095248,131.7350945,33.35944628,1.871540185,1.015154456,27.94833969,154.8449081,4.75686986,43.47966889,2418.797448,1.241140828,123.9765669
Myotis_hasseltii,39649,8.7,0.99,49.68440737,116.1335128,1,733.0358374,58.83919593,411.707936,2.387455024,181.2857479,252.3772305,0.273020149,329.1256005
Myotis_hermani,968,68.64225818,2.154754995,123.6282202,36.29376144,2.109969521,1.04615582,28.35016971,161.2707315,5.440724123,36.34374909,1238.9957,1.241189852,103.2625031
Myotis_horsfieldii,77740,6.05,1.887169321,55.1763248,67.42665758,1.117108644,7.111776959,36.04787835,198.0998063,1.238498715,98.63136955,780.392738,0.16209084,198.1745606
Myotis_ikonnikovi,3590329,14.99132812,0.992267405,60.9502861,107.6197018,1,599.8689169,59.4128136,452.6861024,3.373398015,168.5320197,212.6998193,0.448271159,333.3869143
Myotis_keaysi,3216403,5.45,0.98,43.22113157,103.2881551,1.011540104,375.3432422,65.0244142,428.8523305,1.813196552,180.027149,183.5230952,0.196192811,323.8712264
Myotis_keenii,289563,6.51,0.99,47.48222068,76.73208164,1,69.53749907,38.93,355.967873,1.486538004,222,423.6181168,0.176197784,269.296041
Myotis_laniger,8227514,17.51071711,0.989275493,59.30731144,112.284661,1,612.1131755,55.09271097,470.1630405,3.79891736,193.4035919,199.6987923,0.420175021,323.3035339
Myotis_leibii,1344218,5.22,0.99,47.81177386,99.05433999,1,150.2060765,63.20666003,392.5837456,1.774756401,144,210.5340129,0.179163789,311.6541538
Myotis_levis,3046186,5.49,0.999316643,44.201596,110.5482202,1.012238235,242.3400502,64.57805744,410.7650114,1.633245582,185.4900009,188.7864172,0.185861921,325.0166915
Myotis_longipes,3050,65.93123282,2.322031707,125.9741402,32.90780638,2.101366835,1.030538569,27.91783741,148.2853299,4.820301403,37.87233433,1955.165303,1.225347917,98.10399385
Myotis_lucifugus,12588023,7.8,1,52.7,59.79,1,37500,26,280.6,2.18,408,326.8940266,0.172,207.3361201
Myotis_macrodactylus,588930,7.48,1,44.69549817,97.2222527,1,303.9781292,57.82944873,412.8735752,1.72,236.8855749,248.6723967,0.198862678,311.0088567
Myotis_macropus,2668418,19.6577427,0.985769723,62.00563289,112.6196953,1,617.6319037,64.99694057,508.5603065,4.416285185,161.7349713,188.8465031,0.571824307,343.0750209
Myotis_macrotarsus,26473,12.64,3.157503232,73.66089235,31.8956214,1.658884495,1.058263762,38.63828586,199.6569681,1.083170233,32.02004996,655.4480254,0.347539368,146.9601344
Myotis_martiniquensis,1650,58.81782181,2.984073573,126.6434117,31.16306475,1.026368554,1.015154456,67.65249045,349.1076955,2.319877908,46.37214524,117.9725319,1.177776524,352.4486297
Myotis_melanorhinus,1344218,88.75422368,3.783617134,157.2785844,31.74256042,1.006305886,1.011046692,67.16619507,340.367562,2.9773413,60.25430572,69.21112383,1.89599008,347.8531598
Myotis_moluccarum,450400,129.5007697,4.105089398,172.3295063,30.83837268,1,1.021012126,84.42158269,362.069141,2.795900795,58.22532855,57.58149098,2.287524233,363.7534286
Myotis_montivagus,5608601,8.3,1.269817958,47.54055286,80.80506585,1.008142272,59.49179117,52.31937065,390.8656172,1.605606268,233.2643695,242.3334656,0.17,295.9097583
Myotis_morrisi,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Myotis_muricola,20283,4.8,1,47.83076398,91.28802087,1.689693219,7.979332979,46.02249599,156.1381161,1.257096975,84.87509185,540.9353675,0.124,140.6219543
Myotis_myotis,3948625,25.59,1.5,72,73,1,56.64643337,41.99,399.6,6,264,277.8989273,0.4825,299.4276149
Myotis_mystacinus,15491326,4.99,1,44.65304593,98.3681802,0.997604807,442.4844792,57.28300303,365,1.887833343,288,211.7237146,0.154,313.9587844
Myotis_nattereri,5847047,7.25,0.99,47.7181588,105.842866,1,30,60.41,396.7624825,2.12749112,180,258.351718,0.22,315.168125
Myotis_nesopolus,53497,3.56,1.421766138,50.80138021,70.2658434,1.024580605,19.14767582,38.11573812,210.2823831,1.151970276,106.9581444,593.1137026,0.142316751,219.5553739
Myotis_nigricans,14444118,4.24,1,45.33809106,83.354,2,19.40216215,34.455,120,1,84,321.157147,0.137,108.5216496
Myotis_nipalensis,13024570,33.76700919,0.996576142,75.93633588,141.3222345,1,507.1011206,75.44796775,538.3238953,6.547003756,169.9920185,134.4987396,0.788442848,312.2105288
Myotis_occultus,12588023,8.79,1.001726257,48.17079637,121.1177977,1.008142272,493.090519,60.17312765,445.9141817,2.593515666,188.8266223,195.6265544,0.258378242,339.5568847
Myotis_oxyotus,2430953,5.65,0.98,49.67376521,117.2689241,1.716469846,11.68629272,60.59090804,213.4203103,1.511525754,96.13588898,342.5189376,0.180830105,154.413848
Myotis_peninsularis,22988,95.57726885,2.428444416,143.3105735,39.08495495,1.012200713,2.380263586,35.30278821,260.1763368,5.495413048,87.61201214,1622.659297,1.245600586,273.0016725
Myotis_pequinius,2915,56.80740928,2.236948834,121.4702239,35.84806045,1.838725428,1.182977572,61.21588501,277.6732955,4.416047644,49.04667271,208.3616892,1.26353111,187.6274034
Myotis_pilosus,211106,79.19498939,3.278099657,148.8709571,32.74118072,1.004472844,1.016224591,69.8361444,350.9643345,2.810995241,60.82411473,98.37945593,1.721212678,343.2685359
Myotis_planiceps,27481,87.58274532,3.053466501,139.3928663,33.7273267,1.086611692,1.121231684,31.48260562,228.0275713,4.26845273,48.93407787,2009.603244,1.293256607,276.5830365
Myotis_pruinosus,228338,62.72294829,3.430633459,129.368992,30.88957653,1.00695555,1.01395948,66.23982044,365.4286952,2.682083872,56.20133347,99.51834229,1.404735746,350.9890889
Myotis_punicus,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Myotis_ridleyi,145029,4.06,1.011220674,43.20419773,88.55328242,1.004062882,257.9450716,66.74800925,409.7789639,1.603775281,195.0345923,215.6890115,0.17697233,339.1137137
Myotis_riparius,14188693,4.57,0.98,48.26962755,110.9450137,1.707384221,40.33932998,55.68573623,183.352438,1.608642789,110.8210105,260.0509381,0.173,148.6582142
Myotis_rosseti,87396,3.29,1.112253622,43.1535735,78.78412607,1.011046692,285.1977957,60.00446511,366.028677,1.051623086,190.1961989,316.3512481,0.130304374,300.6252371
Myotis_ruber,1750799,4.99,1.114765115,47.21172906,84.86308241,1.658245767,25.06105754,37.974979,158.3342076,1.208750823,96.60123342,597.9165446,0.139136099,114.8528686
Myotis_rufopictus,968,7.07,1.630174184,62.6053223,52.10199176,1.57159445,1.9156548,38.26892761,179.617061,1.116003551,57.58858305,834.676261,0.270487267,140.3501936
Myotis_schaubi,94732,66.39065895,3.326519283,130.8743922,32.76445963,1.011046692,1,67.66570843,351.2631172,2.57249225,63.58208633,106.9478879,1.427348091,344.3787331
Myotis_scotti,396006,55.81238528,2.766950556,123.2203805,30.67850266,1.728029499,1,58.05765705,271.5621707,3.126384366,63.42420187,126.1469748,1.257039352,188.5748961
Myotis_septentrionalis,4947179,18.51109954,0.987272862,59.37381627,110.0795475,1,561.3818381,56.21597963,457.746662,4.110479083,180.9247594,210.4113634,0.448828006,337.9053098
Myotis_sicarius,2912,56.80740928,2.236948834,121.4702239,35.84806045,1.838725428,1.182977572,61.21588501,277.6732955,4.416047644,49.04667271,208.3616892,1.26353111,187.6274034
Myotis_siligorensis,1270991,2.93,0.98,45.98553415,91.28800605,1.781254186,6.542572149,48.0055091,135.5433779,1.121101495,81.45032608,322.1722354,0.10575,120.2936988
Myotis_simus,5046400,8.2,0.98,55.52478825,101.55737,1.863658874,5.074324695,47.44735943,169.0393793,1.570385078,79.75251011,317.3694993,0.298784713,125.3875936
Myotis_sodalis,1653517,7.15,0.99,47.43,80.91758392,1,28,46.07,356.56,4.53,240,238.9744042,0.260051676,298.7877921
Myotis_stalkeri,650,75.1127125,2.265705886,129.7668278,33.34289047,1.994374106,1.030538569,28.32134178,146.4616454,5.042803058,35.62984415,1849.231851,1.244602037,115.5385917
Myotis_thysanodes,3233047,8.49,0.99,52.39,53.55,1,219.1984219,22.69,311.6738608,2.53,219.6,462.339663,0.239427496,205.1342038
Myotis_tricolor,2252960,13.67,0.99,54.78188154,77.43,1,43.97141173,41.88,157.84,2.02288723,111.3166512,346.6244811,0.259,146.0420841
Myotis_velifer,2346957,9.82,0.99,57.00037255,63.77,1,5000,43,420.91,3.09,135.96,290.0939347,0.292917731,268.9584176
Myotis_vivesi,27976,25.63,0.99,70.52454637,114.0827828,1.019278909,118.6180898,59.77690035,349.9176455,2.82,120,310.6825036,0.558988232,277.3549694
Myotis_volans,4590337,8.71,0.99,59.82007697,120.249457,1,5.431965171,52.14946339,243.59,2.01,51,234.1217826,0.30239083,229.1752812
Myotis_welwitschii,1643773,15.88,0.997628116,58.57513576,108.5297533,1,630.0565194,58.65162734,468.2302081,2.989168371,196.0120328,191.1666515,0.391820288,327.0362326
Myotis_yanbarensis,1106,67.61816725,2.292846727,126.8029971,33.93867588,2.001483328,1.037706531,27.76569368,155.2766085,4.927358161,36.66767907,1518.046082,1.239861532,111.2165005
Myotis_yumanensis,3574574,5.15,0.99,47.70789768,78.82182163,1,30.73330441,45.33475906,245.3937466,0.79,105.96,356.6767398,0.13,213.9454248
Myrmecobius_fasciatus,3556,511.44,3.68,230,14,1,1,269.23,255,0.105364901,72,5.3,4.797795763,365
Myrmecophaga_tridactyla,14180040,29531.83,1,1124.72,182.74,1,1,79.96,1227.12,1500,312,1.1,131.1022325,428.7666503
Mysateles_garridoi,2220,95.77706994,3.19861797,146.6137807,33.4166395,1.145103192,1.182843974,31.74838774,174.2545335,4.254802516,46.9550307,2027.720086,1.373408275,207.9719099
Mysateles_gundlachi,438,234.6930042,2,199.6740336,41.54138362,2.074301772,1,50.62574989,192.6687337,10.74867532,47.55287183,171.8126707,3.523656376,134.6867716
Mysateles_meridionalis,247,75.7250443,2.55698154,142.1046992,29.57567369,3.074685004,1.107700957,20.28250424,89.24434881,5.183326572,34.12080377,1188.409821,1.188924297,57.79030757
Mysateles_prehensilis,438,1650,2,412.2769114,70.30489792,1.841379436,1.401593441,89.87407562,535.5939726,55.15819591,150.5275991,10.86699378,13.96275331,203.4712876
Mystacina_robusta,265229,27.41,4.07347482,94.33073146,25.54176323,2,1.122424014,26.80275729,89.78767345,1.990537308,35.90541077,536.0053795,0.720919476,45.8340181
Mystacina_tuberculata,116140,13.14,0.99,64.28277575,94.87281052,1,34.00832839,40.52690511,257.1614871,3.2,91.2,642.8149692,0.396558354,194.1034352
Mystromys_albicaudatus,578924,86.85,3,146.8599658,37,5.2,1,32,124.72,6.5,72,413.0009862,1.39,36
Myzopoda_aurita,142179,9.1,1.664750564,58,59.55745429,1.366169517,3.138705964,37.59358447,165.4775952,1.243607822,78.50382697,695.4933064,0.254066363,145.9629244
Myzopoda_schliemanni,142179,79.69129414,3.408799241,135.606981,33.38650508,1.027158762,1.140766047,31.13057001,240.7218538,3.903920064,46.53957965,1786.541888,1.310721894,258.2853018
Naemorhedus_baileyi,75508,28863.45,1.5,1040,212.91,1,1,105,540,1201.161966,219,1.799318636,114.9344207,365
Naemorhedus_caudatus,1745166,26999.99,1.211063275,1022.241742,181.8421065,1.004199514,2.813469156,83.47784928,464.760372,1587.303545,108.96,1.414256976,98.73818151,354.622456
Naemorhedus_goral,334184,28796.51,1,1060,212.91,1,8,59.27,1016.66,2000,211.2,2.759371851,123.4655124,365
Naemorhedus_griseus,448495,1195.151814,1.104385206,370.4325247,110.5763692,1.006716119,1.634990365,107.4146692,687.7741967,57.07216085,207.96,23.43423991,15.10964597,362.3730977
Nandinia_binotata,4314723,2167.2,1.84,498.51,65.35,2,1.487868183,63.81,1015,56,222,4.99,17.29,182.5
