IUCN.binomial,AllGeogRange,Body.mass.g,LitSz,AdultHeadBodyLen.mm,GestLen.d,LitPerYear,SocGrpSz,WeanAge.d,SMA.d,NeonateBodyMass.g,MaxLifepsan.m,PopDen.n.km2,brain.mass.g,IBI.d
Abeomelomys_sevia,10963,54.88,1,127.29,108.1133135,1.065721509,23.67815489,68.75990827,336.8106657,6.97877388,114.2705616,200.986876,1.187992239,339.9301632
Abrawayaomys_ruschii,105714,62.99,2.520982634,118.2117762,34.28253429,1.884924309,1.00695555,29.85642276,204.0929058,4.674794712,41.27359475,1427.417089,1.18328337,126.0926945
Abrocoma_bennettii,162359,250.5,4.86,190.5930704,30.03744545,2,1,54.55198376,243.0412992,6.622057022,27.6,143.85,2.829227052,149.8208279
Abrocoma_budini,5353,116.305,2.611646903,149.4849852,37.83412662,1.019436952,1.382399899,48.36407884,295.310815,6.164846168,69.45729005,292.5917666,1.644309899,299.8638663
Abrocoma_cinerea,532000,193.64,2.19,185.9209891,109.49,1.425646014,6,77.32552163,394.9346957,13.26,141.1683557,66.13580528,3.585613207,232.7514098
Abrocoma_famatina,5349,89.495,2.133509774,144.8918956,46.7082494,1.022281109,2.956330379,34.74369792,193.1126645,5.988616162,78.76955924,1536.323078,1.239033691,248.1111202
Abrocoma_uspallata,10111,164.2793,2.026377024,194.2181216,67.14606441,1.025660677,1.714722209,80.14683834,356.7938555,15.21812295,131.5054977,92.33010573,3.038861498,350.7538396
Abrocoma_vaccarum,5155,232.625,2.376904889,207.7672684,58.13024517,1.025660677,1.585478739,70.92303596,345.4521221,14.41708625,117.6768993,71.57550651,4.1976191,333.1551824
Abrothrix_andinus,947191,24.91,3.568618169,91.627233,24.58872208,1.851829772,1,57.9440038,219.9041084,0.672874091,53.52276755,92.71157802,0.638769938,151.949082
Abrothrix_hershkovitzi,29806,29.5,2.715327989,102.0293021,29.44296803,1.599352349,1.01395948,69.31221063,323.4819243,0.727095293,40.96193907,206.3900426,0.644581016,170.7914038
Abrothrix_illutea,69947,47.79,2.901185192,113.2543296,29.47614894,2.334736291,1.00695555,23.54199536,110.58617,3.981273986,34.76582384,1298.535767,1.086131137,53.16218903
Abrothrix_jelskii,607913,34.5,3.700482526,104.1298504,24.61823707,2.944236163,1.035264924,25.53665587,79.15554669,2.319768068,42.02019786,202.7971593,0.781227121,33.76964827
Abrothrix_lanosus,146238,27.83,2.196147565,100.3537976,34.17169187,1.827731209,1,66.08162165,299.6167348,1.055101878,44.01455735,106.0311009,0.737673905,160.5818502
Abrothrix_longipilis,750578,38.86,3.7,113.4482141,22.20952429,2.5,1.093026895,18.35117213,51.73,3.29,32.04799473,2777.2,0.796342811,17
Abrothrix_markhami,158,30,3.762538199,100.4399564,26.97182582,2.555786793,1.296312399,23.48464714,70.83986513,2.230503362,39.76490576,1084.924844,0.707461818,34.24504209
Abrothrix_olivaceus,10397,24.52,5.34,96.69,27.29780139,2,1.033929497,24.85038148,170.38,1.51943459,12,3211.81,0.604918819,94.24125536
Abrothrix_sanborni,84958,24.7,2.085621311,96.38871531,35.24840367,1.769650289,1,67.82035709,285.160977,1.01061794,43.8037831,113.3435117,0.706461752,164.9578248
Acerodon_celebensis,169512,384.84,0.98,201.25,139.0125489,1.88541783,37.94908586,103.0728224,457.3036901,34.19918542,183.4411497,39.43310088,5.884159003,195.2195347
Acerodon_humilis,18378,87.69400477,2.04299507,145.8645255,45.54574488,0.995772567,2.794142227,37.16187846,227.8756039,6.198728654,83.93237984,1091.667291,1.233030347,265.3016675
Acerodon_jubatus,277324,1087.04,1,345.5261945,157.1902189,1,1000,142.0607962,1102.4735,115.6296544,308.6737629,35.73405566,30.91521234,389.5596262
Acerodon_leucotis,12476,90.07010829,3.062004363,143.3646076,34.17697137,1.133824121,1.182028178,31.75550536,190.585894,4.428111162,46.99458404,1807.054497,1.341829329,243.6646826
Acerodon_mackloti,7386,467.93,0.98,201.8515341,135.5352772,2,500,121.3889145,459.5770431,36.08683907,175.9606736,92.16212284,5.015550531,202.3339234
Acinonyx_jubatus,9471817,50577.92,3.28,1480.43,92.24,0.65,1,91.42,741.97,441.66,228,0.01,94.8915,547.5
Acomys_airensis,6878250,11.45254634,0.999058665,51.55464191,117.3598541,1.004062882,560.7828264,60.37797786,441.5125622,2.783349754,185.5600346,237.6450444,0.288411568,323.5371931
Acomys_cahirinus,6878250,41.16,2.43,119.0287602,38.54,7.6,1.865341988,14,51.9,5.49,60,2366.22,0.65,34
Acomys_cineraceus,305434.6007,17.72584751,5.968795587,84.74,21.71796573,1.900835996,1,73.97899611,269.7839511,0.126966327,48.67153256,126.3638811,0.606667378,162.2971753
Acomys_dimidiatus,6878250,11.45254634,0.999058665,51.55464191,117.3598541,1.004062882,560.7828264,60.37797786,441.5125622,2.783349754,185.5600346,237.6450444,0.288411568,323.5371931
Acomys_ignitus,422872,24,2.597936247,97.96965231,27.20066532,1.798849635,1,67.08362294,283.1292229,0.683311166,43.10445859,119.2449958,0.674916223,165.5025927
Acomys_johannis,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Acomys_kempi,472195,21.99,5.212803721,92.9174637,23.12813702,1.85811627,1,63.79569161,278.5470399,0.294525011,54.16050727,85.44259465,0.647791779,179.1311564
Acomys_louisae,77348,20.19,4.27349164,97.85661483,29.68949993,1,1.033883443,66.75669362,338.8634656,0.328735722,36.58193148,242.6689516,0.519467694,337.0925484
Acomys_minous,8187,62.5,2.223680372,125.3789869,32.89483399,1.993575207,1.029325484,28.17191307,154.9174582,5.007063177,39.3398775,1897.477976,1.204455129,111.1925726
Acomys_mullah,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Acomys_nesiotes,9137,67.53878581,2.162840595,127.0209725,33.85195595,2.004539746,1.044924351,27.49440074,160.7464416,5.349017989,39.52734011,1770.963073,1.198499245,106.873853
Acomys_percivali,29003.56566,21.99,2.231323616,93.09540564,38.1,1.784923674,1.00695555,72.77493279,291.4354491,0.821114753,45.66351174,113.6784692,0.628063909,166.4746598
Acomys_russatus,166090,42.35,2.5,111.08,33.9,3.934255219,1.28747129,22.74247406,91,7,60,3487.07,1.004632846,38
Acomys_seurati,6878250,11.45254634,0.999058665,51.55464191,117.3598541,1.004062882,560.7828264,60.37797786,441.5125622,2.783349754,185.5600346,237.6450444,0.288411568,323.5371931
Acomys_spinosissimus,1839016,26.5,2.71,89.49064432,27.73226595,1.833764823,1.035264924,40.66019961,147.9442717,1.946406686,46.64973372,204.07,0.679376587,135.9197527
Acomys_subspinosus,88250,21.92,4.433373031,98.6173991,22.6732181,5.082035416,1.596767266,18.84913674,42.24154189,2.010241867,45.63768884,3543.88,0.620333901,26.43666155
Acomys_wilsoni,1648348,18.5,2.29,79.76,38.1,7.9,1.574153658,24.68954451,71.5018635,3.49,67.2,603.572315,0.585496691,40
Aconaemys_fuscus,260700,129.95,3.23,171.4111207,33.20262012,1.006305886,1.035264924,78.57793964,351.6704129,5.200237421,61.59429466,77.95268566,2.41684859,356.1278823
Aconaemys_porteri,30176,60.33739919,3.590917519,129.4845597,31.4664847,1.026368554,1,68.79513301,370.6805347,2.033016394,60.42649841,69.61100506,1.363248551,348.1659623
Aconaemys_sagei,10249,96.49,2.159286147,144.1949469,46.82355001,1.08262527,2.691049258,34.76287392,185.2041111,5.70239466,80.77079958,1776.750711,1.197997066,235.7847894
Acrobates_pygmaeus,1512950,13.84,2.8,83.14400899,43.56192905,2,14,97.5,272.11,0.01,86.4,899.99,0.48978293,183
Addax_nasomaculatus,1627700,96077.36,1,1670.303242,262.74,0.99,12,195,720,5633.76,308.04,1.486968145,201.5,360
Aegialomys_xanthaeolus,218519,79.79,3.178552819,140.7728007,33.04325249,1.00695555,1.021012126,61.25202678,336.2965207,3.889854381,59.6853979,157.9345147,1.581448901,335.9056829
Aepeomys_lugens,129954,37,3.16748353,109.5321134,32.05147104,1.186731513,1.064249979,32.33820228,194.9091886,2.149721352,40.62076236,924.4706947,0.775401888,229.9947356
Aepeomys_reigi,19121,87.10482772,2.007786742,145.8079157,47.68467114,1.005083146,2.834623906,37.15273503,231.1842207,6.145430554,86.24992991,1054.554509,1.211599734,261.0846831
Aepyceros_melampus,3716116,52591.69,0.98,1420,196.74,0.95,40,150,498.97,5238.4,213,13.36,171.359375,365
Aepyprymnus_rufescens,870770,2810.31,1.03,447.9081199,22.8,3,1,163.07,345.41,1.659712985,96,40,8.956610824,117
Aeretes_melanopterus,2249361,43.84821838,1.901368694,108.0785357,45.5774312,1.948179767,1.078531943,45.03562697,144.2355719,3.563306834,48.76347918,203.0144698,0.995753429,121.5179443
Aeromys_tephromelas,120883,1187,1.07,378.86,91.20283158,1.051497614,1.372480242,112.2686272,629.9559813,34.4191372,179.2330964,29.7236391,10.34,355.9768057
Aeromys_thomasi,94760,1430.19,1.11865776,340.5,94.58176937,1.711496114,1.414471666,114.2274477,559.1588347,56.10718903,164.97268,47.18514103,11.12237545,206.486351
Aethalops_aequalis,10865,94.08903748,2.118686651,146.4548577,46.43037698,1.013455961,2.80553142,35.09565715,214.9983094,5.747468923,84.07837299,1620.05812,1.220791742,254.5527317
Aethalops_alecto,10865,15,0.99,64.64520952,116.0665585,1.027578154,92.17153998,56.91660834,390.2534664,2.392190501,139.1634081,310.7168888,0.432866088,284.0811904
Aethomys_bocagei,850905,59.88767413,3.215601464,111.5616497,30.81758632,1.966784469,1.021012126,33.09224835,166.9065223,3.430080265,50.59159187,423.4524296,1.177980775,119.2046829
Aethomys_chrysophilus,4748697,80.85,3.09,141.52,26.17,3.771825616,1.16934331,24.88,96.05,4.43,48.51778494,66.18,1.25,29
Micaelamys_granti,212362,40,3.287163783,112.8880873,28.81521334,1.771706678,1,63.61841096,257.5603785,1.13632434,48.82210944,98.76614713,0.830953648,162.5556468
Aethomys_hindei,2299957,140.65,2.05,154.8019503,24.66,4.295236871,1.387480414,19.48060992,59.11,5.719910895,52.83584088,2191.47,1.42,44.76024264
Aethomys_ineptus,4748697,133.16,2.912013375,142,32.55547602,1.828624189,1.084055457,56.31210171,313.3795972,5.976689636,66.78188187,130.2114045,2.024083912,180.0833101
Aethomys_kaiseri,2276073,89.99,3,144.5842185,27,3.741459201,1.056336077,26,84.11406812,6.09,54.31963127,312.889908,1.340223829,55.87446073
Micaelamys_namaquensis,2790747,57.1,3.49,109.5663712,21.99,2,1,27.5,70.45846817,2.5,56.4,1378.9,0.611,41.23655873
Aethomys_nyikae,674964,77.01,3.56,119.8894155,25.40810794,2.394600719,1.01395948,24.76578133,108.6388294,3.996574588,40.18408457,625.701487,1.112678885,51.87392877
Aethomys_silindensis,23507,87.88043671,2.039761684,145.6309403,46.48376853,1.031638503,2.597713821,36.01385124,235.4974239,6.093687138,80.37441934,1384.339077,1.204597736,260.354982
Aethomys_stannarius,122377,77.65228664,3.124350826,142.1847165,33.83531821,1.011046692,1.160651469,57.09827042,346.0650003,4.371003948,63.36143371,182.9428177,1.613643815,333.9793274
Aethomys_thomasi,331721,60.3014397,3.968401973,128.9713533,31.72068402,1.01395948,1.01395948,67.25066662,354.8540593,2.030968054,61.3153743,81.54111832,1.444314106,346.6341127
Ailuropoda_melanoleuca,8466,117999.99,1.62,1345.98,134.99,0.7,1,178.98,2413.02,104.39,360,0.18,221.1840725,638.75
Ailurops_ursinus,169512,10000,1.148914268,615.1430439,123.6017447,1.030678804,1.243577309,92.89212737,478.6691538,252.1408719,122.0494108,12.34705785,35.30413499,345.7809739
Ailurus_fulgens,820038,5170.08,1.7,582.32,131.5,1,2,136.87,604.05,104.04,168,17.33231881,43.19172861,365
Akodon_aerosus,270292,59.99,3.742489272,130.7263283,31.23645266,1,1.021012126,66.17515276,350.7116922,2.235622668,60.56193547,87.62222038,1.474004509,350.8979373
Akodon_affinis,104318,24.89,2.306141209,96.95053515,31.6054329,1.757361823,1.00695555,64.96643601,294.4405619,0.598245239,43.06352209,139.6483817,0.674657808,166.4011349
Akodon_albiventer,558723,25.95,2.659794226,100.2480541,27.25608909,1.885851239,1,64.89565255,256.2440272,0.741896474,46.1455023,104.719127,0.685989689,161.4738661
Akodon_azarae,1712887,25.27,4.59,98.98136155,23,1.25,1.396403164,14.44,61.87,2.2,12,7679.65,0.642,135
Neomicroxus_bogotensis,125149,12.99,1.007542279,59.44126375,113.1937778,1,578.4556127,56.66088447,464.2129174,2.805243334,191.7145647,231.1790843,0.40892955,320.6838536
Akodon_boliviensis,383922,27.5,4.86,101.729712,22.4938399,3.143498391,1.216122187,23.47773571,54.51779711,2.031217221,33.24051929,1020.369166,0.699665314,28.73856828
Akodon_budini,40200,26.9,2.349081528,100.5496251,30.8671149,1.784496322,1,67.31282717,291.7405991,0.709488223,42.34233221,128.235187,0.708530979,165.5371605
Akodon_cursor,1875654,39.84,3,111.4048099,23.1,6,1,14.1,42,2.811110173,35.54596554,442.88,0.705575077,30
Akodon_dayi,232661,32.49,2.260356208,103.0756618,32.85158691,1.898541952,1.00695555,59.05150899,244.1881712,1.856940172,46.94248184,110.1630912,0.806689766,147.283054
Akodon_dolores,124743,50.49,3.89,110.0829403,26.65147124,2.268615775,1.021012126,24.53906215,90.18036461,2.94,33.31095917,869.9784421,0.876483252,46.37275626
Akodon_fumeus,187650,22.69,5.802114582,101.9629169,26.81833155,1.004062882,1.0509538,75.39218788,363.4904906,0.116583439,40.03897839,351.8306678,0.691303642,358.9571592
Akodon_iniscatus,694481,28.7,3.173179768,92.22792058,29.92193378,1.881456543,1.028113827,37.14227639,143.8773047,2.118492299,41.02504019,332.9466786,0.709571151,133.5578416
Akodon_juninensis,137691,38.99,2.765860963,112.8029395,31.51763378,1.80239137,1,63.50274569,266.0564315,1.529495058,53.12384367,97.21053544,0.873476683,165.8622302
Akodon_kofordi,18035,29.49,2.425182496,97.83592558,32.30536104,1.794807285,1.03757763,67.54320792,314.9310253,0.758525466,41.37317199,166.229087,0.650564576,171.9145857
Neomicroxus_latebricola,36322,38.99,2.821956047,112.6071425,31.69157085,1.807736576,1.023292992,60.57617512,283.0641124,1.983152717,52.43154994,122.6289386,0.926486202,169.1115441
Akodon_leucolimnaeus,51266.5584,25.5,6.474722775,101.3152769,28.89578154,1,1.071773463,92.25365143,343.924965,0.028285985,35.75943526,500.866691,0.772182814,365
Akodon_lindberghi,9407,26.4,2.421219579,98.05308459,31.44968784,1.777289341,1,67.4171526,276.5485183,0.731823115,43.3765626,159.3297827,0.631971075,166.8437183
Akodon_lutescens,340541,20.69,3.706527886,97,26.10642515,2.283871545,1.047934739,24.80391117,95.88138826,1.933975323,35.97298593,702.2734077,0.619383699,40.3546286
Akodon_mimus,60320,23.99,2.751557825,93.02446099,31.79036141,1.680342912,1.184208549,36.74175639,216.1162439,2.101134415,43.18248426,825.4705526,0.614612561,177.2182128
Akodon_molinae,338064,32.99,3.77,106.8399191,23,2.4862806,1.190359306,26,28.07,2.94,30.08419385,945.8271152,0.740211908,30
Akodon_mollis,298744,30.39,2.689868493,105.6739747,29.94342112,1.927367276,1,56.31417867,194.1293703,1.1932067,46.79970363,125.3894852,0.72052741,146.2389573
Akodon_montensis,794562,34.65,1.030206807,75,111.6861871,1.004062882,134.6472566,57.84446356,417.5341772,5.516785868,159.7163178,222.1920609,0.613124707,309.7124507
Akodon_neocenus,165872,42.39,2.356080563,115.1225312,37.15277159,1.945024315,1.022215413,30.07576136,189.0284548,4.374604993,43.47251073,1303.487852,1.021866403,95.3258253
Akodon_oenos,8321,66.0009142,2.572005718,122.254013,31.61729449,2.185808662,1.015154456,26.48314884,151.3785203,4.592583403,36.27578957,1543.179054,1.1918451,88.50100868
Akodon_orophilus,132017,38.99,2.069428594,117.4866959,38.17529432,1.885130865,1,56.85317192,244.0448094,4.735094163,56.76744173,189.5786573,1.100319846,161.970982
Akodon_paranaensis,322517,57.18060296,3.215221226,113.6313989,27.1216084,2.316676428,1.00695555,23.80259525,116.9464905,3.540248786,35.18009575,1142.260476,1.004333842,44.79103881
Akodon_pervalens,21570,87.99235545,2.673957721,137.2297177,35.47510276,1.39470345,1.12639968,32.37555678,176.4182998,4.680636552,45.01746314,1387.245448,1.256933541,198.091084
Akodon_philipmyersi,5412,23,1.862908071,79.05114837,41.32820731,1.860327719,1.106971271,59.93474335,232.586217,1.568389722,35.81364757,227.0138523,0.55819564,146.6389047
Akodon_reigi,63433,80.58216653,2.909562356,132.3281928,33.03161624,1.350744556,1.132645979,30.17050873,176.5191525,4.04321596,46.87050422,1374.801761,1.172672331,157.9838514
Akodon_serrensis,50819,28.3,2.114398605,95.97,35.48746446,1.823657292,1,66.83514567,270.8251016,1.124319157,43.71394778,115.0446814,0.718992527,157.1307408
Akodon_siberiae,54971,34.6,3.209984238,112.0659163,32.84544261,1.014740134,1.01395948,74.19368873,379.9203259,0.685167394,43.12527769,149.7446662,0.820760166,358.6678284
Akodon_simulator,230464,42.5,3.204276701,117.4294001,30.43000784,1.00731952,1.029325484,56.61622716,363.5291766,1.572362971,38.26286539,238.3437723,0.996904992,356.0987794
Akodon_spegazzinii,83121,28.6,4.20993029,98.99,25.34397182,2.355826175,1.263175985,25.586183,85.22010684,2.16275135,42.26951015,968.7357458,0.740174669,39.97831384
Akodon_subfuscus,414042,30.39,4.518111244,101.9265659,22.06533752,2.751669403,1.131572405,22.49943862,43.87283347,2.30690764,30.84790863,850.311421,0.68708488,28.95126578
Akodon_surdus,24539,38.99,3.269598574,115.4782713,32.86836558,1.011046692,1.00695555,67.89751948,369.6472275,1.276396732,40.77226426,140.1042375,0.926228868,359.6558689
Akodon_sylvanus,48162,38.99,3.322929082,114.3658555,32.4618762,1.00695555,1,67.81622568,353.4927109,0.975935279,45.63662741,155.1190644,0.869835323,359.6558689
Akodon_toba,517070,51.2,4.120942098,126.9676128,30.5255135,1.004062882,1,64.20172486,344.1956979,2.221226735,61.57848601,97.85544562,1.379183976,354.0804267
Akodon_torques,17496,38.99,3.277113211,119.1489624,32.7374914,1.018862904,1.021012126,64.68126643,356.8853322,1.668537254,37.42061648,156.4474502,0.928429596,359.6558689
Akodon_varius,225395,40,3,118.6222529,32.66471853,1.011412141,1.036485009,57.13804221,366.0087241,1.954339293,42.05385722,208.3718194,0.971011997,356.2217053
Alcelaphus_buselaphus,5307038,160937.86,1,1974.99,242.66,1,8,188.73,827.69,12500,240,3.65,284.95,345.5
Alces_alces,24213850,461900.76,1.25,2930.47,235,1.7,1,98.85,668.2,12999.99,324,0.4,440,365
Alces_americanus,24213850,541460.44,1,2097.16,245,1.026812957,5.523434841,182.5,631.37,13499.99,300,1.690977157,407,377.1287288
Alionycteris_paucidentata,97530,16.24,2.781528903,63.8,35.36665152,1.536178763,1.229709065,35.30056366,203.7657668,1.109015198,36.66335611,1117.328154,0.360041878,163.5329938
Allactaga_balikunica,33299,72.5,3.605579714,140.4080882,32.42811257,1.009205015,1,71.65792051,361.4272276,1.407646976,61.81752848,78.2362386,1.540517676,352.0662577
Allactaga_bullata,343698,72.5,2.52,143.5280368,34.35629151,1.020353392,1.06381562,66.84574271,339.2020509,4.384610235,69.94552926,129.0331494,1.722794484,333.263351
Allactaga_elater,3419846,59,4.47,123.1222495,27.82173096,2,1,32.31,105.22,3.266164027,62.4,500,1.120280949,183
Allactaga_euphratica,1127741,232,4.99,211.0493609,32.54604469,2.5,1,44.91924064,218.2447481,7.39181734,50.4,100,3.360166773,146
Allactaga_firouzi,8805,64.05227862,2.301410099,123.8180897,32.04637815,2.391597717,1.015154456,26.33935806,137.6549431,4.917039169,36.99916065,1308.205635,1.158514865,79.46675172
Allactaga_hotsoni,4913,76.5,3.617675788,154.0054698,32.11611096,1.000488021,1.040024692,73.02800283,355.1593345,1.890894752,58.79588405,76.48731583,1.620480285,343.2481342
Allactaga_major,3341989,350,3.49,220.4538104,37.30109787,1.002233927,1.758664592,45.36,377.57,11.13141283,84,306.3328524,3.905535899,303.4741949
Allactaga_severtzovi,1748037,159,3.93,176.6218159,30.07070385,1.018079078,1,76.48484333,350.7684621,2.772712732,56.63657098,59.98718348,2.314748634,356.9434792
Allactaga_sibirica,7206683,97.5,3.44,165.3442014,31.370307,1,1.016224591,67.87558309,330.1246971,2.993103754,54,73.81225012,2.036447107,365
Allactaga_tetradactyla,295569,52,2.888257644,124.724075,32.06175264,1.813205204,1.033883443,56.53718728,310.5428245,3.411512486,53.81901488,132.2527674,1.182806972,179.038523
Allactaga_vinogradovi,13233,84.33881514,2.072199759,145.3362348,46.60847249,1.013635374,2.981558052,36.48589403,223.0819886,5.875107606,78.42543164,1322.209479,1.214297629,264.5727911
Allactaga_williamsi,13233,84.33881514,2.072199759,145.3362348,46.60847249,1.013635374,2.981558052,36.48589403,223.0819886,5.875107606,78.42543164,1322.209479,1.214297629,264.5727911
Allactodipus_bobrinskii,228837,65,5.15,121.9884051,25.76744885,2.416521439,1.016224591,23.31200657,98.24525521,3.626453249,31.51603743,930.2356247,1.036832077,44.62582207
Allenopithecus_nigroviridis,579387,4749.96,1.01,459.99,146.0652756,0.893312941,40,106.15,1095.134332,240.71,276,24.58200633,59.09826,408.4415287
Allocebus_trichotis,54803,78.09,1,133.99,63.21733029,1,1,58.39158446,330.4152341,6.743290987,79.04764249,300.1787872,1.216087578,317.8687322
Allocricetulus_curtatus,1088875,47.83,5.19,109.515431,23.97811031,3.107313621,1.128203608,24.83427222,75.35278669,2.755412465,39.59655588,311.2391533,0.830119599,34.16309727
Allocricetulus_eversmanni,1360313,115.56,4.99,158.5084106,26.85694706,2,1.002233927,61.57672761,261.4643389,3.164934856,58.41354677,81.70774572,1.843598058,167.6814375
Alopex_lagopus,10077299,3584.37,7.65,564.81,52.99,0.92,1,49.5,293.89,69.17,180,0.1,36.9125,365
Alouatta_arctoidea,5495352,6398.31,1.42,560.21,189.9,0.666155648,7.2,370.04,1690.22,293.42,300,44.49,56.38945101,507.35
Alouatta_belzebul,4363516,6157.91,1.557813252,550.38,113.9172415,0.995367835,7.4,115.1219982,724.9760594,161.6432174,220.3989485,17,43.22692352,361.0674571
Alouatta_caraya,2863017,5576.96,1.01,558.16,185.92,0.98,8.1,323.16,1276.72,260.6,243.6,80,43.86848497,337.62
Alouatta_discolor,4363516,6157.91,1.557813252,550.38,113.9172415,0.995367835,7.4,115.1219982,724.9760594,161.6432174,220.3989485,17,43.22692352,361.0674571
Alouatta_guariba,1013509,5188.33,1.233225549,514.53,122.7730614,0.993435823,7.4,141.9986031,741.1823462,130.6349173,230.9148347,89.09,32.28382872,365.8615556
Alouatta_juara,5495352,6398.31,1.42,560.21,189.9,0.666155648,7.2,370.04,1690.22,293.42,300,44.49,56.38945101,507.35
Alouatta_macconnelli,1023221,7250,1.3708947,561.5949822,116.4602159,1.00775852,2.401480375,115.9224304,634.7324354,198.3582034,204.4853149,16.99131511,41.17953338,354.8684075
Alouatta_nigerrima,229807,6320,1.274614503,553.8906195,104.887835,1.013308869,2.416535866,110.9777604,719.1036773,155.2327461,221.4964556,14.32929041,37.58564918,358.5569372
Alouatta_palliata,640596,6576.99,1.02,576.35,185.42,0.6,12.9,495.6,1578.42,318.29,300,58.99,52.90827903,684.37
Alouatta_pigra,235419,7172.06,1.01,566.94,185.92,0.934952445,5.5,167.8030419,842.066382,480,240,8.53,75.232736,371.6230026
Alouatta_puruensis,5495352,6398.31,1.42,560.21,189.9,0.666155648,7.2,370.04,1690.22,293.42,300,44.49,56.38945101,507.35
Alouatta_sara,406919,6611.04,1.373003411,552.4443397,110.8668704,1.015833235,2.477753649,101.756754,696.02525,171.2992343,216.5300873,15.51456801,39.15605588,355.7819119
Alouatta_seniculus,5495352,6398.31,1.42,560.21,189.9,0.7,7.2,370.04,1690.22,293.42,300,44.49,50.48106,507.35
Alouatta_ululata,4363516,6157.91,1.557813252,550.38,113.9172415,0.995367835,7.4,115.1219982,724.9760594,161.6432174,220.3989485,17,43.22692352,361.0674571
Alticola_albicaudus,7615,66.14714539,2.413068012,123.6965565,31.94416697,2.116410526,1.030538569,27.38925518,156.8311551,4.84985516,39.21231134,1682.113577,1.226108805,95.94858316
Alticola_argentatus,1252252,37.69,4.57,107.18,23.56899074,3,1.087901683,25.81275917,70.54762395,2.230007339,40.42955184,270.1397807,0.737234889,31.85535856
Alticola_barakshin,411197,123.267157,3.680546817,170.4320773,31.58644702,1,1,85.66944905,360.1326393,2.441445839,58.38322107,50.82672135,2.324187094,361.4452558
Alticola_lemminus,2121333,18.66904326,3.770954714,87.97678311,23.88531658,1.898699815,1.00695555,53.80271705,206.1441936,0.829678926,47.40544359,120.7192286,0.528536208,147.6575022
Alticola_macrotis,671450,36,3.578142877,105.2781087,25.24625049,2.753958181,1.021012126,25.98024899,83.02910687,2.35822626,43.22254632,225.2678632,0.779729096,34.53761479
Alticola_montosa,7967,58.87143997,2.269954971,123.4875607,33.44634653,1.910188051,1.029325484,28.8418158,163.0583951,4.710110583,38.18817023,1747.94273,1.170379444,115.4033733
Alticola_olchonensis,426763,58.31559001,2.173240767,116.94794,33.74567365,1.871389236,1.037706531,30.44213301,193.6196837,4.620474249,41.80149301,1252.840406,1.140717995,115.6517602
Alticola_roylei,448950,37,5.44,110.5314925,22.46538528,10,1.414268752,17.02466943,43.99106996,2.416292177,44.3979966,2169.374252,0.641073567,25.90173261
Alticola_semicanus,1181238,297.5031501,2.890305642,225.2515171,36.29233137,1.991654592,1.00695555,50.70879056,222.5717607,8.969998623,45.6,68.03683516,4.013960856,136.9347562
Alticola_stoliczkanus,1906140,30.14,7.77,108.4,21.06201888,3.497268742,1.323938063,20.41172009,45.70571566,1.871249326,39.3363837,1112.942308,0.631281479,26.59812683
Alticola_strelzowi,436501,49.99,6.9,116.65,20.85,2.25,9.5,17,84.82246868,3,54.47146106,1089.396119,0.829189743,34.09
Alticola_tuvinicus,426763,58.31559001,2.173240767,116.94794,33.74567365,1.871389236,1.037706531,30.44213301,193.6196837,4.620474249,41.80149301,1252.840406,1.140717995,115.6517602
Amblysomus_corriae,161280,44.845,2.644869108,116.0670703,29.04972602,2.562930619,1.01395948,23.2050173,95.53836196,4.119942771,34.78755707,1106.692497,0.983523229,44.76957446
Amblysomus_hottentotus,358313,62.6,1.86,121.49,33.63820594,2,1,24.54707047,103.9622067,4.5,12,1000,1.129572565,74.34924437
Amblysomus_marleyi,3991,36.245,2.610023714,111.2978444,32.42224286,1.837055735,1.015154456,65.58000856,253.0630478,1.366518278,45.66320019,128.3200499,0.806510943,159.5351138
Amblysomus_septentrionalis,23088,25.35,2.731494128,100.8174513,29.82550645,1.793635309,1,72.15575641,322.9395575,0.628902962,41.18421341,151.3328934,0.691773409,175.339105
Ametrida_centurio,4543020,10.61,0.98,53.83506389,92.77317236,1.912299992,8.222015523,45.64474101,155.1827738,1.546920649,79.86973365,334.567554,0.29,113.9484853
Ammodillus_imbellis,63152,49.99,2.714066674,95.49,31.00611208,2.312352824,1,24.01188616,108.3725268,3.595476585,39.39758305,1118.364961,1.024059137,48.64562057
Ammodorcas_clarkei,470830,28049.81,1,1509.96,200,1,1,101.9218396,450,2308.360373,36,0.73,124.4416301,365
Ammospermophilus_harrisii,269291,126.57,6.32,159.17,29.19,1,1.750415686,48.63,198.57,3.59,127.2,24.97,2.24,266.9388923
Ammospermophilus_interpres,302516,112.53,9.36,151.34,26.31236512,1.25,1.247768112,55.91063566,345.3713333,2.298765274,63.18038206,159.8507687,1.679951215,253.4427746
Ammospermophilus_leucurus,847080,103.92,8,151.14,29.38,1.25,1.181346358,64.51,377.37,2.9,69.6,14.49,2.33,248.015199
