TaxID,Order,Family,Genus,species,AdultBodyMass_g,GenerationLength_d,Sources_AdultBodyMass,Max_longevity_d,Sources_Max_longevity,Rspan_d,AFR_d,Data_AFR,Calculated_GL_d,,Sources_GL
42641,Rodentia,Muridae,Abditomys,Abditomys_latidens,268.09,639.6318318,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
17879,Rodentia,Muridae,Abeomelomys,Abeomelomys_sevia,54.88,624.3996409,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
16,Rodentia,Cricetidae,Abrawayaomys,Abrawayaomys_ruschii,62.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
42656,Rodentia,Abrocomidae,Abrocoma,Abrocoma_bennettii,250.5,1032.923574,PanTHERIA,839.5,PanTHERIA;AnAge,no_information,no_information,no_information,no_information,,Mean_order_same_mass
18,Rodentia,Abrocomidae,Abrocoma,Abrocoma_boliviensis,158,1032.923574,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
136334,Rodentia,Abrocomidae,Abrocoma,Abrocoma_budini,116.305,1032.923574,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
42657,Rodentia,Abrocomidae,Abrocoma,Abrocoma_cinerea,193.64,1032.923574,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
136367,Rodentia,Abrocomidae,Abrocoma,Abrocoma_famatina,89.495,717.7762436,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
136525,Rodentia,Abrocomidae,Abrocoma,Abrocoma_shistacea,109.39,1032.923574,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
136302,Rodentia,Abrocomidae,Abrocoma,Abrocoma_uspallata,164.2793,1032.923574,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
136546,Rodentia,Abrocomidae,Abrocoma,Abrocoma_vaccarum,232.625,1032.923574,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_order_same_mass
4803,Rodentia,Cricetidae,Abrothrix,Abrothrix_andinus,24.91,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
734,Rodentia,Cricetidae,Abrothrix,Abrothrix_hershkovitzi,29.5,589.3882991,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
735,Rodentia,Cricetidae,Abrothrix,Abrothrix_illutea,47.79,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
4804,Rodentia,Cricetidae,Abrothrix,Abrothrix_jelskii,34.5,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
740,Rodentia,Cricetidae,Abrothrix,Abrothrix_lanosus,27.83,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
743,Rodentia,Cricetidae,Abrothrix,Abrothrix_longipilis,38.86,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
745,Rodentia,Cricetidae,Abrothrix,Abrothrix_markhami,30,589.3882991,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
751,Rodentia,Cricetidae,Abrothrix,Abrothrix_olivaceus,24.52,589.3882991,PanTHERIA,365,PanTHERIA,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
754,Rodentia,Cricetidae,Abrothrix,Abrothrix_sanborni,24.7,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
137,Chiroptera,Pteropodidae,Acerodon,Acerodon_celebensis,384.84,1642.5,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
138,Chiroptera,Pteropodidae,Acerodon,Acerodon_humilis,646.6033333,1642.5,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
139,Chiroptera,Pteropodidae,Acerodon,Acerodon_jubatus,1087.04,3650,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
140,Chiroptera,Pteropodidae,Acerodon,Acerodon_leucotis,646.6033333,1460,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
142,Chiroptera,Pteropodidae,Acerodon,Acerodon_mackloti,467.93,1825,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
219,Carnivora,Felidae,Acinonyx,Acinonyx_jubatus,50577.92,2190,PanTHERIA,7117.5,PanTHERIA;AnAge;Carn_Ung,5900.23,1217.27,PanTHERIA,2928.3367,,GMA
44936,Rodentia,Muridae,Acomys,Acomys_airensis,38.657,650.0125,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
263,Rodentia,Muridae,Acomys,Acomys_cahirinus,41.16,650.0125,PanTHERIA,1989.25,PanTHERIA;AnAge,1886.25,103,PanTHERIA,650.0125,,Rspan-AFB
264,Rodentia,Muridae,Acomys,Acomys_cilicicus,48,650.0125,Encyclopedia_of_Life_(eol.org),1460,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
265,Rodentia,Muridae,Acomys,Acomys_cineraceus,19.24,650.0125,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
136471,Rodentia,Muridae,Acomys,Acomys_dimidiatus,50,650.0125,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
266,Rodentia,Muridae,Acomys,Acomys_ignitus,24,650.0125,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
44938,Rodentia,Muridae,Acomys,Acomys_johannis,63.85388804,650.0125,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
267,Rodentia,Muridae,Acomys,Acomys_kempi,21.99,650.0125,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
268,Rodentia,Muridae,Acomys,Acomys_louisae,20.19,650.0125,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
269,Rodentia,Muridae,Acomys,Acomys_minous,62.5,650.0125,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
270,Rodentia,Muridae,Acomys,Acomys_mullah,63.85388804,650.0125,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
271,Rodentia,Muridae,Acomys,Acomys_nesiotes,36.66833977,650.0125,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
272,Rodentia,Muridae,Acomys,Acomys_percivali,21.99,650.0125,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
273,Rodentia,Muridae,Acomys,Acomys_russatus,42.35,650.0125,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
44939,Rodentia,Muridae,Acomys,Acomys_seurati,38.657,650.0125,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
274,Rodentia,Muridae,Acomys,Acomys_spinosissimus,26.5,650.0125,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
275,Rodentia,Muridae,Acomys,Acomys_subspinosus,21.92,650.0125,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
276,Rodentia,Muridae,Acomys,Acomys_wilsoni,18.5,650.0125,PanTHERIA,2044,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
278,Rodentia,Octodontidae,Aconaemys,Aconaemys_fuscus,129.95,1310.04695,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136331,Rodentia,Octodontidae,Aconaemys,Aconaemys_porteri,113.22,1310.04695,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
279,Rodentia,Octodontidae,Aconaemys,Aconaemys_sagei,96.49,1310.04695,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family
40584,Diprotodontia,Acrobatidae,Acrobates,Acrobates_pygmaeus,13.84,997.9661,PanTHERIA,2920,PanTHERIA;AnAge,2707.09,212.91,PanTHERIA,997.9661,,Rspan-AFB
512,Cetartiodactyla,Bovidae,Addax,Addax_nasomaculatus,96077.36,2555,PanTHERIA,9653.033333,PanTHERIA;AnAge;Carn_Ung,8586.173333,1066.86,PanTHERIA,3556.850267,,GMA
15595,Rodentia,Cricetidae,Aegialomys,Aegialomys_galapagoensis,64.5,589.3882991,Verde_Arregoitia_et_al._2013,608.3333334,PanTHERIA,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
15616,Rodentia,Cricetidae,Aegialomys,Aegialomys_xanthaeolus,79.79,589.3882991,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
548,Rodentia,Cricetidae,Aepeomys,Aepeomys_lugens,37,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136484,Rodentia,Cricetidae,Aepeomys,Aepeomys_reigi,37,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
550,Cetartiodactyla,Bovidae,Aepyceros,Aepyceros_melampus,52591.69,2674.111667,PanTHERIA,7433.833333,PanTHERIA;AnAge;_Carn_ung,6703.833333,730,PanTHERIA,2674.111667,,Rspan-AFB
40558,Diprotodontia,Potoroidae,Aepyprymnus,Aepyprymnus_rufescens,2810.31,1327.5927,PanTHERIA,3796,PanTHERIA;AnAge,3476.63,319.37,PanTHERIA,1327.5927,,Rspan-AFB
555,Rodentia,Sciuridae,Aeretes,Aeretes_melanopterus,246.4344257,1384.121263,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
556,Rodentia,Sciuridae,Aeromys,Aeromys_tephromelas,1187,2015.755102,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
557,Rodentia,Sciuridae,Aeromys,Aeromys_thomasi,1430.19,2015.755102,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136541,Chiroptera,Pteropodidae,Aethalops,Aethalops_aequalis,15,1553.790873,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
565,Chiroptera,Pteropodidae,Aethalops,Aethalops_alecto,15,1553.790873,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
568,Rodentia,Muridae,Aethomys,Aethomys_bocagei,63.85388804,624.3996409,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
569,Rodentia,Muridae,Aethomys,Aethomys_chrysophilus,80.85,624.3996409,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
570,Rodentia,Muridae,Micaelamys,Micaelamys_granti,40,624.3996409,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
571,Rodentia,Muridae,Aethomys,Aethomys_hindei,140.65,639.6318318,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
44990,Rodentia,Muridae,Aethomys,Aethomys_ineptus,133.16,639.6318318,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
572,Rodentia,Muridae,Aethomys,Aethomys_kaiseri,89.99,624.3996409,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
573,Rodentia,Muridae,Micaelamys,Micaelamys_namaquensis,62,624.3996409,Smith_et_al._2003,1715.5,AnAge,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
574,Rodentia,Muridae,Aethomys,Aethomys_nyikae,77.015,624.3996409,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
567,Rodentia,Muridae,Aethomys,Aethomys_silindensis,83.48586401,624.3996409,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
575,Rodentia,Muridae,Aethomys,Aethomys_stannarius,83.48586401,624.3996409,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
576,Rodentia,Muridae,Aethomys,Aethomys_thomasi,63.85388804,624.3996409,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
712,Carnivora,Ursidae,Ailuropoda,Ailuropoda_melanoleuca,118000,5246.699417,PanTHERIA,11777.33333,PanTHERIA;AnAge;_Carn_ung,9455.808333,2504.515,calculated,5246.699417,,Rspan-AFR(SM+Gest)
136218,Diprotodontia,Phalangeridae,Ailurops,Ailurops_melanotis,8500,2000.363913,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
40637,Diprotodontia,Phalangeridae,Ailurops,Ailurops_ursinus,10000,2000.363913,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family
714,Carnivora,Ailuridae,Ailurus,Ailurus_fulgens,5170.08,3650,PanTHERIA,5718.333333,PanTHERIA;AnAge;Carn_Ung,4957.923333,760.41,PanTHERIA,2198.207767,,GMA
723,Rodentia,Cricetidae,Akodon,Akodon_aerosus,59.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
724,Rodentia,Cricetidae,Akodon,Akodon_affinis,24.89,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
725,Rodentia,Cricetidae,Akodon,Akodon_albiventer,25.95,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136432,Rodentia,Cricetidae,Akodon,Akodon_aliquantulus,19.3,589.3882991,Encyclopedia_of_Life_(eol.org),no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
726,Rodentia,Cricetidae,Akodon,Akodon_azarae,25.27,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
727,Rodentia,Cricetidae,Neomicroxus,Neomicroxus_bogotensis,12.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
728,Rodentia,Cricetidae,Akodon,Akodon_boliviensis,27.5,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
729,Rodentia,Cricetidae,Akodon,Akodon_budini,26.9,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
730,Rodentia,Cricetidae,Akodon,Akodon_cursor,39.84,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
731,Rodentia,Cricetidae,Akodon,Akodon_dayi,32.49,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
732,Rodentia,Cricetidae,Akodon,Akodon_dolores,50.49,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
733,Rodentia,Cricetidae,Akodon,Akodon_fumeus,22.69,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
736,Rodentia,Cricetidae,Akodon,Akodon_iniscatus,28.7,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
737,Rodentia,Cricetidae,Akodon,Akodon_juninensis,38.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
739,Rodentia,Cricetidae,Akodon,Akodon_kofordi,29.49,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
741,Rodentia,Cricetidae,Neomicroxus,Neomicroxus_latebricola,38.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136729,Rodentia,Cricetidae,Akodon,Akodon_leucolimnaeus,25.5,589.3882991,Encyclopedia_of_Life_(eol.org),no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
742,Rodentia,Cricetidae,Akodon,Akodon_lindberghi,26.4,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
753,Rodentia,Cricetidae,Akodon,Akodon_lutescens,20.69,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
746,Rodentia,Cricetidae,Akodon,Akodon_mimus,23.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
747,Rodentia,Cricetidae,Akodon,Akodon_molinae,32.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
748,Rodentia,Cricetidae,Akodon,Akodon_mollis,30.39,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136197,Rodentia,Cricetidae,Akodon,Akodon_montensis,34.65,589.3882991,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136260,Rodentia,Cricetidae,Akodon,Akodon_mystax,32.51675676,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
749,Rodentia,Cricetidae,Akodon,Akodon_neocenus,42.39,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136408,Rodentia,Cricetidae,Akodon,Akodon_oenos,32.51675676,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
752,Rodentia,Cricetidae,Akodon,Akodon_orophilus,38.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136483,Rodentia,Cricetidae,Akodon,Akodon_paranaensis,32.51675676,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136676,Rodentia,Cricetidae,Akodon,Akodon_pervalens,32.51675676,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136753,Rodentia,Cricetidae,Akodon,Akodon_philipmyersi,23,589.3882991,Animal_Diversity,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
136693,Rodentia,Cricetidae,Akodon,Akodon_reigi,32.51675676,589.3882991,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
755,Rodentia,Cricetidae,Akodon,Akodon_sanctipaulensis,27.1,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
756,Rodentia,Cricetidae,Akodon,Akodon_serrensis,28.3,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
757,Rodentia,Cricetidae,Akodon,Akodon_siberiae,34.6,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
758,Rodentia,Cricetidae,Akodon,Akodon_simulator,42.5,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
759,Rodentia,Cricetidae,Akodon,Akodon_spegazzinii,28.6,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
760,Rodentia,Cricetidae,Akodon,Akodon_subfuscus,30.39,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
761,Rodentia,Cricetidae,Akodon,Akodon_surdus,38.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
762,Rodentia,Cricetidae,Akodon,Akodon_sylvanus,38.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
763,Rodentia,Cricetidae,Akodon,Akodon_toba,51.2,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
764,Rodentia,Cricetidae,Akodon,Akodon_torques,38.99,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
766,Rodentia,Cricetidae,Akodon,Akodon_varius,40,589.3882991,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
811,Cetartiodactyla,Bovidae,Alcelaphus,Alcelaphus_buselaphus,160937.9,2863.875333,PanTHERIA,7604.166667,PanTHERIA;AnAge;_Carn_ung,6676.466667,927.7,PanTHERIA,2863.875333,,Rspan-AFB
41782,Cetartiodactyla,Cervidae,Alces,Alces_alces,461900.8,3721.7786,PanTHERIA,9855,PanTHERIA;_Carn_ung,8638.34,1216.66,PanTHERIA,3721.7786,,Rspan-AFB
818,Cetartiodactyla,Cervidae,Alces,Alces_americanus,541460.4,3410.5727,PanTHERIA,9125,PanTHERIA;_Carn_ung,8738.63,876.37,calculated,3410.5727,,Rspan-AFR(SM+Gest)
843,Chiroptera,Pteropodidae,Alionycteris,Alionycteris_paucidentata,16.24,1553.790873,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
851,Rodentia,Dipodidae,Allactaga,Allactaga_balikunica,72.5,625.1262,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
852,Rodentia,Dipodidae,Allactaga,Allactaga_bullata,72.5,625.1262,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
853,Rodentia,Dipodidae,Allactaga,Allactaga_elater,59,625.1262,PanTHERIA,1898,AnAge,1792.78,105.22,calculated,625.1262,,Rspan-AFR(SM+Gest)
854,Rodentia,Dipodidae,Allactaga,Allactaga_euphratica,232,625.1262,PanTHERIA,1533,PanTHERIA;AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics
855,Rodentia,Dipodidae,Allactaga,Allactaga_firouzi,114.1964539,625.1262,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics
856,Rodentia,Dipodidae,Allactaga,Allactaga_hotsoni,76.5,625.1262,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
857,Rodentia,Dipodidae,Allactaga,Allactaga_major,350,625.1262,Verde_Arregoitia_et_al._2013,2555,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics
858,Rodentia,Dipodidae,Allactaga,Allactaga_severtzovi,159,625.1262,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics
859,Rodentia,Dipodidae,Allactaga,Allactaga_sibirica,97.5,625.1262,Verde_Arregoitia_et_al._2013,1642.5,AnAge,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
850,Rodentia,Dipodidae,Allactaga,Allactaga_tetradactyla,52,625.1262,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
860,Rodentia,Dipodidae,Allactaga,Allactaga_vinogradovi,61.83099239,625.1262,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
136326,Rodentia,Dipodidae,Allactaga,Allactaga_williamsi,23.33,625.1262,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
861,Rodentia,Dipodidae,Allactodipus,Allactodipus_bobrinskii,65,726.1971375,Animal_Diversity,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
865,Primates,Cercopithecidae,Allenopithecus,Allenopithecus_nigroviridis,4749.96,4024.409658,PanTHERIA,9125,PanTHERIA;AnAge,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
868,Primates,Cheirogaleidae,Allocebus,Allocebus_trichotis,78.09,2053.5145,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
42640,Rodentia,Cricetidae,Allocricetulus,Allocricetulus_curtatus,47.833,589.3882991,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
875,Rodentia,Cricetidae,Allocricetulus,Allocricetulus_eversmanni,115.558,766.22453,Verde_Arregoitia_et_al._2013,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_family_same_body_mass
899,Carnivora,Canidae,Alopex,Alopex_lagopus,3584.37,1871.187117,Smith_et_al._2003,5499.333333,PanTHERIA;AnAge;_Carn_ung,5257.938333,346.385,calculated,1871.187117,,Rspan-AFR(SM+Gest)
136486,Primates,Atelidae,Alouatta,Alouatta_arctoidea,6361.288889,3888.341186,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
39957,Primates,Atelidae,Alouatta,Alouatta_belzebul,6157.91,4380,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
41545,Primates,Atelidae,Alouatta,Alouatta_caraya,5576.96,3750.594,PanTHERIA,9617.75,PanTHERIA;AnAge,8263.6,1354.15,PanTHERIA,3750.594,,Rspan-AFB
43912,Primates,Atelidae,Alouatta,Alouatta_discolor,6361.288889,4015,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,GMA
39916,Primates,Atelidae,Alouatta,Alouatta_guariba,5188.33,3888.341186,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
922,Primates,Atelidae,Alouatta,Alouatta_juara,6361.288889,3888.341186,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
40642,Primates,Atelidae,Alouatta,Alouatta_macconnelli,7250,3888.341186,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
136332,Primates,Atelidae,Alouatta,Alouatta_nigerrima,6320,3888.341186,Smith_et_al._2003,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
39960,Primates,Atelidae,Alouatta,Alouatta_palliata,6576.99,3574.6373,PanTHERIA,8942.5,PanTHERIA;AnAge,7560.37,1382.13,PanTHERIA,3574.6373,,Rspan-AFB
914,Primates,Atelidae,Alouatta,Alouatta_pigra,7172.06,3650,PanTHERIA,7300,PanTHERIA,no_information,no_information,no_information,no_information,,GMA
136787,Primates,Atelidae,Alouatta,Alouatta_puruensis,6361.288889,3888.341186,Mean_congenerics,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
41546,Primates,Atelidae,Alouatta,Alouatta_sara,6611.04,3888.341186,PanTHERIA,no_information,no_information,no_information,no_information,no_information,no_information,,Mean_congenerics_same_body_mass
