"","x"
"895","Leggadina_lakedownensis"
"896","Lemmiscus_curtatus"
"897","Lemmus_amurensis"
"898","Lemmus_lemmus"
"899","Lemmus_sibiricus"
"900","Lemmus_trimucronatus"
"901","Lemniscomys_bellieri"
"902","Lemniscomys_griselda"
"903","Lemniscomys_macculus"
"904","Lemniscomys_rosalia"
"905","Lemniscomys_striatus"
"906","Lemniscomys_zebra"
"907","Lenothrix_canus"
"908","Leopoldamys_edwardsi"
"909","Leopoldamys_sabanus"
"910","Leporillus_apicalis"
"911","Lepus_americanus"
"912","Lepus_arcticus"
"913","Lepus_californicus"
"914","Lepus_callotis"
"915","Lepus_capensis"
"916","Lepus_comus"
"917","Lepus_europaeus"
"918","Lepus_granatensis"
"919","Lepus_habessinicus"
"920","Lepus_mandshuricus"
"921","Lepus_nigricollis"
"922","Lepus_oiostolus"
"923","Lepus_peguensis"
"924","Lepus_saxatilis"
"925","Lepus_sinensis"
"926","Lepus_tibetanus"
"927","Lepus_timidus"
"928","Lepus_tolai"
"929","Lepus_townsendii"
"930","Lepus_victoriae"
"931","Lepus_yarkandensis"
"932","Lestodelphys_halli"
"933","Lonchothrix_emiliae"
"934","Lophiomys_imhausi"
"935","Lophuromys_flavopunctatus"
"936","Lophuromys_nudicaudus"
"937","Lophuromys_sikapusi"
"938","Lorentzimys_nouhuysi"
"939","Loxodontomys_micropus"
"940","Lundomys_molitor"
"941","Lutreolina_crassicaudata"
"942","Macrotis_lagotis"
"943","Madromys_blanfordi"
"944","Makalata_didelphoides"
"945","Makalata_macrura"
"946","Malacomys_edwardsi"
"947","Malacomys_longipes"
"948","Malacothrix_typica"
"949","Mallomys_rothschildi"
"950","Marmosa_constantiae"
"951","Marmosa_demerarae"
"952","Marmosa_lepida"
"953","Marmosa_mexicana"
"954","Marmosa_murina"
"955","Marmosa_paraguayanus"
"956","Marmosa_regina"
"957","Marmosa_robinsoni"
"958","Marmosa_rubra"
"959","Marmosops_bishopi"
"960","Marmosops_impavidus"
"961","Marmosops_incanus"
"962","Marmosops_neblina"
"963","Marmosops_noctivagus"
"964","Marmosops_parvidens"
"965","Marmosops_pinheiroi"
"966","Marmota_broweri"
"967","Marmota_caligata"
"968","Marmota_camtschatica"
"969","Marmota_caudata"
"970","Marmota_flaviventris"
"971","Marmota_monax"
"972","Massoutiera_mzabi"
"973","Mastomys_coucha"
"974","Mastomys_erythroleucus"
"975","Mastomys_huberti"
"976","Mastomys_kollmannspergeri"
"977","Mastomys_natalensis"
"978","Maxomys_hellwaldii"
"979","Maxomys_musschenbroekii"
"980","Maxomys_ochraceiventer"
"981","Maxomys_rajah"
"982","Maxomys_surifer"
"983","Maxomys_tajuddinii"
"984","Maxomys_whiteheadi"
"985","Megasorex_gigas"
"986","Melanomys_caliginosus"
"987","Melomys_burtoni"
"988","Melomys_cervinipes"
"989","Melomys_rufescens"
"990","Menetes_berdmorei"
"991","Meriones_crassus"
"992","Meriones_grandis"
"993","Meriones_hurrianae"
"994","Meriones_libycus"
"995","Meriones_meridianus"
"996","Meriones_persicus"
"997","Meriones_shawi"
"998","Meriones_tamariscinus"
"999","Meriones_tristrami"
"1000","Meriones_unguiculatus"
"1001","Meriones_zarudnyi"
"1002","Mesechinus_dauuricus"
"1003","Mesechinus_hughi"
"1004","Mesembriomys_gouldii"
"1005","Mesocricetus_brandti"
"1006","Mesocricetus_raddei"
"1007","Mesomys_hispidus"
"1008","Mesomys_stimulax"
"1009","Metachirus_nudicaudatus"
"1010","Micaelamys_granti"
"1011","Micaelamys_namaquensis"
"1012","Microcavia_australis"
"1013","Microcavia_niata"
"1014","Microdipodops_megacephalus"
"1015","Microgale_brevicaudata"
"1016","Microhydromys_richardsoni"
"1017","Micromys_minutus"
"1018","Microperoryctes_longicauda"
"1019","Microryzomys_altissimus"
"1020","Microryzomys_minutus"
"1021","Microsciurus_flaviventer"
"1022","Microsciurus_santanderensis"
"1023","Microtus_agrestis"
"1024","Microtus_arvalis"
"1025","Microtus_cabrerae"
"1026","Microtus_californicus"
"1027","Microtus_chrotorrhinus"
"1028","Microtus_clarkei"
"1029","Microtus_duodecimcostatus"
"1030","Microtus_fortis"
"1031","Microtus_gerbei"
"1032","Microtus_gregalis"
"1033","Microtus_guentheri"
"1034","Microtus_hyperboreus"
"1035","Microtus_ilaeus"
"1036","Microtus_levis"
"1037","Microtus_limnophilus"
"1038","Microtus_longicaudus"
"1039","Microtus_maximowiczii"
"1040","Microtus_mexicanus"
"1041","Microtus_middendorffii"
"1042","Microtus_miurus"
"1043","Microtus_mongolicus"
"1044","Microtus_montanus"
"1045","Microtus_montebelli"
"1046","Microtus_ochrogaster"
"1047","Microtus_oeconomus"
"1048","Microtus_pennsylvanicus"
"1049","Microtus_pinetorum"
"1050","Microtus_richardsoni"
"1051","Microtus_savii"
"1052","Microtus_socialis"
"1053","Microtus_subterraneus"
"1054","Microtus_townsendii"
"1055","Microtus_xanthognathus"
"1056","Millardia_meltada"
"1057","Mogera_insularis"
"1058","Mogera_robusta"
"1059","Monodelphis_adusta"
"1060","Monodelphis_americana"
"1061","Monodelphis_brevicaudata"
"1062","Monodelphis_dimidiata"
"1063","Monodelphis_domestica"
"1064","Monodelphis_emiliae"
"1065","Monodelphis_glirina"
"1066","Monodelphis_iheringi"
"1067","Monodelphis_kunsi"
"1068","Monodelphis_peruviana"
"1069","Monodelphis_scalops"
"1070","Murexia_habbema"
"1071","Murexia_longicaudata"
"1072","Murexia_melanurus"
"1073","Murexia_naso"
"1074","Mus_booduga"
"1075","Mus_caroli"
"1076","Mus_cervicolor"
"1077","Mus_cookii"
"1078","Mus_haussa"
"1079","Mus_indutus"
"1080","Mus_macedonicus"
"1081","Mus_mahomet"
"1082","Mus_minutoides"
"1083","Mus_musculoides"
"1084","Mus_musculus"
"1085","Mus_pahari"
"1086","Mus_phillipsi"
"1087","Mus_platythrix"
"1088","Mus_saxicola"
"1089","Mus_setulosus"
"1090","Mus_setzeri"
"1091","Mus_spicilegus"
"1092","Mus_spretus"
"1093","Mus_tenellus"
"1094","Mus_terricolor"
"1095","Mus_triton"
"1096","Muscardinus_avellanarius"
"1097","Mylomys_dybowskii"
"1098","Myodes_gapperi"
"1099","Myodes_glareolus"
"1100","Myodes_rufocanus"
"1101","Myodes_rutilus"
"1102","Myodes_shanseius"
"1103","Myodes_smithii"
"1104","Myoictis_melas"
"1105","Myomyscus_angolensis"
"1106","Myomyscus_brockmani"
"1107","Myoprocta_acouchy"
"1108","Myoprocta_pratti"
"1109","Myopus_schisticolor"
"1110","Myosciurus_pumilio"
"1111","Myosorex_cafer"
"1112","Myosorex_varius"
"1113","Myospalax_aspalax"
"1114","Myospalax_myospalax"
"1115","Myospalax_psilurus"
"1116","Mystromys_albicaudatus"
"1117","Nannosciurus_melanotis"
"1118","Nannospalax_ehrenbergi"
"1119","Nannospalax_xanthodon"
"1120","Napaeozapus_insignis"
"1121","Neacomys_dubosti"
"1122","Neacomys_guianae"
"1123","Neacomys_musseri"
"1124","Neacomys_paracou"
"1125","Neacomys_pictus"
"1126","Neacomys_spinosus"
"1127","Neacomys_tenuipes"
"1128","Neamblysomus_gunningi"
"1129","Necromys_amoenus"
"1130","Necromys_benefactus"
"1131","Necromys_lasiurus"
"1132","Necromys_lenguarum"
"1133","Necromys_obscurus"
"1134","Necromys_punctulatus"
"1135","Nectogale_elegans"
"1136","Nectomys_apicalis"
"1137","Nectomys_rattus"
"1138","Nectomys_squamipes"
"1139","Nelsonia_goldmani"
"1140","Neodon_irene"
"1141","Neodon_juldaschi"
"1142","Neodon_sikimensis"
"1143","Neofiber_alleni"
"1144","Neohylomys_hainanensis"
"1145","Neomys_anomalus"
"1146","Neomys_fodiens"
"1147","Neomys_teres"
"1148","Neotamias_alpinus"
"1149","Neotamias_amoenus"
"1150","Neotamias_bulleri"
"1151","Neotamias_cinereicollis"
"1152","Neotamias_dorsalis"
"1153","Neotamias_merriami"
"1154","Neotamias_minimus"
"1155","Neotamias_obscurus"
"1156","Neotamias_ochrogenys"
"1157","Neotamias_quadrimaculatus"
"1158","Neotamias_quadrivittatus"
"1159","Neotamias_ruficaudus"
"1160","Neotamias_rufus"
"1161","Neotamias_senex"
"1162","Neotamias_siskiyou"
"1163","Neotamias_sonomae"
"1164","Neotamias_townsendii"
"1165","Neotamias_umbrinus"
"1166","Neotetracus_sinensis"
"1167","Neotoma_albigula"
"1168","Neotoma_angustapalata"
"1169","Neotoma_chrysomelas"
"1170","Neotoma_cinerea"
"1171","Neotoma_devia"
"1172","Neotoma_floridana"
"1173","Neotoma_lepida"
"1174","Neotoma_leucodon"
"1175","Neotoma_magister"
"1176","Neotoma_mexicana"
"1177","Neotoma_micropus"
"1178","Neotoma_palatina"
"1179","Neotoma_phenax"
"1180","Neotomys_ebriosus"
"1181","Nephelomys_albigularis"
"1182","Nephelomys_auriventer"
"1183","Nephelomys_devius"
"1184","Nephelomys_keaysi"
"1185","Nephelomys_levipes"
"1186","Nesokia_bunnii"
"1187","Nesokia_indica"
"1188","Nesolagus_netscheri"
"1189","Nesolagus_timminsi"
"1190","Nesomys_audeberti"
"1191","Nesomys_lambertoni"
"1192","Nesomys_rufus"
"1193","Nesoryzomys_swarthi"
"1194","Neurotrichus_gibbsii"
"1195","Neusticomys_monticolus"
"1196","Neusticomys_mussoi"
"1197","Neusticomys_oyapocki"
"1198","Neusticomys_venezuelae"
"1199","Ningaui_ridei"
"1200","Ningaui_timealeyi"
"1201","Ningaui_yvonneae"
"1202","Niviventer_andersoni"
"1203","Niviventer_cameroni"
"1204","Niviventer_confucianus"
"1205","Niviventer_coninga"
"1206","Niviventer_cremoriventer"
"1207","Niviventer_culturatus"
"1208","Niviventer_eha"
"1209","Niviventer_fraternus"
"1210","Niviventer_fulvescens"
"1211","Niviventer_hinpoon"
"1212","Niviventer_langbianis"
"1213","Niviventer_lepturus"
"1214","Niviventer_niviventer"
"1215","Niviventer_rapit"
"1216","Niviventer_tenaster"
"1217","Notiosorex_cockrumi"
"1218","Notiosorex_crawfordi"
"1219","Notiosorex_evotis"
"1220","Notiosorex_villai"
"1221","Notocitellus_annulatus"
"1222","Notomys_alexis"
"1223","Notomys_aquilo"
"1224","Notomys_mitchellii"
"1225","Nyctomys_sumichrasti"
"1226","Ochotona_alpina"
"1227","Ochotona_cansus"
"1228","Ochotona_collaris"
"1229","Ochotona_curzoniae"
"1230","Ochotona_dauurica"
"1231","Ochotona_erythrotis"
"1232","Ochotona_gloveri"
"1233","Ochotona_hyperborea"
"1234","Ochotona_ladacensis"
"1235","Ochotona_macrotis"
"1236","Ochotona_mantchurica"
"1237","Ochotona_nubrica"
"1238","Ochotona_princeps"
"1239","Ochotona_pusilla"
"1240","Ochotona_roylei"
"1241","Ochotona_rufescens"
"1242","Ochotona_thibetana"
"1243","Ochotona_thomasi"
"1244","Ochotona_turuchanensis"
"1245","Ochrotomys_nuttalli"
"1246","Octodon_bridgesi"
"1247","Octodon_lunatus"
"1248","Octodontomys_gliroides"
"1249","Oecomys_auyantepui"
"1250","Oecomys_bicolor"
"1251","Oecomys_catherinae"
"1252","Oecomys_cleberi"
"1253","Oecomys_concolor"
"1254","Oecomys_flavicans"
"1255","Oecomys_mamorae"
"1256","Oecomys_paricola"
"1257","Oecomys_roberti"
"1258","Oecomys_rutilus"
"1259","Oecomys_speciosus"
"1260","Oecomys_superans"
"1261","Oecomys_trinitatis"
"1262","Oenomys_hypoxanthus"
"1263","Oenomys_ornatus"
"1264","Olallamys_albicauda"
"1265","Olallamys_edax"
"1266","Oligoryzomys_chacoensis"
"1267","Oligoryzomys_delticola"
"1268","Oligoryzomys_destructor"
"1269","Oligoryzomys_eliurus"
"1270","Oligoryzomys_flavescens"
"1271","Oligoryzomys_fornesi"
"1272","Oligoryzomys_fulvescens"
"1273","Oligoryzomys_griseolus"
"1274","Oligoryzomys_longicaudatus"
"1275","Oligoryzomys_magellanicus"
"1276","Oligoryzomys_microtis"
"1277","Oligoryzomys_moojeni"
"1278","Oligoryzomys_nigripes"
"1279","Oligoryzomys_rupestris"
"1280","Oligoryzomys_stramineus"
"1281","Oligoryzomys_vegetus"
"1282","Ondatra_zibethicus"
"1283","Onychomys_arenicola"
"1284","Onychomys_leucogaster"
"1285","Onychomys_torridus"
"1286","Oreoryzomys_balneator"
"1287","Orthogeomys_cavator"
"1288","Orthogeomys_heterodus"
"1289","Orthogeomys_hispidus"
"1290","Orthogeomys_matagalpae"
"1291","Oryctolagus_cuniculus"
"1292","Oryzomys_couesi"
"1293","Oryzomys_dimidiatus"
"1294","Oryzomys_palustris"
"1295","Oryzorictes_hova"
"1296","Oryzorictes_tetradactylus"
"1297","Otomys_anchietae"
"1298","Otomys_angoniensis"
"1299","Otomys_burtoni"
"1300","Otomys_denti"
"1301","Otomys_irroratus"
"1302","Otomys_lacustris"
"1303","Otomys_laminatus"
"1304","Otomys_typus"
"1305","Otomys_unisulcatus"
"1306","Otonyctomys_hatti"
"1307","Otospermophilus_beecheyi"
"1308","Otospermophilus_variegatus"
"1309","Ototylomys_phyllotis"
"1310","Oxymycterus_amazonicus"
"1311","Oxymycterus_angularis"
"1312","Oxymycterus_caparoae"
"1313","Oxymycterus_dasytrichus"
"1314","Oxymycterus_hiska"
"1315","Oxymycterus_hispidus"
"1316","Oxymycterus_hucucha"
"1317","Oxymycterus_inca"
"1318","Oxymycterus_josei"
"1319","Oxymycterus_nasutus"
"1320","Oxymycterus_quaestor"
"1321","Oxymycterus_roberti"
"1322","Oxymycterus_rufus"
"1323","Pachyuromys_duprasi"
"1324","Paracrocidura_schoutedeni"
"1325","Paradipus_ctenodactylus"
"1326","Paraechinus_aethiopicus"
"1327","Paraechinus_hypomelas"
"1328","Paraechinus_micropus"
"1329","Paraechinus_nudiventris"
"1330","Parahydromys_asper"
"1331","Paraleptomys_wilhelmina"
"1332","Paramelomys_gressitti"
"1333","Paramelomys_levipes"
"1334","Paramelomys_lorentzii"
"1335","Paramelomys_mollis"
"1336","Paramelomys_naso"
"1337","Paramelomys_platyops"
"1338","Parascalops_breweri"
"1339","Parascaptor_leucura"
"1340","Paraxerus_boehmi"
"1341","Paraxerus_cepapi"
"1342","Paraxerus_cooperi"
"1343","Paraxerus_flavovittis"
"1344","Paraxerus_ochraceus"
"1345","Paraxerus_palliatus"
"1346","Paraxerus_poensis"
"1347","Parotomys_brantsii"
"1348","Parotomys_littledalei"
"1349","Paruromys_dominator"
"1350","Pattonomys_carrikeri"
"1351","Pectinator_spekei"
"1352","Pedetes_capensis"
"1353","Pedetes_surdaster"
"1354","Pelomys_campanae"
"1355","Pelomys_fallax"
"1356","Pelomys_hopkinsi"
"1357","Perameles_gunnii"
"1358","Perameles_nasuta"
"1359","Perognathus_fasciatus"
"1360","Perognathus_flavescens"
"1361","Perognathus_flavus"
"1362","Perognathus_longimembris"
"1363","Perognathus_merriami"
"1364","Perognathus_parvus"
"1365","Peromyscus_attwateri"
"1366","Peromyscus_beatae"
"1367","Peromyscus_boylii"
"1368","Peromyscus_crinitus"
"1369","Peromyscus_difficilis"
"1370","Peromyscus_eremicus"
"1371","Peromyscus_eva"
"1372","Peromyscus_furvus"
"1373","Peromyscus_gossypinus"
"1374","Peromyscus_grandis"
"1375","Peromyscus_gratus"
"1376","Peromyscus_guardia"
"1377","Peromyscus_guatemalensis"
"1378","Peromyscus_gymnotis"
"1379","Peromyscus_hooperi"
"1380","Peromyscus_keeni"
"1381","Peromyscus_leucopus"
"1382","Peromyscus_levipes"
"1383","Peromyscus_maniculatus"
"1384","Peromyscus_melanophrys"
"1385","Peromyscus_melanotis"
"1386","Peromyscus_melanurus"
"1387","Peromyscus_mexicanus"
"1388","Peromyscus_nasutus"
"1389","Peromyscus_ochraventer"
"1390","Peromyscus_pectoralis"
"1391","Peromyscus_perfulvus"
"1392","Peromyscus_polionotus"
"1393","Peromyscus_polius"
"1394","Peromyscus_schmidlyi"
"1395","Peromyscus_simulus"
"1396","Peromyscus_stirtoni"
"1397","Peromyscus_truei"
"1398","Peromyscus_winkelmanni"
"1399","Peromyscus_yucatanicus"
"1400","Peromyscus_zarhynchus"
"1401","Peroryctes_broadbenti"
"1402","Peroryctes_raffrayana"
"1403","Petaurista_alborufus"
"1404","Petaurista_elegans"
"1405","Petaurista_leucogenys"
"1406","Petaurista_magnificus"
"1407","Petaurista_mechukaensis"
"1408","Petaurista_petaurista"
"1409","Petaurista_philippensis"
"1410","Petaurista_xanthotis"
"1411","Petauroides_volans"
"1412","Petaurus_biacensis"
"1413","Petaurus_breviceps"
"1414","Petaurus_gracilis"
"1415","Petaurus_norfolcensis"
"1416","Petinomys_fuscocapillus"
"1417","Petinomys_genibarbis"
"1418","Petinomys_mindanensis"
"1419","Petinomys_setosus"
"1420","Petinomys_vordermanni"
"1421","Petrogale_assimilis"
"1422","Petrogale_brachyotis"
"1423","Petrogale_burbidgei"
"1424","Petrogale_coenensis"
"1425","Petrogale_concinna"
"1426","Petrogale_godmani"
"1427","Petrogale_inornata"
"1428","Petrogale_lateralis"
"1429","Petrogale_mareeba"
"1430","Petrogale_purpureicollis"
"1431","Petrogale_rothschildi"
"1432","Petromus_typicus"
"1433","Petromyscus_barbouri"
"1434","Petromyscus_collinus"
"1435","Petromyscus_monticularis"
"1436","Petromyscus_shortridgei"
"1437","Phaenomys_ferrugineus"
"1438","Phaiomys_leucurus"
"1439","Phalanger_carmelitae"
"1440","Phalanger_gymnotis"
"1441","Phalanger_mimicus"
"1442","Phalanger_orientalis"
"1443","Phalanger_ornatus"
"1444","Phalanger_sericeus"
"1445","Phalanger_vestitus"
"1446","Phascogale_calura"
"1447","Phascogale_pirata"
"1448","Phascogale_tapoatafa"
"1449","Phenacomys_intermedius"
"1450","Phenacomys_ungava"
"1451","Philander_andersoni"
"1452","Philander_frenatus"
"1453","Philander_mcilhennyi"
"1454","Philander_olrogi"
"1455","Philander_opossum"
"1456","Phodopus_campbelli"
"1457","Phodopus_roborovskii"
"1458","Phodopus_sungorus"
"1459","Phyllomys_blainvillii"
"1460","Phyllomys_brasiliensis"
"1461","Phyllomys_kerri"
"1462","Phyllomys_lamarum"
"1463","Phyllomys_mantiqueirensis"
"1464","Phyllomys_medius"
"1465","Phyllomys_pattoni"
"1466","Phyllomys_sulinus"
"1467","Phyllomys_unicolor"
"1468","Phyllotis_amicus"
"1469","Phyllotis_andium"
"1470","Phyllotis_bonariensis"
"1471","Phyllotis_caprinus"
"1472","Phyllotis_darwini"
"1473","Phyllotis_definitus"
"1474","Phyllotis_gerbillus"
"1475","Phyllotis_haggardi"
"1476","Phyllotis_limatus"
"1477","Phyllotis_magister"
"1478","Phyllotis_osgoodi"
"1479","Phyllotis_wolffsohni"
"1480","Phyllotis_xanthopygus"
"1481","Pithecheir_parvus"
"1482","Planigale_gilesi"
"1483","Planigale_ingrami"
"1484","Planigale_maculata"
"1485","Planigale_novaeguineae"
"1486","Planigale_tenuirostris"
"1487","Platacanthomys_lasiurus"
"1488","Podogymnura_truei"
"1489","Podomys_floridanus"
"1490","Poelagus_marjorita"
"1491","Pogonomelomys_brassi"
"1492","Pogonomelomys_bruijnii"
"1493","Pogonomelomys_mayeri"
"1494","Pogonomys_loriae"
"1495","Poliocitellus_franklinii"
"1496","Potamogale_velox"
"1497","Potorous_tridactylus"
"1498","Praomys_daltoni"
"1499","Praomys_delectorum"
"1500","Praomys_hartwigi"
"1501","Praomys_jacksoni"
"1502","Praomys_lukolelae"
"1503","Praomys_minor"
"1504","Praomys_misonnei"
"1505","Praomys_morio"
"1506","Praomys_mutoni"
"1507","Praomys_rostratus"
"1508","Praomys_tullbergi"
"1509","Prionomys_batesi"
"1510","Proechimys_brevicauda"
"1511","Proechimys_chrysaeolus"
"1512","Proechimys_cuvieri"
"1513","Proechimys_gardneri"
"1514","Proechimys_goeldii"
"1515","Proechimys_guairae"
"1516","Proechimys_guyannensis"
"1517","Proechimys_kulinae"
"1518","Proechimys_longicaudatus"
"1519","Proechimys_quadruplicatus"
"1520","Proechimys_roberti"
"1521","Proechimys_simonsi"
"1522","Proechimys_steerei"
"1523","Proechimys_trinitatis"
"1524","Proedromys_bedfordi"
"1525","Proedromys_liangshanensis"
"1526","Pronolagus_randensis"
"1527","Pronolagus_rupestris"
"1528","Pronolagus_saundersiae"
"1529","Prosciurillus_leucomus"
"1530","Prosciurillus_murinus"
"1531","Prosciurillus_weberi"
"1532","Protoxerus_stangeri"
"1533","Psammomys_obesus"
"1534","Pseudantechinus_bilarni"
"1535","Pseudantechinus_macdonnellensis"
"1536","Pseudantechinus_roryi"
"1537","Pseudantechinus_woolleyae"
"1538","Pseudocheirus_peregrinus"
"1539","Pseudochirops_albertisii"
"1540","Pseudochirops_archeri"
"1541","Pseudochirops_corinnae"
"1542","Pseudochirops_cupreus"
"1543","Pseudochirulus_canescens"
"1544","Pseudochirulus_caroli"
"1545","Pseudochirulus_forbesi"
"1546","Pseudochirulus_herbertensis"
"1547","Pseudochirulus_larvatus"
"1548","Pseudochirulus_mayeri"
"1549","Pseudochirulus_schlegeli"
"1550","Pseudohydromys_berniceae"
"1551","Pseudohydromys_ellermani"
"1552","Pseudohydromys_fuscus"
"1553","Pseudohydromys_germani"
"1554","Pseudohydromys_murinus"
"1555","Pseudohydromys_patriciae"
"1556","Pseudomys_albocinereus"
"1557","Pseudomys_australis"
"1558","Pseudomys_bolami"
"1559","Pseudomys_delicatulus"
"1560","Pseudomys_desertor"
"1561","Pseudomys_gracilicaudatus"
"1562","Pseudomys_hermannsburgensis"
"1563","Pseudomys_johnsoni"
"1564","Pseudomys_nanus"
"1565","Pseudomys_novaehollandiae"
"1566","Pseudomys_oralis"
"1567","Pseudomys_patrius"
"1568","Pseudomys_shortridgei"
"1569","Pseudoryzomys_simplex"
"1570","Pteromys_volans"
"1571","Pteromyscus_pulverulentus"
"1572","Pygeretmus_platyurus"
"1573","Pygeretmus_pumilio"
"1574","Pygeretmus_zhitkovi"
"1575","Rattus_andamanensis"
"1576","Rattus_annandalei"
"1577","Rattus_argentiventer"
"1578","Rattus_arrogans"
"1579","Rattus_colletti"
"1580","Rattus_everetti"
"1581","Rattus_exulans"
"1582","Rattus_feliceus"
"1583","Rattus_fuscipes"
"1584","Rattus_giluwensis"
"1585","Rattus_hoffmanni"
"1586","Rattus_hoogerwerfi"
"1587","Rattus_jobiensis"
"1588","Rattus_leucopus"
"1589","Rattus_losea"
"1590","Rattus_lugens"
"1591","Rattus_lutreolus"
"1592","Rattus_marmosurus"
"1593","Rattus_mindorensis"
"1594","Rattus_mordax"
"1595","Rattus_nitidus"
"1596","Rattus_norvegicus"
"1597","Rattus_novaeguineae"
"1598","Rattus_osgoodi"
"1599","Rattus_pyctoris"
"1600","Rattus_rattus"
"1601","Rattus_richardsoni"
"1602","Rattus_simalurensis"
"1603","Rattus_steini"
"1604","Rattus_tanezumi"
"1605","Rattus_tiomanicus"
"1606","Rattus_tunneyi"
"1607","Rattus_verecundus"
"1608","Rattus_villosissimus"
"1609","Ratufa_affinis"
"1610","Ratufa_bicolor"
"1611","Reithrodon_auritus"
"1612","Reithrodon_typicus"
"1613","Reithrodontomys_brevirostris"
"1614","Reithrodontomys_burti"
"1615","Reithrodontomys_chrysopsis"
"1616","Reithrodontomys_darienensis"
"1617","Reithrodontomys_fulvescens"
"1618","Reithrodontomys_humulis"
"1619","Reithrodontomys_megalotis"
"1620","Reithrodontomys_mexicanus"
"1621","Reithrodontomys_microdon"
"1622","Reithrodontomys_montanus"
"1623","Reithrodontomys_sumichrasti"
"1624","Reithrodontomys_zacatecae"
"1625","Rhabdomys_pumilio"
"1626","Rhagomys_rufescens"
"1627","Rheithrosciurus_macrotis"
"1628","Rheomys_raptor"
"1629","Rheomys_underwoodi"
"1630","Rhinosciurus_laticaudatus"
"1631","Rhipidomys_austrinus"
"1632","Rhipidomys_cariri"
"1633","Rhipidomys_couesi"
"1634","Rhipidomys_emiliae"
"1635","Rhipidomys_fulviventer"
"1636","Rhipidomys_latimanus"
"1637","Rhipidomys_leucodactylus"
"1638","Rhipidomys_macrurus"
"1639","Rhipidomys_mastacalis"
"1640","Rhipidomys_modicus"
"1641","Rhipidomys_nitela"
"1642","Rhipidomys_ochrogaster"
"1643","Rhipidomys_venezuelae"
"1644","Rhizomys_pruinosus"
"1645","Rhizomys_sinensis"
"1646","Rhizomys_sumatrensis"
"1647","Rhombomys_opimus"
"1648","Rhynchomys_soricoides"
"1649","Romerolagus_diazi"
"1650","Saccostomus_campestris"
"1651","Saccostomus_mearnsi"
"1652","Salpingotulus_michaelis"
"1653","Salpingotus_crassicauda"
"1654","Salpingotus_heptneri"
"1655","Salpingotus_kozlovi"
"1656","Salpingotus_pallidus"
"1657","Scalopus_aquaticus"
"1658","Scapanulus_oweni"
"1659","Scapanus_latimanus"
"1660","Scapanus_orarius"
"1661","Scapanus_townsendii"
"1662","Scaptochirus_moschatus"
"1663","Scaptonyx_fusicaudus"
"1664","Sciurillus_pusillus"
"1665","Sciurotamias_davidianus"
"1666","Sciurus_aberti"
"1667","Sciurus_aestuans"
"1668","Sciurus_alleni"
"1669","Sciurus_anomalus"
"1670","Sciurus_aureogaster"
"1671","Sciurus_carolinensis"
"1672","Sciurus_colliaei"
"1673","Sciurus_deppei"
"1674","Sciurus_gilvigularis"
"1675","Sciurus_granatensis"
"1676","Sciurus_griseus"
"1677","Sciurus_ignitus"
"1678","Sciurus_igniventris"
"1679","Sciurus_nayaritensis"
"1680","Sciurus_niger"
"1681","Sciurus_oculatus"
"1682","Sciurus_pucheranii"
"1683","Sciurus_pyrrhinus"
"1684","Sciurus_sanborni"
"1685","Sciurus_spadiceus"
"1686","Sciurus_variegatoides"
"1687","Sciurus_vulgaris"
"1688","Sciurus_yucatanensis"
"1689","Scolomys_melanops"
"1690","Scolomys_ucayalensis"
"1691","Scotinomys_xerampelinus"
"1692","Scutisorex_somereni"
"1693","Selevinia_betpakdalaensis"
"1694","Setifer_setosus"
"1695","Setonix_brachyurus"
"1696","Sicista_betulina"
"1697","Sicista_caudata"
"1698","Sicista_concolor"
"1699","Sicista_kluchorica"
"1700","Sicista_severtzovi"
"1701","Sicista_strandi"
"1702","Sicista_subtilis"
"1703","Sicista_tianshanica"
"1704","Sigmodon_alstoni"
"1705","Sigmodon_arizonae"
"1706","Sigmodon_fulviventer"
"1707","Sigmodon_hirsutus"
"1708","Sigmodon_hispidus"
"1709","Sigmodon_inopinatus"
"1710","Sigmodon_mascotensis"
"1711","Sigmodon_ochrognathus"
"1712","Sigmodon_peruanus"
"1713","Sigmodon_toltecus"
"1714","Sigmodontomys_alfari"
"1715","Sminthopsis_aitkeni"
"1716","Sminthopsis_archeri"
"1717","Sminthopsis_crassicaudata"
"1718","Sminthopsis_dolichura"
"1719","Sminthopsis_douglasi"
"1720","Sminthopsis_fuliginosus"
"1721","Sminthopsis_gilberti"
"1722","Sminthopsis_griseoventer"
"1723","Sminthopsis_hirtipes"
"1724","Sminthopsis_longicaudata"
"1725","Sminthopsis_macroura"
"1726","Sminthopsis_murina"
"1727","Sminthopsis_ooldea"
"1728","Sminthopsis_virginiae"
"1729","Sminthopsis_youngsoni"
"1730","Solenodon_paradoxus"
"1731","Solisorex_pearsoni"
"1732","Solomys_ponceleti"
"1733","Solomys_salamonis"
"1734","Sooretamys_angouya"
"1735","Sorex_alpinus"
"1736","Sorex_antinorii"
"1737","Sorex_araneus"
"1738","Sorex_arcticus"
"1739","Sorex_arizonae"
"1740","Sorex_asper"
"1741","Sorex_bairdi"
"1742","Sorex_bedfordiae"
"1743","Sorex_caecutiens"
"1744","Sorex_camtschatica"
"1745","Sorex_cinereus"
"1746","Sorex_coronatus"
"1747","Sorex_daphaenodon"
"1748","Sorex_dispar"
